Wavenumber_AsDep,Intensity_AsDep,Wavenumber_UV,Intensity_UV
606.9949,0.03336,567.45837,0.6525771292874418
607.477,0.02875,567.9405,0.6580254644953282
607.9591,0.02355,568.42262,0.664919276391021
608.4413,0.01819,568.90475,0.6730361839456271
608.9234,0.0132,569.386,0.6820314965643619
609.4055,0.00901,569.86812,0.6914270950351045
609.8876,0.00584,570.35025,0.7004780029110625
610.3698,0.00374,570.83237,0.7082724579737734
610.8519,0.00266,571.3145,0.7139320551591083
611.334,0.00257,571.79662,0.7169119609462788
611.8162,0.00351,572.27875,0.7172566515410636
612.2983,0.00553,572.761,0.7156666271844763
612.7804,0.00858,573.24312,0.7133316263810964
613.2625,0.0124,573.72525,0.7115636972013946
613.7446,0.01653,574.20737,0.7114525066869479
614.2267,0.02041,574.6895,0.7135206502556557
614.7089,0.02357,575.17162,0.7177903660104074
615.191,0.02576,575.65375,0.7237724156876377
615.6731,0.02707,576.136,0.7307440609434432
616.1553,0.02779,576.61812,0.7379603253310314
616.6374,0.02829,577.10025,0.744731827660833
617.1195,0.02882,577.58237,0.7504581391548358
617.6016,0.02944,578.0645,0.7545944262922515
618.0837,0.03006,578.54662,0.7567181651181828
618.5659,0.03056,579.02875,0.7565624983979574
619.048,0.03095,579.511,0.7541719023373543
619.5302,0.03146,579.99312,0.7500356151999386
620.0123,0.03246,580.47525,0.7449542086897263
620.4944,0.03437,580.95737,0.7398394450251798
620.9765,0.03747,581.4395,0.7353918244473135
621.4586,0.04188,581.92162,0.7318226089335759
621.9407,0.04752,582.40375,0.7288760603007394
622.4229,0.05425,582.886,0.7259183926164582
622.905,0.06203,583.36812,0.7223714152056098
623.3871,0.07092,583.85025,0.7179237946277434
623.8693,0.08108,584.33237,0.7126756023458611
624.3514,0.09263,584.8145,0.7070604813663048
624.8335,0.10554,585.29662,0.7016010271069739
625.3156,0.11961,585.77875,0.6965752158539849
625.7977,0.13447,586.26,0.6919385714015591
626.2798,0.14975,586.74212,0.6874019984121355
626.762,0.16513,587.22425,0.6826541634452632
627.2441,0.18037,587.70637,0.6775949950379403
627.7263,0.19527,588.1885,0.6724579932705045
628.2084,0.20958,588.67062,0.6676656820978535
628.6905,0.22299,589.15275,0.6635293949604378
629.1726,0.23511,589.635,0.6599824175495894
629.6547,0.24562,590.11712,0.6564799163445196
630.1368,0.25434,590.59925,0.6521323672296553
630.619,0.26136,591.08137,0.6460391270379783
631.1011,0.26696,591.5635,0.6376108860429215
631.5833,0.27155,592.04562,0.626914358553153
632.0654,0.27553,592.52775,0.6145277352437951
632.5475,0.27916,593.01,0.6012960640246428
633.0296,0.28251,593.49212,0.5879643213424883
633.5117,0.28554,593.97425,0.5748549596892273
633.9939,0.28816,594.45637,0.5618567885504129
634.476,0.29036,594.9385,0.5486139982798157
634.9581,0.29225,595.42062,0.534692945871094
635.4402,0.29399,595.90275,0.5199713217583564
635.9224,0.29578,596.385,0.5045269593017154
636.4045,0.29768,596.86712,0.48856000142717515
636.8866,0.29969,597.34925,0.4722038767520716
637.3687,0.3017,597.83137,0.45528068045329007
637.8508,0.30363,598.3135,0.43740124573026734
638.333,0.30548,598.79562,0.418143048628106
638.8151,0.30738,599.27775,0.39725035096357875
639.2972,0.30948,599.76,0.374878819456911
639.7794,0.3119,600.24212,0.35156216857744654
640.2615,0.3146,600.72425,0.32805649382342283
640.7436,0.3174,601.20637,0.3050622954358537
641.2257,0.32005,601.6885,0.2830020973696366
641.7079,0.32231,602.17062,0.262020447293552
642.1899,0.32413,602.65275,0.2420395118474874
642.6721,0.32559,603.135,0.22289250525977272
643.1542,0.32691,603.61712,0.20441264175873797
643.6364,0.32831,604.09925,0.18645537367560255
644.1185,0.32988,604.58137,0.16886503429014108
644.6006,0.33159,605.0635,0.15134140921334763
645.0827,0.33327,605.54562,0.13356204595332685
645.5648,0.33476,606.02775,0.11534903968696408
646.047,0.33599,606.509,0.09684693808304001
646.5291,0.33705,606.99112,0.07863393181667727
647.0112,0.33811,607.47325,0.061666259312117104
647.4933,0.33934,607.95537,0.04687792089071145
647.9755,0.34081,608.4375,0.03496941679347427
648.4576,0.34247,608.91962,0.026018580380518217
648.9397,0.34415,609.40175,0.01959176864550132
649.4219,0.3457,609.884,0.014999600398854304
649.904,0.34708,610.36612,0.01173059927412253
650.3861,0.34836,610.84825,0.009740289065527333
650.8682,0.3497,611.33037,0.009562384242412677
651.3503,0.35123,611.8125,0.011975218405905179
651.8325,0.35298,612.29462,0.01753474412823813
652.3146,0.35482,612.77675,0.026118651843520208
652.7968,0.35655,613.259,0.03680406028184414
653.2788,0.35799,613.74112,0.04811213560106937
653.761,0.35907,614.22325,0.05841949629027466
654.2431,0.3599,614.70537,0.06653640384488077
654.7252,0.36069,615.1875,0.07200697715565639
655.2073,0.36163,615.66962,0.07507583535438418
655.6895,0.3628,616.15175,0.07645459773352276
656.1716,0.36415,616.634,0.07683264548264139
656.6537,0.36549,617.11612,0.07655466919652475
657.1359,0.36668,617.59825,0.07567626413239614
657.6179,0.36766,618.08037,0.07415295408447692
658.1001,0.36852,618.5625,0.07220712008166037
658.5822,0.36948,619.04462,0.0705059052106265
659.0643,0.3707,619.52675,0.07015009556439718
659.5464,0.37224,620.009,0.07241838205910903
660.0286,0.37399,620.49112,0.07836707458200529
660.5107,0.37573,620.97325,0.08866331621976592
660.9928,0.37722,621.45537,0.1035406070527289
661.475,0.37835,621.9375,0.12302118518378356
661.9571,0.3792,622.41962,0.14720512207593192
662.4392,0.37995,622.90175,0.1764037511696246
662.9213,0.38082,623.383,0.21105071547120352
663.4034,0.38192,623.86512,0.25136839600956207
663.8856,0.38319,624.34725,0.2970788164985836
664.3677,0.38443,624.82937,0.3472146194625822
664.8499,0.38539,625.3115,0.40033032821375125
665.332,0.38588,625.79362,0.45482479934405884
665.8141,0.38582,626.27575,0.5094082228859237
666.2962,0.38531,626.758,0.5632577890324406
666.7783,0.38453,627.24012,0.6159064976229337
667.2605,0.38378,627.72225,0.6668762294452822
667.7426,0.38331,628.20437,0.7152996984868023
668.2247,0.3833,628.6865,0.7597870233169106
668.7068,0.38377,629.16862,0.7986703462189072
669.189,0.38469,629.65075,0.8305375476593196
669.6711,0.38601,630.133,0.8547548417058021
670.1532,0.3877,630.61512,0.8718892999820321
670.6353,0.3897,631.09725,0.8835865421018207
671.1174,0.39191,631.57937,0.8922260450743261
671.5996,0.39415,632.0615,0.9001761668572622
672.0817,0.39621,632.54362,0.909171479475997
672.5638,0.39789,633.02575,0.9200236736859909
673.046,0.3991,633.508,0.9325103684583507
673.5281,0.39987,633.99012,0.9457753968318371
674.0102,0.40032,634.47225,0.9587735679706516
674.4923,0.40062,634.95437,0.9707043101707781
674.9745,0.40085,635.4365,0.9811784566316534
675.4565,0.40101,635.91862,0.9901848883018328
675.9387,0.40104,636.40075,0.9978459147472075
676.4208,0.40089,636.883,1.0042949645851138
676.903,0.40059,637.36512,1.0095431568669961
677.3851,0.4003,637.84725,1.013534896335631
677.8672,0.40018,638.32937,1.0163924925569103
678.3493,0.40041,638.8115,1.0183716837140608
678.8314,0.40102,639.29362,1.0199172318648695
679.3136,0.40192,639.77575,1.0215072562214564
679.7957,0.40293,640.258,1.0234419711728284
680.2778,0.40388,640.74012,1.025821448181987
680.7599,0.40466,641.22225,1.0285122586315962
681.2421,0.40529,641.70437,1.0312475452869838
681.7242,0.40587,642.1865,1.0338382842735911
682.2063,0.40648,642.66862,1.036206642231305
682.6885,0.40713,643.15075,1.0383748572630147
683.1705,0.40773,643.632,1.0403874055744993
683.6527,0.40814,644.11412,1.0422665252686478
684.1348,0.40823,644.59625,1.0439121448824584
684.6169,0.40799,645.07837,1.0452797882101523
685.0991,0.40752,645.5605,1.046391693354619
685.5812,0.40702,646.04262,1.0474368841904174
686.0634,0.40666,646.52475,1.0487378132094434
686.5454,0.40653,647.007,1.0506058138521472
687.0276,0.40663,647.48912,1.0531631956844203
687.5096,0.40687,647.97125,1.0562320538831482
687.9918,0.40717,648.45337,1.0594121025963228
688.4739,0.4075,648.9355,1.0622252226118232
688.9561,0.40791,649.41762,1.0643711995406437
689.4382,0.40845,649.89975,1.0658166762284502
689.9203,0.40917,650.382,1.0668618670642487
690.4025,0.40997,650.86412,1.0679292960029367
690.8845,0.41066,651.34625,1.0693414155364094
691.3667,0.41105,651.82837,1.0711538209218898
691.8488,0.41097,652.3105,1.0731663692333744
692.3309,0.41042,652.79262,1.0749898936702995
692.813,0.40954,653.27475,1.0763241798436594
693.2952,0.40856,653.757,1.0770580372390075
693.7773,0.40768,654.23912,1.0773916087823474
694.2594,0.40701,654.72125,1.07763622791413
694.7416,0.40651,655.20337,1.0780698709204721
695.2236,0.40611,655.6855,1.07880372831582
695.7058,0.40573,656.16762,1.079704371482838
696.1879,0.40538,656.64975,1.0805938955984113
696.67,0.40517,657.132,1.0813499910966486
697.1522,0.40525,657.61412,1.0820727294405517
697.6343,0.40569,658.09625,1.0830512059676822
698.1165,0.40645,658.57837,1.0846189922213803
698.5985,0.40733,659.0605,1.0869206358704262
699.0807,0.40806,659.54262,1.089778232091705
699.5628,0.40843,660.02475,1.0927692569303205
700.0449,0.40833,660.506,1.095382234019817
700.527,0.40783,660.98812,1.0972613537139653
701.0092,0.40711,661.47025,1.0984177350642106
701.4913,0.40636,661.95237,1.0991738305624479
701.9734,0.4057,662.4345,1.0999855213179086
702.4556,0.40517,662.91662,1.1011307836167092
702.9377,0.40467,663.39875,1.102498426944403
703.4198,0.40415,663.881,1.1035547368316463
703.9019,0.40357,664.36312,1.1034991415744229
704.384,0.40297,664.84525,1.1015533075716064
704.8662,0.40239,665.32737,1.097205758456742
705.3483,0.40187,665.8095,1.0904120180240513
705.8304,0.4013,666.29162,1.081694681691433
706.3125,0.40053,666.77375,1.0721990117576885
706.7947,0.39938,667.256,1.0636484611967403
707.2768,0.39774,667.73812,1.0579221497027373
707.7589,0.39566,668.22025,1.0563988396548183
708.241,0.39335,668.70237,1.0592564358760974
708.7231,0.39105,669.1845,1.065594295199557
709.2053,0.38897,669.66662,1.073978059988835
709.6874,0.38716,670.14875,1.0830178488133484
710.1696,0.38548,670.631,1.0916351136829645
710.6517,0.38373,671.11312,1.0990070447907778
711.1338,0.38168,671.59525,1.104599927667445
711.6159,0.37925,672.07737,1.1081024288725148
712.098,0.37649,672.5595,1.1095701436632106
712.5802,0.37357,673.04162,1.109447834097319
713.0623,0.37066,673.52375,1.1084804766216334
713.5444,0.36783,674.006,1.1074686429401686
714.0265,0.36503,674.48812,1.1069571665737141
714.5087,0.36211,674.97025,1.1071017142424948
714.9908,0.35893,675.45237,1.107691023969062
715.4729,0.35542,675.9345,1.1083136908499633
715.955,0.35166,676.41662,1.1086139052389694
716.4371,0.3478,676.89875,1.1085360718788566
716.9193,0.34397,677.381,1.1083136908499633
717.4014,0.34022,677.86312,1.1083359289528525
717.8835,0.33649,678.34525,1.1088696434221965
718.3657,0.33261,678.82737,1.1099148342579952
718.8478,0.32845,679.3095,1.1110934537111297
719.3299,0.32401,679.79162,1.1119051444665904
719.812,0.31943,680.27375,1.111882906363701
720.2942,0.31496,680.755,1.1108154774250132
720.7762,0.31082,681.23712,1.1088362862678627
721.2584,0.30718,681.71925,1.1062566663327
721.7405,0.30401,682.20137,1.103432427265755
722.2227,0.30116,682.6835,1.1005303548386973
722.7048,0.29846,683.16562,1.0974948537943034
723.1869,0.29573,683.64775,1.094114662155125
723.6691,0.29293,684.13,1.0903008275096047
724.1511,0.29005,684.61212,1.0861534213207442
724.6333,0.28717,685.09425,1.0820616103891072
725.1154,0.28429,685.57637,1.0785146329782587
725.5975,0.28138,686.0585,1.0759350130430962
726.0797,0.27835,686.54062,1.074445060149511
726.5618,0.27515,687.02275,1.0738223932686097
727.0439,0.27179,687.505,1.0736000122397165
727.526,0.26834,687.98712,1.073277559747821
728.0082,0.26491,688.46925,1.0725214642495837
728.4902,0.2616,688.95137,1.0712761304877811
728.9724,0.2584,689.4335,1.0697528204398619
729.4545,0.25525,689.91562,1.068285105649166
729.9366,0.25202,690.39775,1.0671287242989207
730.4188,0.24867,690.88,1.0663837478521283
730.9009,0.2452,691.36212,1.0660057001030097
731.3831,0.24176,691.84425,1.0658722714856737
731.8651,0.23848,692.32637,1.0659056286400075
732.3473,0.23548,692.8085,1.0660835334631222
732.8293,0.23276,693.29062,1.0664282240579068
733.3115,0.23019,693.77275,1.0669285813729168
733.7936,0.22758,694.255,1.0674400577393715
734.2758,0.22475,694.73712,1.067784748334156
734.7579,0.22163,695.21925,1.0677736292827114
735.24,0.21824,695.70137,1.067351105327814
735.7222,0.21472,696.1835,1.0666839622411342
736.2042,0.21119,696.66562,1.066094652514567
736.6864,0.20773,697.14775,1.0659501048457862
737.1685,0.20434,697.629,1.0664282240579068
737.6506,0.201,698.11112,1.067417819636482
738.1328,0.19769,698.59325,1.0684963676266148
738.6149,0.19447,699.07537,1.069052320198848
739.097,0.19143,699.5575,1.06848524857517
739.5791,0.18869,700.03962,1.0664504621607962
740.0613,0.18632,700.52175,1.0628812466470585
740.5434,0.18427,701.004,1.0580111021142948
741.0255,0.18242,701.48612,1.0521958382087344
741.5076,0.18066,701.96825,1.045791264576607
741.9897,0.17888,702.45037,1.0390975956069182
742.4719,0.17711,702.9325,1.032348331380006
742.954,0.17547,703.41462,1.025721376718985
743.4362,0.17407,703.89675,1.0194391126527487
743.9182,0.17296,704.379,1.0137239202101904
744.4004,0.17209,704.86112,1.008686989905757
744.8825,0.17126,705.34325,1.0042727264822244
745.3646,0.17024,705.82537,1.0002365108078106
745.8467,0.16885,706.3075,0.996166937979063
746.3289,0.16705,706.78962,0.991641484041084
746.811,0.1649,707.27175,0.986382172707757
747.2931,0.16258,707.754,0.9803778849276374
747.7753,0.16024,708.23612,0.9738398826781739
748.2574,0.15794,708.71825,0.9671239756055956
748.7395,0.15564,709.20037,0.9605192590474642
749.2216,0.15326,709.6825,0.9541591616211151
749.7037,0.15074,710.16462,0.9479213737606575
750.1859,0.14811,710.64675,0.9415835144371981
750.668,0.14549,711.129,0.9348787264160646
751.1501,0.14304,711.61112,0.9275846286683638
751.6322,0.14084,712.09325,0.9196122687825382
752.1144,0.13889,712.57537,0.9108949324499201
752.5965,0.13703,713.0575,0.901321429156063
753.0786,0.13504,713.53962,0.8906916159749623
753.5608,0.13274,714.02175,0.8787386356719464
754.0428,0.13005,714.504,0.8653290596296793
754.525,0.12702,714.98612,0.850562959311163
755.0071,0.12384,715.46825,0.834885096774184
755.4893,0.1207,715.95037,0.8190960437227585
755.9714,0.11772,716.4325,0.8041075623753489
756.4535,0.11497,716.91462,0.7907980577960838
756.9356,0.11239,717.39675,0.7796901254028624
757.4177,0.10994,717.878,0.7709171938130212
757.8999,0.10761,718.36012,0.7641456914832195
758.382,0.10547,718.84225,0.7587195943782226
758.8641,0.10361,719.32437,0.753816092691125
759.3463,0.10207,719.8065,0.7486457337693553
759.8284,0.10081,720.28862,0.7425636126291231
760.3105,0.09966,720.77075,0.7351694434184203
760.7926,0.09839,721.253,0.7263853927771341
761.2748,0.09678,721.73512,0.7163671274254902
761.7568,0.09473,722.21725,0.7055594094212748
762.239,0.0923,722.69937,0.6944625960794983
762.7211,0.08966,723.1815,0.6836215209209492
763.2032,0.08707,723.66362,0.6733363983346332
763.6854,0.08471,724.14575,0.6636850616806632
764.1675,0.08267,724.628,0.6544562489815904
764.6496,0.08092,725.11012,0.6452719124882964
765.1317,0.07935,725.59225,0.6358540759146645
765.6139,0.07783,726.07437,0.626147144003471
766.0959,0.07629,726.5565,0.6164402120922777
766.5781,0.07471,727.03862,0.6073003518047624
767.0602,0.0731,727.52075,0.5993279919189368
767.5424,0.07152,728.003,0.59290118018392
768.0245,0.06997,728.48512,0.5879532022910436
768.5066,0.06844,728.96725,0.5839725818738533
768.9888,0.06696,729.44937,0.5801365091254436
769.4708,0.06553,729.9315,0.5755999361360198
769.953,0.06423,730.41362,0.5697513150761256
770.4351,0.06312,730.89575,0.5623905030197567
770.9172,0.06226,731.378,0.553762119098696
771.3994,0.06162,731.86012,0.544344282525064
771.8815,0.06111,732.34225,0.5346484696653153
772.3636,0.06061,732.82437,0.525041609217124
772.8457,0.05999,733.3065,0.5157127250550493
773.3279,0.05919,733.78862,0.5066395790762019
773.8099,0.05823,734.27075,0.49776657602335855
774.2921,0.0572,734.752,0.48903812063929575
774.7742,0.05618,735.23412,0.4804653319754584
775.2563,0.05526,735.71625,0.47202597192895696
775.7385,0.05442,736.19837,0.46366444524256817
776.2206,0.0536,736.6805,0.4552473232989561
776.7028,0.05275,737.16262,0.44673012989234206
777.1848,0.05182,737.64475,0.43814622217705995
777.667,0.05086,738.127,0.42979581454211585
778.1491,0.04996,738.60912,0.42220150240540905
778.6312,0.0492,739.09125,0.41597483359639614
779.1133,0.04867,739.57337,0.4116384035329764
779.5955,0.04833,740.0555,0.4094257122954879
780.0776,0.04813,740.53762,0.40919221221514995
780.5597,0.04797,741.01975,0.41042642692550785
781.0419,0.04776,741.502,0.41243897523699236
781.5239,0.04749,741.98412,0.4145849521658129
782.0061,0.04718,742.46625,0.4164084766027381
782.4882,0.04691,742.94837,0.417709405621764
782.9703,0.04674,743.4305,0.4185322154286693
