Wavenumber,Intensity,Wavenumber,Intensity
cm⁻¹,a.u.,,
,As Deposited,,UV
2124.241,0.05748,2024.05862,0.15286
2124.723,0.05604,2024.541,0.15361
2125.205,0.05479,2025.02312,0.154
2125.687,0.05377,2025.50525,0.1543
2126.169,0.05299,2025.98737,0.15487
2126.651,0.05246,2026.4695,0.15602
2127.134,0.05215,2026.95162,0.15787
2127.616,0.05208,2027.434,0.16028
2128.098,0.05219,2027.91612,0.16293
2128.58,0.05246,2028.39825,0.1654
2129.062,0.05289,2028.88037,0.16735
2129.544,0.05355,2029.3625,0.16864
2130.026,0.05455,2029.84462,0.16935
2130.509,0.05602,2030.327,0.1697
2130.99,0.05808,2030.80912,0.16996
2131.473,0.06074,2031.29125,0.17032
2131.955,0.06394,2031.77337,0.17084
2132.437,0.06752,2032.2555,0.17143
2132.919,0.0712,2032.73762,0.17192
2133.401,0.07473,2033.22,0.17211
2133.883,0.07785,2033.70212,0.17184
2134.365,0.08038,2034.18425,0.17096
2134.848,0.08219,2034.66637,0.16945
2135.33,0.08327,2035.1485,0.16728
2135.812,0.08363,2035.63062,0.16457
2136.294,0.08337,2036.114,0.16146
2136.776,0.08258,2036.59612,0.15815
2137.258,0.08146,2037.07825,0.1548
2137.74,0.08015,2037.56037,0.15153
2138.222,0.07882,2038.0425,0.14834
2138.705,0.07762,2038.52462,0.14519
2139.187,0.07666,2039.007,0.142
2139.669,0.07603,2039.48912,0.13874
2140.151,0.07578,2039.97125,0.13554
2140.633,0.07597,2040.45337,0.13261
2141.115,0.07666,2040.9355,0.13022
2141.597,0.07788,2041.41762,0.12858
2142.079,0.0796,2041.9,0.12773
2142.562,0.08168,2042.38212,0.12749
2143.044,0.08393,2042.86425,0.1275
2143.526,0.08605,2043.34637,0.12734
2144.008,0.08776,2043.8285,0.12668
2144.49,0.08881,2044.31062,0.12533
2144.972,0.08916,2044.793,0.12335
2145.454,0.08884,2045.27512,0.12094
2145.937,0.08809,2045.75725,0.11834
2146.418,0.08719,2046.23937,0.11573
2146.901,0.08635,2046.7215,0.11311
2147.383,0.08576,2047.20362,0.11035
2147.865,0.08548,2047.686,0.10719
2148.347,0.08545,2048.16812,0.10338
2148.829,0.08561,2048.65025,0.09881
2149.311,0.08586,2049.13237,0.09353
2149.793,0.08614,2049.6145,0.08777
2150.276,0.08644,2050.09662,0.08188
2150.758,0.09126,2050.579,0.07625
2151.24,0.09734,2051.06112,0.07122
2151.722,0.10384,2051.54325,0.06703
2152.204,0.11094,2052.02537,0.06377
2152.686,0.1189,2052.5075,0.06139
2153.168,0.12785,2052.98962,0.05973
2153.65,0.13794,2053.472,0.05852
2154.133,0.14912,2053.95412,0.05749
2154.615,0.16125,2054.43625,0.0564
2155.097,0.17406,2054.91837,0.05511
2155.579,0.18724,2055.4005,0.05357
2156.061,0.2004,2055.88262,0.05186
2156.543,0.21319,2056.365,0.05009
2157.025,0.22512,2056.84712,0.0484
2157.507,0.23569,2057.32925,0.04685
2157.99,0.24428,2057.81137,0.0455
2158.472,0.25027,2058.2935,0.04435
2158.954,0.25318,2058.77562,0.04339
2159.436,0.25291,2059.258,0.04263
2159.918,0.24972,2059.74012,0.0421
2160.4,0.24431,2060.22225,0.04184
2160.882,0.23754,2060.70437,0.04189
2161.365,0.23028,2061.1865,0.04225
2161.846,0.22312,2061.66862,0.04286
2162.329,0.21646,2062.151,0.04364
2162.811,0.21033,2062.63312,0.04448
2163.293,0.20468,2063.11525,0.04525
2163.775,0.19933,2063.59737,0.04583
2164.257,0.19417,2064.0795,0.04613
2164.739,0.18913,2064.56162,0.04609
2165.221,0.18423,2065.044,0.0457
2165.704,0.17951,2065.52612,0.04503
2166.186,0.17504,2066.00825,0.04416
2166.668,0.17086,2066.49037,0.04327
2167.15,0.167,2066.9725,0.04252
2167.632,0.16346,2067.45462,0.04205
2168.114,0.16024,2067.937,0.04192
2168.596,0.15729,2068.41912,0.04211
2169.078,0.15456,2068.90125,0.04249
2169.561,0.15197,2069.38337,0.04286
2170.043,0.14949,2069.8655,0.04303
2170.525,0.14712,2070.34762,0.04288
2171.007,0.14498,2070.83,0.04234
2171.489,0.1432,2071.31212,0.04142
2171.971,0.14198,2071.79425,0.04021
2172.453,0.14138,2072.27637,0.0388
2172.935,0.14139,2072.7585,0.0373
2173.417,0.14176,2073.24062,0.03578
2173.9,0.14215,2073.723,0.03433
2174.382,0.14216,2074.20512,0.033
2174.864,0.14154,2074.68725,0.03182
2175.346,0.14023,2075.16937,0.03083
2175.828,0.13845,2075.6515,0.02997
2176.31,0.1366,2076.13362,0.02918
2176.792,0.13517,2076.616,0.02832
2177.274,0.13455,2077.09812,0.02728
2177.757,0.13493,2077.58025,0.026
2178.239,0.13624,2078.06237,0.02448
2178.721,0.13825,2078.5445,0.02281
2179.203,0.14057,2079.02662,0.02113
2179.685,0.14282,2079.51,0.01961
2180.167,0.14468,2079.99212,0.0184
2180.649,0.14597,2080.47425,0.01758
2181.132,0.14657,2080.95637,0.0172
2181.614,0.14649,2081.4385,0.01723
2182.096,0.14572,2081.92062,0.01762
2182.578,0.14433,2082.403,0.01829
2183.06,0.14235,2082.88512,0.01914
2183.542,0.13989,2083.36725,0.02001
2184.024,0.13702,2083.84937,0.02076
2184.506,0.13385,2084.3315,0.02125
2184.989,0.13049,2084.81362,0.02139
2185.471,0.12706,2085.296,0.0212
2185.953,0.12364,2085.77812,0.02079
2186.435,0.12039,2086.26025,0.02034
2186.917,0.11739,2086.74237,0.02008
2187.399,0.11472,2087.2245,0.02014
2187.881,0.11242,2087.70662,0.02059
2188.363,0.11042,2088.189,0.02139
2188.845,0.10858,2088.67112,0.02242
2189.328,0.1067,2089.15325,0.02357
2189.81,0.10459,2089.63537,0.02478
2190.292,0.10216,2090.1175,0.02608
2190.774,0.09941,2090.59962,0.02758
2191.256,0.09652,2091.082,0.02938
2191.738,0.09373,2091.56412,0.03155
2192.22,0.09186,2092.04625,0.03403
2192.702,0.09081,2092.52837,0.03669
2193.185,0.09044,2093.0105,0.03933
2193.667,0.09067,2093.49262,0.04176
2194.149,0.09131,2093.975,0.04385
2194.631,0.0921,2094.45712,0.04555
2195.113,0.09284,2094.93925,0.0469
2195.595,0.09338,2095.42137,0.04797
2196.077,0.09372,2095.9035,0.04879
2196.56,0.0939,2096.38562,0.04938
2197.042,0.09406,2096.868,0.04971
2197.524,0.09427,2097.35012,0.04972
2198.006,0.09461,2097.83225,0.04943
2198.488,0.09502,2098.31437,0.04885
2198.97,0.09547,2098.7965,0.04806
2199.452,0.09586,2099.27862,0.04715
2199.934,0.09611,2099.761,0.04616
2200.417,0.09619,2100.24312,0.04511
2200.899,0.09608,2100.72525,0.04401
2201.381,0.09579,2101.20737,0.04285
2201.863,0.09538,2101.6895,0.04166
2202.345,0.09488,2102.17162,0.04051
2202.827,0.09435,2102.654,0.0395
2203.309,0.09384,2103.13612,0.03873
2203.791,0.09342,2103.61825,0.03823
2204.273,0.09315,2104.10037,0.03799
2204.756,0.09307,2104.5825,0.03793
2205.238,0.09319,2105.06462,0.03795
2205.72,0.09349,2105.547,0.03793
2206.202,0.09388,2106.02912,0.0378
2206.684,0.09425,2106.51125,0.03752
2207.166,0.09452,2106.99337,0.03709
2207.648,0.09461,2107.4755,0.03653
2208.13,0.09451,2107.95762,0.03581
2208.613,0.09429,2108.44,0.03493
2209.095,0.09402,2108.92212,0.03387
2209.577,0.09379,2109.40425,0.03263
2210.059,0.09362,2109.88637,0.03123
2210.541,0.09348,2110.3685,0.02976
2211.023,0.09327,2110.85062,0.02829
2211.505,0.09291,2111.333,0.02689
2211.988,0.0923,2111.81512,0.02561
2212.469,0.09151,2112.29725,0.02446
2212.952,0.09064,2112.77937,0.02341
2213.434,0.08991,2113.2615,0.02241
2213.916,0.08949,2113.74362,0.02143
2214.398,0.0895,2114.226,0.02044
2214.88,0.0899,2114.70812,0.01948
2215.362,0.09055,2115.19025,0.01854
2215.844,0.09118,2115.67237,0.0177
2216.327,0.09156,2116.1545,0.01698
2216.809,0.09149,2116.63662,0.01643
2217.291,0.09095,2117.119,0.01607
2217.773,0.08999,2117.60112,0.01589
2218.255,0.08879,2118.08325,0.0159
2218.737,0.08754,2118.56537,0.01607
2219.219,0.0864,2119.0475,0.01638
2219.701,0.08546,2119.52962,0.01681
2220.184,0.08475,2120.012,0.01735
2220.666,0.08423,2120.49412,0.01801
2221.148,0.08386,2120.97625,0.01881
2221.63,0.08357,2121.45837,0.01976
2222.112,0.08328,2121.9405,0.0209
2222.594,0.08289,2122.42262,0.02221
2223.076,0.08232,2122.906,0.02368
2223.558,0.08147,2123.38812,0.02526
2224.041,0.08031,2123.87025,0.02689
2224.523,0.07884,2124.35237,0.02851
2225.005,0.07715,2124.8345,0.03008
2225.487,0.07536,2125.31662,0.0316
2225.969,0.07363,2125.799,0.03311
2226.451,0.07209,2126.28112,0.03471
2226.933,0.0708,2126.76325,0.03651
2227.416,0.06979,2127.24537,0.03865
2227.897,0.06912,2127.7275,0.04127
2228.38,0.06964,2128.20962,0.04449
2228.862,0.0703,2128.692,0.04838
2229.344,0.07106,2129.17412,0.05295
2229.826,0.07188,2129.65625,0.05815
2230.308,0.07269,2130.13837,0.06388
2230.79,0.07343,2130.6205,0.06999
2231.272,0.074,2131.10262,0.07634
2231.755,0.07433,2131.585,0.08279
2232.237,0.07437,2132.06712,0.08923
2232.719,0.07414,2132.54925,0.09556
2233.201,0.0737,2133.03137,0.10172
2233.683,0.07314,2133.5135,0.10765
2234.165,0.07256,2133.99562,0.11329
2234.647,0.07205,2134.478,0.11858
2235.129,0.0716,2134.96012,0.12347
2235.612,0.07126,2135.44225,0.12791
2236.094,0.07098,2135.92437,0.13191
2236.576,0.07076,2136.4065,0.1355
2237.058,0.07058,2136.88862,0.13874
2237.54,0.07046,2137.371,0.14172
2238.022,0.07035,2137.85312,0.14454
2238.504,0.07026,2138.33525,0.14727
2238.986,0.07012,2138.81737,0.14996
2239.469,0.06994,2139.2995,0.15267
2239.951,0.06967,2139.78162,0.15546
2240.433,0.06935,2140.264,0.15835
2240.915,0.06901,2140.74612,0.1614
2241.397,0.06868,2141.22825,0.16464
2241.879,0.06839,2141.71037,0.16806
2242.361,0.06816,2142.1925,0.1716
2242.844,0.06797,2142.67462,0.17515
2243.326,0.06783,2143.157,0.1786
2243.808,0.06775,2143.63912,0.18184
2244.29,0.06779,2144.12125,0.18486
2244.772,0.06796,2144.60337,0.18769
2245.254,0.06832,2145.0855,0.19043
2245.736,0.06883,2145.56762,0.19321
2246.218,0.06942,2146.05,0.19611
2246.7,0.07,2146.53212,0.1992
2247.183,0.07044,2147.01425,0.20244
2247.665,0.07067,2147.49637,0.20578
2248.147,0.07069,2147.9785,0.20917
2248.629,0.07055,2148.46062,0.21261
2249.111,0.07037,2148.943,0.21614
2249.593,0.07027,2149.42512,0.21989
2250.075,0.07036,2149.90725,0.22393
2250.557,0.07068,2150.38937,0.22834
2251.04,0.07125,2150.8715,0.23305
2251.522,0.07201,2151.35362,0.23796
2252.004,0.07293,2151.836,0.24292
2252.486,0.07391,2152.31812,0.24778
2252.968,0.07488,2152.80025,0.2525
2253.45,0.07569,2153.28237,0.25716
2253.932,0.07624,2153.7645,0.26199
2254.415,0.0764,2154.24662,0.26728
2254.896,0.07609,2154.729,0.27335
2255.379,0.07527,2155.21112,0.28044
2255.861,0.07404,2155.69325,0.28863
2256.343,0.07252,2156.17537,0.29771
2256.825,0.07093,2156.6575,0.30722
2257.307,0.06946,2157.13962,0.31642
2257.789,0.0683,2157.622,0.32438
2258.271,0.06752,2158.10412,0.33014
2258.754,0.06956,2158.58625,0.33291
2259.236,0.07208,2159.06837,0.33229
2259.718,0.07482,2159.5505,0.32836
2260.2,0.07764,2160.03262,0.32168
2260.682,0.08043,2160.515,0.31304
2261.164,0.0831,2160.99712,0.30333
2261.646,0.08559,2161.47925,0.29329
2262.128,0.08788,2161.96137,0.28344
2262.611,0.08999,2162.4435,0.27407
2263.093,0.09194,2162.92562,0.26534
2263.575,0.0938,2163.408,0.25728
2264.057,0.09561,2163.89012,0.24984
2264.539,0.09743,2164.37225,0.24294
2265.021,0.0993,2164.85437,0.23646
2265.503,0.10124,2165.3365,0.23023
2265.985,0.10323,2165.81862,0.2241
2266.468,0.1053,2166.302,0.21794
2266.95,0.1074,2166.78412,0.21174
2267.432,0.10953,2167.26625,0.20553
2267.914,0.11168,2167.74837,0.19942
2268.396,0.11382,2168.2305,0.1935
2268.878,0.1159,2168.71262,0.1879
2269.36,0.11788,2169.195,0.18265
2269.843,0.11972,2169.67712,0.17779
2270.324,0.12138,2170.15925,0.17335
2270.807,0.12291,2170.64137,0.16939
2271.289,0.12436,2171.1235,0.16599
2271.771,0.12581,2171.60562,0.16321
2272.253,0.12735,2172.088,0.16105
2272.735,0.12899,2172.57012,0.15946
2273.217,0.13072,2173.05225,0.15828
2273.699,0.13243,2173.53437,0.15732
2274.182,0.13401,2174.0165,0.15643
2274.664,0.13531,2174.49862,0.15557
2275.146,0.13627,2174.981,0.15477
2275.628,0.13687,2175.46312,0.1542
2276.11,0.13715,2175.94525,0.15401
2276.592,0.13721,2176.42737,0.15434
2277.074,0.13716,2176.9095,0.15519
2277.556,0.13713,2177.39162,0.15645
2278.039,0.13719,2177.874,0.1579
2278.521,0.13736,2178.35612,0.15931
2279.003,0.13766,2178.83825,0.1604
2279.485,0.13805,2179.32037,0.16093
2279.967,0.13846,2179.8025,0.16065
2280.449,0.13885,2180.28462,0.15937
2280.931,0.13914,2180.767,0.15691
2281.413,0.1393,2181.24912,0.15321
2281.896,0.13933,2181.73125,0.14834
2282.378,0.13919,2182.21337,0.14258
2282.86,0.13891,2182.6955,0.13641
2283.342,0.1385,2183.17762,0.13039
2283.824,0.13795,2183.66,0.12506
2284.306,0.13723,2184.14212,0.12079
2284.788,0.13632,2184.62425,0.11769
2285.271,0.13521,2185.10637,0.11561
2285.752,0.13388,2185.5885,0.11418
2286.235,0.13245,2186.07062,0.11296
2286.717,0.13097,2186.553,0.11155
2287.199,0.12957,2187.03512,0.10969
2287.681,0.12837,2187.51725,0.10727
2288.163,0.1274,2187.99937,0.10436
2288.645,0.12671,2188.4815,0.1011
2289.127,0.12623,2188.96362,0.09768
2289.61,0.12591,2189.446,0.09432
2290.092,0.12564,2189.92812,0.09122
2290.574,0.12538,2190.41025,0.08852
2291.056,0.12511,2190.89237,0.08631
2291.538,0.12485,2191.3745,0.08462
2292.02,0.12464,2191.85662,0.08336
2292.502,0.12454,2192.339,0.08238
2292.984,0.12457,2192.82112,0.08148
2293.467,0.12477,2193.30325,0.08046
2293.949,0.12509,2193.78537,0.07917
2294.431,0.12552,2194.2675,0.07754
2294.913,0.12604,2194.74962,0.07557
2295.395,0.12662,2195.232,0.07333
2295.877,0.12727,2195.71412,0.07089
2296.359,0.128,2196.19625,0.06832
2296.841,0.12883,2196.67837,0.06569
2297.323,0.1298,2197.1605,0.06307
2297.806,0.13089,2197.64262,0.06057
2298.288,0.13211,2198.125,0.05834
2298.77,0.1334,2198.60712,0.05653
2299.252,0.13474,2199.08925,0.05523
2299.734,0.13609,2199.57137,0.05448
2300.216,0.13741,2200.0535,0.05417
2300.698,0.13873,2200.53562,0.05414
2301.18,0.14004,2201.018,0.05416
2301.663,0.14139,2201.50012,0.05405
2302.145,0.14274,2201.98225,0.05367
2302.627,0.14409,2202.46437,0.05299
2303.109,0.14538,2202.9465,0.05203
2303.591,0.14654,2203.42862,0.05084
2304.073,0.14752,2203.911,0.0495
2304.555,0.14829,2204.39312,0.04808
2305.038,0.14888,2204.87525,0.04667
2305.52,0.14933,2205.35737,0.04539
2306.002,0.14973,2205.8395,0.04438
2306.484,0.15017,2206.32162,0.04377
2306.966,0.1507,2206.804,0.04364
2307.448,0.15134,2207.28612,0.04396
2307.93,0.15209,2207.76825,0.04459
2308.412,0.15291,2208.25037,0.04528
2308.895,0.15376,2208.7325,0.04579
2309.377,0.15458,2209.21462,0.04588
2309.859,0.15537,2209.698,0.04548
2310.341,0.1561,2210.18012,0.04463
2310.823,0.15677,2210.66225,0.04348
2311.305,0.15736,2211.14437,0.04229
2311.787,0.15785,2211.6265,0.04127
2312.269,0.15821,2212.10862,0.04057
2312.751,0.15843,2212.591,0.04026
2313.234,0.15848,2213.07312,0.0403
2313.716,0.15837,2213.55525,0.0406
2314.198,0.15808,2214.03737,0.04104
2314.68,0.15765,2214.5195,0.04149
2315.162,0.15709,2215.00162,0.04183
2315.644,0.15641,2215.484,0.042
2316.126,0.15563,2215.96612,0.04194
2316.608,0.15479,2216.44825,0.04167
2317.091,0.15389,2216.93037,0.04126
2317.573,0.15293,2217.4125,0.04076
2318.055,0.15189,2217.89462,0.04025
2318.537,0.15071,2218.377,0.03979
2319.019,0.14934,2218.85912,0.03935
2319.501,0.14767,2219.34125,0.03892
2319.983,0.14562,2219.82337,0.03843
2320.466,0.14311,2220.3055,0.03786
2320.948,0.14005,2220.78762,0.03724
2321.43,0.13645,2221.27,0.03664
2321.912,0.13231,2221.75212,0.03614
2322.394,0.12772,2222.23425,0.0358
2322.876,0.12285,2222.71637,0.03564
2323.358,0.11794,2223.1985,0.03556
2323.84,0.11327,2223.68062,0.03548
2324.323,0.10919,2224.163,0.03527
2324.805,0.10597,2224.64512,0.03487
2325.287,0.10386,2225.12725,0.0343
2325.769,0.10296,2225.60937,0.03365
2326.251,0.1033,2226.0915,0.03302
2326.733,0.10475,2226.57362,0.03251
2327.215,0.10712,2227.056,0.03217
2327.697,0.10802,2227.53812,0.03202
2328.179,0.10652,2228.02025,0.03203
2328.662,0.10534,2228.50237,0.03216
2329.144,0.10439,2228.9845,0.03241
2329.626,0.10365,2229.46662,0.03279
2330.108,0.10311,2229.949,0.03329
2330.59,0.10275,2230.43112,0.0339
2331.072,0.10255,2230.91325,0.03455
2331.554,0.10245,2231.39537,0.03511
2332.036,0.10238,2231.8775,0.0355
2332.519,0.10231,2232.35962,0.03563
2333.001,0.10221,2232.842,0.0355
2333.483,0.10213,2233.32412,0.03512
2333.965,0.1021,2233.80625,0.03455
2334.447,0.10217,2234.28837,0.03384
2334.929,0.10238,2234.7705,0.03304
2335.411,0.1027,2235.25262,0.03217
2335.894,0.10313,2235.735,0.03129
2336.375,0.10357,2236.21712,0.03051
2336.858,0.10396,2236.69925,0.02997
2337.34,0.10425,2237.18137,0.02985
2337.822,0.1044,2237.6635,0.03027
2338.304,0.1044,2238.14562,0.03128
2338.786,0.10426,2238.628,0.03279
2339.268,0.10404,2239.11012,0.03461
2339.75,0.10378,2239.59225,0.0365
2340.233,0.10354,2240.07437,0.03825
2340.715,0.10335,2240.5565,0.03971
2341.197,0.10325,2241.03862,0.04091
2341.679,0.10323,2241.521,0.04193
2342.161,0.10331,2242.00312,0.04291
2342.643,0.10352,2242.48525,0.04396
2343.125,0.10391,2242.96737,0.04512
2343.607,0.10458,2243.4495,0.04633
2344.09,0.1057,2243.93162,0.04749
2344.572,0.10741,2244.414,0.04848
2345.054,0.10985,2244.89612,0.04924
2345.536,0.11305,2245.37825,0.04979
2346.018,0.11694,2245.86037,0.05023
2346.5,0.12132,2246.3425,0.05067
2346.982,0.12585,2246.82462,0.05122
2347.464,0.13017,2247.307,0.05196
2347.947,0.13391,2247.78912,0.05289
2348.429,0.13676,2248.27125,0.05397
2348.911,0.13848,2248.75337,0.05514
2349.393,0.13896,2249.2355,0.05634
2349.875,0.13818,2249.71762,0.05756
2350.357,0.13627,2250.2,0.0588
2350.839,0.13342,2250.68212,0.06012
2351.322,0.12995,2251.16425,0.06154
2351.803,0.12617,2251.64637,0.06308
2352.286,0.12239,2252.1285,0.06473
2352.768,0.11884,2252.61062,0.06642
2353.25,0.11568,2253.094,0.06805
2353.732,0.11295,2253.57612,0.06952
2354.214,0.11065,2254.05825,0.07073
2354.696,0.10873,2254.54037,0.07163
2355.178,0.10718,2255.0225,0.07221
2355.661,0.10592,2255.50462,0.07254
2356.143,0.10494,2255.987,0.07271
2356.625,0.10415,2256.46912,0.07284
2357.107,0.10352,2256.95125,0.07301
2357.589,0.10299,2257.43337,0.07331
2358.071,0.10259,2257.9155,0.07377
2358.553,0.10237,2258.39762,0.07442
2359.035,0.10244,2258.88,0.07525
2359.518,0.10289,2259.36212,0.07628
2360,0.10381,2259.84425,0.07751
2360.482,0.10517,2260.32637,0.07893
2360.964,0.10694,2260.8085,0.08052
2361.446,0.10901,2261.29062,0.08224
2361.928,0.1113,2261.773,0.084
2362.41,0.11378,2262.25512,0.08573
2362.892,0.11646,2262.73725,0.0873
2363.375,0.1194,2263.21937,0.08866
2363.857,0.12267,2263.7015,0.08976
2364.339,0.1263,2264.18362,0.0906
2364.821,0.13028,2264.666,0.09119
2365.303,0.13456,2265.14812,0.09163
2365.785,0.13906,2265.63025,0.09196
2366.267,0.14346,2266.11237,0.09228
2366.75,0.14404,2266.5945,0.09263
2367.232,0.14473,2267.07662,0.09306
2367.714,0.14549,2267.559,0.09359
2368.196,0.14628,2268.04112,0.09422
2368.678,0.14706,2268.52325,0.09491
2369.16,0.14775,2269.00537,0.09566
2369.642,0.14833,2269.4875,0.09645
2370.124,0.1488,2269.96962,0.09731
2370.606,0.14922,2270.452,0.09825
2371.089,0.14967,2270.93412,0.09931
2371.571,0.15027,2271.41625,0.10048
2372.053,0.15106,2271.89837,0.10174
2372.535,0.15207,2272.3805,0.103
2373.017,0.15326,2272.86262,0.10417
2373.499,0.15457,2273.345,0.10517
2373.981,0.15593,2273.82712,0.10596
2374.463,0.15727,2274.30925,0.10656
2374.946,0.15856,2274.79137,0.10704
2375.428,0.15981,2275.2735,0.10751
2375.91,0.16098,2275.75562,0.10806
2376.392,0.16207,2276.238,0.1087
2376.874,0.16306,2276.72012,0.10944
2377.356,0.16393,2277.20225,0.1102
2377.838,0.16466,2277.68437,0.11089
2378.321,0.16525,2278.1665,0.11145
2378.802,0.16575,2278.64862,0.11187
2379.285,0.16618,2279.131,0.11217
2379.767,0.16656,2279.61312,0.1124
2380.249,0.16691,2280.09525,0.1126
2380.731,0.16719,2280.57737,0.11278
2381.213,0.16736,2281.0595,0.11289
2381.695,0.16738,2281.54162,0.11286
2382.177,0.16721,2282.024,0.11263
2382.66,0.16681,2282.50612,0.11213
2383.142,0.16547,2282.98825,0.11136
2383.624,0.16348,2283.47037,0.11033
2384.106,0.1613,2283.9525,0.1091
2384.588,0.15895,2284.43462,0.10773
2385.07,0.15642,2284.917,0.10632
2385.552,0.15376,2285.39912,0.10492
2386.034,0.151,2285.88125,0.10361
2386.517,0.14816,2286.36337,0.10246
2386.999,0.1453,2286.8455,0.10148
2387.481,0.14245,2287.32762,0.10067
2387.963,0.13961,2287.81,0.09998
2388.445,0.13676,2288.29212,0.09933
2388.927,0.13386,2288.77425,0.09862
2389.409,0.13088,2289.25637,0.09779
2389.891,0.1278,2289.7385,0.09682
2390.374,0.12461,2290.22062,0.09575
2390.856,0.12138,2290.703,0.09469
2391.338,0.11812,2291.18512,0.09376
2391.82,0.11487,2291.66725,0.09307
2392.302,0.11167,2292.14937,0.09268
2392.784,0.10851,2292.6315,0.09259
2393.266,0.10539,2293.11362,0.09275
2393.749,0.10229,2293.596,0.09308
2394.23,0.09921,2294.07812,0.09352
2394.713,0.09611,2294.56025,0.09401
2395.195,0.09301,2295.04237,0.09455
2395.677,0.08991,2295.5245,0.09512
2396.159,0.0868,2296.00662,0.09574
2396.641,0.08368,2296.49,0.09643
2397.123,0.08396,2296.97212,0.09718
2397.605,0.08456,2297.45425,0.09798
2398.088,0.08517,2297.93637,0.0988
2398.57,0.08583,2298.4185,0.09965
2399.052,0.08649,2298.90062,0.1005
2399.534,0.08713,2299.383,0.10131
2400.016,0.08769,2299.86512,0.10208
2400.498,0.08812,2300.34725,0.10276
2400.98,0.0884,2300.82937,0.10333
2401.462,0.08854,2301.3115,0.10376
2401.945,0.08857,2301.79362,0.10405
2402.427,0.08856,2302.276,0.10423
2402.909,0.08858,2302.75812,0.10433
2403.391,0.0887,2303.24025,0.10439
2403.873,0.08893,2303.72237,0.10442
2404.355,0.08927,2304.2045,0.10442
2404.837,0.08971,2304.68662,0.10437
2405.319,0.09021,2305.169,0.10426
2405.802,0.09072,2305.65112,0.10405
2406.284,0.09123,2306.13325,0.10375
2406.766,0.09168,2306.61537,0.10335
2407.248,0.09204,2307.0975,0.10289
2407.73,0.09229,2307.57962,0.10238
2408.212,0.0924,2308.062,0.10185
2408.694,0.09239,2308.54412,0.10133
2409.177,0.09229,2309.02625,0.10082
2409.658,0.09215,2309.50837,0.10034
2410.141,0.09205,2309.9905,0.09987
2410.623,0.09203,2310.47262,0.09942
2411.105,0.09213,2310.955,0.09897
2411.587,0.0923,2311.43712,0.0985
2412.069,0.0925,2311.91925,0.09801
2412.551,0.09264,2312.40137,0.09746
2413.033,0.09265,2312.8835,0.09686
2413.516,0.09248,2313.36562,0.0962
2413.998,0.09215,2313.848,0.09547
2414.48,0.09168,2314.33012,0.09465
2414.962,0.09114,2314.81225,0.09374
2415.444,0.0906,2315.29437,0.09269
2415.926,0.09014,2315.7765,0.09146
2416.408,0.0898,2316.25862,0.08999
2416.89,0.0896,2316.741,0.08825
2417.373,0.08952,2317.22312,0.08622
2417.855,0.08954,2317.70525,0.08388
2418.337,0.08959,2318.18737,0.08126
2418.819,0.08964,2318.6695,0.07839
2419.301,0.09102,2319.15162,0.07529
2419.783,0.0923,2319.634,0.07198
2420.265,0.0935,2320.11612,0.06843
2420.747,0.09463,2320.59825,0.0646
2421.229,0.09573,2321.08037,0.06044
2421.712,0.09685,2321.5625,0.0559
2422.194,0.09799,2322.04462,0.051
2422.676,0.09917,2322.527,0.04581
2423.158,0.10038,2323.00912,0.04048
2423.64,0.10159,2323.49125,0.03522
2424.122,0.10279,2323.97337,0.0303
2424.604,0.104,2324.4555,0.02596
2425.086,0.10523,2324.93762,0.02237
2425.569,0.10648,2325.42,0.01963
2426.051,0.10776,2325.90212,0.01773
2426.533,0.10904,2326.38425,0.01657
2427.015,0.11028,2326.86637,0.016
2427.497,0.11144,2327.3485,0.01584
2427.979,0.11248,2327.83062,0.01594
2428.461,0.11341,2328.313,0.0162
2428.944,0.11425,2328.79512,0.01658
2429.426,0.11504,2329.27725,0.01708
2429.908,0.1158,2329.75937,0.01772
2430.39,0.11655,2330.2415,0.01853
2430.872,0.11729,2330.72362,0.01949
2431.354,0.11799,2331.206,0.02058
2431.836,0.11865,2331.68812,0.02175
2432.318,0.11929,2332.17025,0.02296
2432.801,0.11992,2332.65237,0.02416
2433.283,0.12058,2333.1345,0.02535
2433.765,0.12131,2333.61662,0.02648
2434.247,0.12209,2334.099,0.02754
2434.729,0.12289,2334.58112,0.02849
2435.211,0.12367,2335.06325,0.0293
2435.693,0.12437,2335.54537,0.02996
2436.175,0.12497,2336.0275,0.03049
2436.657,0.12547,2336.50962,0.03093
2437.14,0.12591,2336.992,0.03133
2437.622,0.12632,2337.47412,0.03175
2438.104,0.12674,2337.95625,0.0322
2438.586,0.12718,2338.43837,0.03267
2439.068,0.12762,2338.9205,0.03313
2439.55,0.12808,2339.40262,0.03353
2440.032,0.12854,2339.885,0.03382
2440.514,0.12901,2340.36712,0.03401
2440.997,0.12949,2340.84925,0.03413
2441.479,0.12996,2341.33137,0.03423
2441.961,0.13036,2341.8135,0.03441
2442.443,0.13062,2342.29562,0.03471
2442.925,0.13069,2342.779,0.03519
2443.407,0.13052,2343.26112,0.03591
2443.889,0.13011,2343.74325,0.03689
2444.372,0.12954,2344.22537,0.03821
2444.854,0.1289,2344.7075,0.03997
2445.336,0.12829,2345.18962,0.04225
2445.818,0.12779,2345.672,0.04514
2446.3,0.1274,2346.15412,0.04862
2446.782,0.12711,2346.63625,0.05259
