Wavenumber,Intensity,Wavenumber,Intensity
cm⁻¹,a.u.,,
,As Deposited,,UV
1344.646,0.38175,1244.37725,0.05556
1345.128,0.39082,1244.85937,0.05658
1345.61,0.40025,1245.3415,0.05767
1346.092,0.41007,1245.82362,0.05878
1346.574,0.42027,1246.306,0.05987
1347.056,0.43079,1246.78812,0.0609
1347.538,0.44153,1247.27025,0.06187
1348.02,0.45242,1247.75237,0.06279
1348.502,0.46342,1248.2345,0.06368
1348.985,0.47455,1248.71662,0.06458
1349.467,0.48588,1249.199,0.06552
1349.949,0.49747,1249.68112,0.06651
1350.431,0.50935,1250.16325,0.06755
1350.913,0.52149,1250.64537,0.06864
1351.395,0.53384,1251.1275,0.06977
1351.877,0.54634,1251.60962,0.07093
1352.359,0.55898,1252.093,0.07209
1352.842,0.57175,1252.57512,0.07325
1353.324,0.58469,1253.05725,0.0744
1353.806,0.59776,1253.53937,0.07551
1354.288,0.61087,1254.0215,0.07658
1354.77,0.62386,1254.50362,0.07763
1355.252,0.63655,1254.986,0.07867
1355.734,0.64883,1255.46812,0.0797
1356.216,0.66066,1255.95025,0.08072
1356.698,0.6721,1256.43237,0.08172
1357.181,0.68323,1256.9145,0.08264
1357.663,0.69406,1257.39662,0.08344
1358.145,0.70454,1257.879,0.08405
1358.627,0.71448,1258.36112,0.08446
1359.109,0.7237,1258.84325,0.08467
1359.591,0.73204,1259.32537,0.0847
1360.073,0.7395,1259.8075,0.0846
1360.556,0.74617,1260.28962,0.08441
1361.038,0.75218,1260.772,0.08416
1361.52,0.75763,1261.25412,0.08387
1362.002,0.76249,1261.73625,0.08357
1362.484,0.76661,1262.21837,0.08329
1362.966,0.76978,1262.7005,0.08305
1363.448,0.77182,1263.18262,0.08289
1363.93,0.77269,1263.665,0.08278
1364.413,0.77244,1264.14712,0.08267
1364.895,0.77116,1264.62925,0.08246
1365.377,0.76889,1265.11137,0.08204
1365.859,0.76554,1265.5935,0.08134
1366.341,0.76096,1266.07562,0.08031
1366.823,0.755,1266.558,0.07899
1367.305,0.74762,1267.04012,0.07748
1367.787,0.73893,1267.52225,0.07589
1368.27,0.72917,1268.00437,0.07433
1368.752,0.71863,1268.4865,0.07287
1369.234,0.70755,1268.96862,0.0715
1369.716,0.69601,1269.451,0.0702
1370.198,0.68392,1269.93312,0.06894
1370.68,0.67114,1270.41525,0.06767
1371.162,0.65752,1270.89737,0.0664
1371.644,0.64301,1271.3795,0.06515
1372.126,0.62766,1271.86162,0.06395
1372.609,0.6116,1272.344,0.06279
1373.091,0.59501,1272.82612,0.06167
1373.573,0.5781,1273.30825,0.06055
1374.055,0.56106,1273.79037,0.05941
1374.537,0.54408,1274.2725,0.05825
1375.019,0.52734,1274.75462,0.05705
1375.501,0.51096,1275.237,0.05584
1375.984,0.49502,1275.71912,0.05461
1376.466,0.4795,1276.20125,0.05336
1376.948,0.46431,1276.68337,0.05204
1377.43,0.44934,1277.1655,0.05065
1377.912,0.43448,1277.64762,0.04916
1378.394,0.41971,1278.13,0.0476
1378.876,0.40508,1278.61212,0.04601
1379.358,0.39071,1279.09425,0.04447
1379.841,0.37668,1279.57637,0.04302
1380.323,0.36306,1280.0585,0.04168
1380.805,0.34981,1280.54062,0.04044
1381.287,0.33687,1281.023,0.03926
1381.769,0.32415,1281.50512,0.0381
1382.251,0.31162,1281.98725,0.03692
1382.733,0.29932,1282.46937,0.0357
1383.215,0.28733,1282.9515,0.03447
1383.698,0.2757,1283.43362,0.03323
1384.18,0.26448,1283.916,0.03201
1384.662,0.25361,1284.39812,0.03082
1385.144,0.243,1284.88025,0.02967
1385.626,0.23259,1285.36237,0.02857
1386.108,0.22238,1285.8445,0.02756
1386.59,0.21246,1286.32662,0.02665
1387.072,0.20301,1286.809,0.02586
1387.554,0.19421,1287.29112,0.02519
1388.037,0.18619,1287.77325,0.02461
1388.519,0.17894,1288.25537,0.02409
1389.001,0.17237,1288.7375,0.02358
1389.483,0.16632,1289.21962,0.02306
1389.965,0.16063,1289.702,0.02254
1390.447,0.15516,1290.18412,0.02206
1390.929,0.14982,1290.66625,0.02164
1391.411,0.14454,1291.14837,0.02131
1391.894,0.13928,1291.6305,0.02106
1392.376,0.13403,1292.11262,0.02086
1392.858,0.12881,1292.595,0.02068
1393.34,0.1237,1293.07712,0.02047
1393.822,0.11882,1293.55925,0.02023
1394.304,0.11437,1294.04137,0.01998
1394.786,0.1105,1294.5235,0.01976
1395.269,0.1073,1295.00562,0.01959
1395.751,0.10475,1295.489,0.01947
1396.233,0.10274,1295.97112,0.0194
1396.715,0.10112,1296.45325,0.01932
1397.197,0.09973,1296.93537,0.0192
1397.679,0.0985,1297.4175,0.01901
1398.161,0.0974,1297.89962,0.01877
1398.643,0.09649,1298.382,0.01848
1399.125,0.0958,1298.86412,0.01817
1399.608,0.09537,1299.34625,0.01789
1400.09,0.09515,1299.82837,0.01763
1400.572,0.09509,1300.3105,0.01741
1401.054,0.09509,1300.79262,0.01723
1401.536,0.09507,1301.275,0.01712
1402.018,0.09499,1301.75712,0.0171
1402.5,0.09488,1302.23925,0.01719
1402.982,0.09478,1302.72137,0.01739
1403.465,0.09492,1303.2035,0.01768
1403.947,0.09533,1303.68562,0.01804
1404.429,0.09601,1304.168,0.01842
1404.911,0.09701,1304.65012,0.01881
1405.393,0.09832,1305.13225,0.0192
1405.875,0.09988,1305.61437,0.01961
1406.357,0.10159,1306.0965,0.02008
1406.839,0.10335,1306.57862,0.02063
1407.322,0.10506,1307.061,0.02124
1407.804,0.10667,1307.54312,0.02187
1408.286,0.10812,1308.02525,0.02246
1408.768,0.10944,1308.50737,0.02297
1409.25,0.11065,1308.9895,0.02338
1409.732,0.11182,1309.47162,0.02369
1410.214,0.113,1309.954,0.02395
1410.697,0.11423,1310.43612,0.02424
1411.179,0.11554,1310.91825,0.02461
1411.661,0.11693,1311.40037,0.02512
1412.143,0.1184,1311.8825,0.02578
1412.625,0.11993,1312.36462,0.0266
1413.107,0.1215,1312.847,0.02757
1413.589,0.12308,1313.32912,0.02867
1414.071,0.12462,1313.81125,0.02987
1414.553,0.12607,1314.29337,0.03116
1415.036,0.12735,1314.7755,0.03249
1415.518,0.12841,1315.25762,0.03384
1416,0.1292,1315.74,0.03519
1416.482,0.12973,1316.22212,0.0365
1416.964,0.1301,1316.70425,0.03782
1417.446,0.13046,1317.18637,0.03915
1417.928,0.13103,1317.6685,0.04054
1418.41,0.13204,1318.15062,0.042
1418.893,0.13364,1318.633,0.04354
1419.375,0.13585,1319.11512,0.04514
1419.857,0.13848,1319.59725,0.04675
1420.339,0.14126,1320.07937,0.04835
1420.821,0.14392,1320.5615,0.04989
1421.303,0.14628,1321.04362,0.05138
1421.785,0.1483,1321.526,0.05281
1422.267,0.15004,1322.00812,0.05419
1422.75,0.15166,1322.49025,0.05554
1423.232,0.15333,1322.97237,0.05687
1423.714,0.15518,1323.4545,0.05819
1424.196,0.15728,1323.93662,0.05951
1424.678,0.15957,1324.419,0.06086
1425.16,0.16195,1324.90112,0.06227
1425.642,0.16426,1325.38325,0.06375
1426.125,0.16642,1325.86537,0.06529
1426.607,0.16838,1326.3475,0.06686
1427.089,0.17019,1326.82962,0.06841
1427.571,0.17195,1327.312,0.06988
1428.053,0.17374,1327.79412,0.07125
1428.535,0.17569,1328.27625,0.07251
1429.017,0.17786,1328.75837,0.0737
1429.499,0.18032,1329.2405,0.07485
1429.981,0.1831,1329.72262,0.07601
1430.464,0.18621,1330.205,0.07718
1430.946,0.18964,1330.68712,0.07834
1431.428,0.19333,1331.16925,0.07946
1431.91,0.19715,1331.65137,0.0805
1432.392,0.20095,1332.1335,0.08145
1432.874,0.20456,1332.61562,0.08233
1433.356,0.20787,1333.098,0.08317
1433.838,0.21084,1333.58012,0.08399
1434.321,0.21359,1334.06225,0.08481
1434.803,0.21633,1334.54437,0.08562
1435.285,0.2194,1335.0265,0.08639
1435.767,0.22314,1335.50862,0.08713
1436.249,0.2278,1335.991,0.08783
1436.731,0.23342,1336.47312,0.08855
1437.213,0.23981,1336.95525,0.08933
1437.696,0.24663,1337.43737,0.09021
1438.177,0.25356,1337.9195,0.09123
1438.66,0.2604,1338.40162,0.09239
1439.142,0.26708,1338.885,0.09368
1439.624,0.27361,1339.36712,0.09511
1440.106,0.28005,1339.84925,0.09669
1440.588,0.28645,1340.33137,0.09848
1441.07,0.29283,1340.8135,0.1005
1441.552,0.29922,1341.29562,0.10276
1442.035,0.30565,1341.778,0.1052
1442.517,0.3121,1342.26012,0.10776
1442.999,0.31853,1342.74225,0.11033
1443.481,0.32485,1343.22437,0.11284
1443.963,0.33092,1343.7065,0.11525
1444.445,0.33661,1344.18862,0.1176
1444.927,0.34182,1344.671,0.11996
1445.409,0.34653,1345.15312,0.12241
1445.892,0.35083,1345.63525,0.12502
1446.374,0.35483,1346.11737,0.12781
1446.856,0.35868,1346.5995,0.13077
1447.338,0.36246,1347.08162,0.13385
1447.82,0.36616,1347.564,0.13703
1448.302,0.3697,1348.04612,0.14031
1448.784,0.37294,1348.52825,0.14371
1449.266,0.37575,1349.01037,0.14726
1449.749,0.37802,1349.4925,0.15097
1450.231,0.37969,1349.97462,0.15483
1450.713,0.38068,1350.457,0.15881
1451.195,0.38094,1350.93912,0.16288
1451.677,0.38042,1351.42125,0.167
1452.159,0.37912,1351.90337,0.17116
1452.641,0.37708,1352.3855,0.1754
1453.124,0.37437,1352.86762,0.17974
1453.605,0.37106,1353.35,0.18418
1454.088,0.36709,1353.83212,0.18872
1454.57,0.36234,1354.31425,0.19332
1455.052,0.35665,1354.79637,0.19798
1455.534,0.34994,1355.2785,0.2027
1456.016,0.34233,1355.76062,0.20752
1456.498,0.3343,1356.243,0.21251
1456.98,0.32662,1356.72512,0.21768
1457.463,0.32002,1357.20725,0.22301
1457.945,0.31489,1357.68937,0.22839
1458.427,0.3111,1358.1715,0.23365
1458.909,0.30821,1358.65362,0.23859
1459.391,0.30569,1359.136,0.24305
1459.873,0.30314,1359.61812,0.24695
1460.355,0.30026,1360.10025,0.25028
1460.837,0.29691,1360.58237,0.25311
1461.32,0.29299,1361.0645,0.25558
1461.802,0.28842,1361.54662,0.25778
1462.284,0.28311,1362.029,0.25982
1462.766,0.27702,1362.51112,0.26176
1463.248,0.27019,1362.99325,0.26367
1463.73,0.26279,1363.47537,0.26556
1464.212,0.25522,1363.9575,0.26744
1464.694,0.24794,1364.43962,0.26925
1465.177,0.24138,1364.922,0.27087
1465.659,0.23576,1365.40412,0.27211
1466.141,0.231,1365.88625,0.27275
1466.623,0.22683,1366.36837,0.27262
1467.105,0.2229,1366.8505,0.27163
1467.587,0.21889,1367.33262,0.26979
1468.069,0.21462,1367.815,0.26725
1468.552,0.21,1368.29712,0.2642
1469.033,0.20501,1368.77925,0.26082
1469.516,0.19967,1369.26137,0.25719
1469.998,0.19397,1369.7435,0.25335
1470.48,0.18793,1370.22562,0.24921
1470.962,0.18165,1370.708,0.24469
1471.444,0.17534,1371.19012,0.23974
1471.926,0.16935,1371.67225,0.23434
1472.408,0.16407,1372.15437,0.22856
1472.891,0.1598,1372.6365,0.22249
1473.373,0.15656,1373.11862,0.21624
1473.855,0.15411,1373.601,0.20995
1474.337,0.1521,1374.08312,0.20377
1474.819,0.15021,1374.56525,0.19782
1475.301,0.14824,1375.04737,0.19221
1475.783,0.14621,1375.5295,0.18697
1476.265,0.14423,1376.01162,0.18208
1476.748,0.14244,1376.494,0.17743
1477.23,0.14092,1376.97612,0.17289
1477.712,0.13963,1377.45825,0.16832
1478.194,0.13845,1377.94037,0.1637
1478.676,0.1372,1378.4225,0.15903
1479.158,0.13575,1378.90462,0.1544
1479.64,0.13405,1379.387,0.14992
1480.122,0.13215,1379.86912,0.14561
1480.604,0.13016,1380.35125,0.14145
1481.087,0.12821,1380.83337,0.13733
1481.569,0.12638,1381.3155,0.13313
1482.051,0.12469,1381.79762,0.12878
1482.533,0.1231,1382.281,0.12429
1483.015,0.12154,1382.76312,0.11973
1483.497,0.11994,1383.24525,0.11518
1483.979,0.11824,1383.72737,0.11065
1484.461,0.11643,1384.2095,0.10608
1484.944,0.11452,1384.69162,0.1013
1485.426,0.11249,1385.174,0.09616
1485.908,0.11035,1385.65612,0.09062
1486.39,0.10811,1386.13825,0.08482
1486.872,0.10578,1386.62037,0.07904
1487.354,0.1034,1387.1025,0.0737
1487.836,0.10103,1387.58462,0.06915
1488.319,0.09877,1388.067,0.06557
1488.801,0.09672,1388.54912,0.06289
1489.283,0.09501,1389.03125,0.06089
1489.765,0.09377,1389.51337,0.05927
1490.247,0.09312,1389.9955,0.05777
1490.729,0.09309,1390.47762,0.05619
1491.211,0.09364,1390.96,0.05447
1491.693,0.0946,1391.44212,0.05255
1492.176,0.09594,1391.92425,0.05039
1492.658,0.09714,1392.40637,0.04792
1493.14,0.09795,1392.8885,0.04509
1493.622,0.09813,1393.37062,0.04195
1494.104,0.09757,1393.853,0.03862
1494.586,0.09628,1394.33512,0.0354
1495.068,0.09439,1394.81725,0.0326
1495.55,0.09217,1395.29937,0.03044
1496.032,0.08998,1395.7815,0.02895
1496.515,0.08812,1396.26362,0.02796
1496.997,0.08682,1396.746,0.02715
1497.479,0.08616,1397.22812,0.02622
1497.961,0.08611,1397.71025,0.02497
1498.443,0.08657,1398.19237,0.02343
1498.925,0.08745,1398.6745,0.02183
1499.407,0.08864,1399.15662,0.02049
1499.89,0.09002,1399.639,0.01968
1500.372,0.09145,1400.12112,0.01951
1500.854,0.09274,1400.60325,0.01986
1501.336,0.09373,1401.08537,0.02048
1501.818,0.09425,1401.5675,0.02102
1502.3,0.09419,1402.04962,0.02124
1502.782,0.09349,1402.532,0.02102
1503.264,0.0921,1403.01412,0.02039
1503.747,0.08998,1403.49625,0.01947
1504.229,0.0871,1403.97837,0.01848
1504.711,0.08347,1404.4605,0.0176
1505.193,0.07927,1404.94262,0.01696
1505.675,0.07492,1405.425,0.01662
1506.157,0.07112,1405.90712,0.01658
1506.639,0.06868,1406.38925,0.01682
1507.121,0.06811,1406.87137,0.01726
1507.604,0.0694,1407.3535,0.01784
1508.086,0.07201,1407.83562,0.01846
1508.568,0.07527,1408.318,0.01904
1509.05,0.07855,1408.80012,0.0195
1509.532,0.0815,1409.28225,0.01979
1510.014,0.08395,1409.76437,0.01991
1510.496,0.08592,1410.2465,0.01993
1510.979,0.08753,1410.72862,0.0199
1511.46,0.08889,1411.211,0.0199
1511.943,0.0901,1411.69312,0.01994
1512.425,0.09113,1412.17525,0.02005
1512.907,0.09188,1412.65737,0.0202
1513.389,0.09221,1413.1395,0.02038
1513.871,0.09202,1413.62162,0.0206
1514.353,0.09126,1414.104,0.02088
1514.835,0.09004,1414.58612,0.02123
1515.318,0.08855,1415.06825,0.02165
1515.8,0.08707,1415.55037,0.02203
1516.282,0.08589,1416.0325,0.02225
1516.764,0.08519,1416.51462,0.02213
1517.246,0.08499,1416.997,0.02157
1517.728,0.08515,1417.47912,0.02055
1518.21,0.0854,1417.96125,0.01923
1518.692,0.08548,1418.44337,0.01793
1519.175,0.0852,1418.9255,0.01709
1519.657,0.08452,1419.40762,0.01708
1520.139,0.08355,1419.89,0.0181
1520.621,0.08258,1420.37212,0.02006
1521.103,0.08198,1420.85425,0.02264
1521.585,0.08205,1421.33637,0.02542
1522.067,0.08289,1421.8185,0.02801
1522.549,0.08435,1422.30062,0.03011
1523.031,0.0861,1422.783,0.03165
1523.514,0.0878,1423.26512,0.03271
1523.996,0.08921,1423.74725,0.03352
1524.478,0.09021,1424.22937,0.03439
1524.96,0.09085,1424.7115,0.03555
1525.442,0.09125,1425.19362,0.03715
1525.924,0.09161,1425.677,0.03912
1526.406,0.0921,1426.15912,0.04124
1526.888,0.09284,1426.64125,0.04328
1527.371,0.09382,1427.12337,0.04498
1527.853,0.09496,1427.6055,0.04625
1528.335,0.09613,1428.08762,0.0471
1528.817,0.09718,1428.57,0.0477
1529.299,0.09799,1429.05212,0.04827
1529.781,0.09844,1429.53425,0.04902
1530.263,0.09846,1430.01637,0.05009
1530.746,0.098,1430.4985,0.05151
1531.228,0.09707,1430.98062,0.05323
1531.71,0.09575,1431.463,0.05516
1532.192,0.09422,1431.94512,0.05719
1532.674,0.09279,1432.42725,0.05921
1533.156,0.09185,1432.90937,0.06113
1533.638,0.09126,1433.3915,0.06278
1534.12,0.09148,1433.87362,0.064
1534.603,0.09236,1434.356,0.06462
1535.085,0.09349,1434.83812,0.06457
1535.567,0.09443,1435.32025,0.06392
1536.049,0.09479,1435.80237,0.06302
1536.531,0.09432,1436.2845,0.06242
1537.013,0.09288,1436.76662,0.06273
1537.495,0.09049,1437.249,0.06437
1537.977,0.08727,1437.73112,0.06742
1538.459,0.0835,1438.21325,0.07155
1538.942,0.07962,1438.69537,0.07625
1539.424,0.07618,1439.1775,0.08099
1539.906,0.07366,1439.65962,0.08537
1540.388,0.0724,1440.142,0.08918
1540.87,0.07243,1440.62412,0.09242
1541.352,0.07356,1441.10625,0.09522
1541.834,0.07547,1441.58837,0.09779
1542.316,0.07781,1442.0705,0.1003
1542.799,0.0803,1442.55262,0.10284
1543.281,0.08271,1443.035,0.1054
1543.763,0.08494,1443.51712,0.10793
1544.245,0.08694,1443.99925,0.11037
1544.727,0.08873,1444.48137,0.11266
1545.209,0.09035,1444.9635,0.1148
1545.691,0.09181,1445.44562,0.11677
1546.174,0.09307,1445.928,0.11859
1546.656,0.09405,1446.41012,0.12026
1547.138,0.09467,1446.89225,0.1218
1547.62,0.09491,1447.37437,0.12326
1548.102,0.09481,1447.8565,0.12475
1548.584,0.0945,1448.33862,0.12636
1549.066,0.09417,1448.821,0.12818
1549.548,0.094,1449.30312,0.13019
1550.031,0.09408,1449.78525,0.13227
1550.513,0.09437,1450.26737,0.13424
1550.995,0.09469,1450.7495,0.13592
1551.477,0.09487,1451.23162,0.13721
1551.959,0.09474,1451.714,0.1381
1552.441,0.09426,1452.19612,0.13867
1552.923,0.09352,1452.67825,0.139
1553.405,0.09268,1453.16037,0.1391
1553.887,0.0919,1453.6425,0.13878
1554.37,0.09126,1454.12462,0.13769
1554.852,0.09065,1454.607,0.13536
1555.334,0.08982,1455.08912,0.13141
1555.816,0.08848,1455.57125,0.1257
1556.298,0.08635,1456.05337,0.11863
1556.78,0.08331,1456.5355,0.11119
1557.262,0.0795,1457.01762,0.1047
1557.744,0.07541,1457.5,0.10035
1558.227,0.07201,1457.98212,0.09863
1558.709,0.07046,1458.46425,0.09928
1559.191,0.07157,1458.94637,0.10154
1559.673,0.07523,1459.4285,0.10454
1560.155,0.08048,1459.91062,0.10755
1560.637,0.08615,1460.393,0.11006
1561.119,0.09135,1460.87512,0.11181
1561.602,0.09567,1461.35725,0.11263
1562.083,0.09898,1461.83937,0.11245
1562.566,0.10136,1462.3215,0.11123
1563.048,0.10294,1462.80362,0.109
1563.53,0.10395,1463.286,0.10588
1564.012,0.10458,1463.76812,0.10217
1564.494,0.10503,1464.25025,0.09829
1564.976,0.10542,1464.73237,0.09473
1565.458,0.10577,1465.2145,0.09187
1565.941,0.10601,1465.69662,0.08988
1566.423,0.10601,1466.179,0.08866
1566.905,0.10584,1466.66112,0.08794
1567.387,0.10535,1467.14325,0.08738
1567.869,0.10468,1467.62537,0.08672
1568.351,0.10413,1468.1075,0.08578
1568.833,0.10409,1468.58962,0.08445
1569.315,0.10491,1469.073,0.08266
1569.798,0.10672,1469.55512,0.0803
1570.28,0.10938,1470.03725,0.07725
1570.762,0.11251,1470.51937,0.0734
1571.244,0.11562,1471.0015,0.06878
1571.726,0.11831,1471.48362,0.06363
1572.208,0.12033,1471.966,0.05841
1572.69,0.12159,1472.44812,0.05373
1573.172,0.12212,1472.93025,0.05012
1573.655,0.12202,1473.41237,0.0478
1574.137,0.12147,1473.8945,0.04664
1574.619,0.1207,1474.37662,0.04624
1575.101,0.12001,1474.859,0.04613
1575.583,0.11973,1475.34112,0.04597
1576.065,0.12015,1475.82325,0.04566
1576.547,0.12137,1476.30537,0.04524
1577.03,0.12328,1476.7875,0.0449
1577.511,0.12559,1477.26962,0.04479
1577.994,0.12801,1477.752,0.04494
1578.476,0.1303,1478.23412,0.04523
1578.958,0.13237,1478.71625,0.04545
1579.44,0.13421,1479.19837,0.04537
1579.922,0.13591,1479.6805,0.04484
1580.404,0.13759,1480.16262,0.04385
1580.886,0.13931,1480.645,0.04248
1581.369,0.14109,1481.12712,0.04096
1581.851,0.14288,1481.60925,0.03949
1582.333,0.14459,1482.09137,0.03824
1582.815,0.14612,1482.5735,0.03727
1583.297,0.14745,1483.05562,0.03655
1583.779,0.1486,1483.538,0.03597
1584.261,0.14966,1484.02012,0.03542
1584.743,0.15073,1484.50225,0.03477
1585.226,0.15189,1484.98437,0.03394
1585.708,0.15318,1485.4665,0.03286
1586.19,0.15457,1485.94862,0.03154
1586.672,0.15601,1486.431,0.03
1587.154,0.15747,1486.91312,0.02828
1587.636,0.15892,1487.39525,0.02643
1588.118,0.16037,1487.87737,0.02451
1588.6,0.16184,1488.3595,0.02259
1589.083,0.16333,1488.84162,0.02077
1589.565,0.16483,1489.324,0.0192
1590.047,0.16628,1489.80612,0.0181
1590.529,0.16763,1490.28825,0.01767
1591.011,0.16885,1490.77037,0.01809
1591.493,0.16992,1491.2525,0.01938
1591.975,0.17088,1491.73462,0.02141
1592.458,0.17179,1492.217,0.0239
1592.939,0.17269,1492.69912,0.02647
1593.422,0.17361,1493.18125,0.0287
1593.904,0.17458,1493.66337,0.03027
1594.386,0.17559,1494.1455,0.03096
1594.868,0.17665,1494.62762,0.03071
1595.35,0.17779,1495.11,0.02969
1595.832,0.17902,1495.59212,0.02821
1596.314,0.18036,1496.07425,0.02673
1596.797,0.18179,1496.55637,0.02567
1597.279,0.18329,1497.0385,0.02532
1597.761,0.18477,1497.52062,0.02578
1598.243,0.18618,1498.003,0.027
1598.725,0.18748,1498.48512,0.02878
1599.207,0.18867,1498.96725,0.03096
1599.689,0.18976,1499.44937,0.03336
1600.171,0.19081,1499.9315,0.03589
1600.654,0.19184,1500.41362,0.03848
1601.136,0.19288,1500.896,0.0411
1601.618,0.19391,1501.37812,0.04368
1602.1,0.19493,1501.86025,0.04614
1602.582,0.19593,1502.34237,0.04834
1603.064,0.19691,1502.8245,0.05006
1603.546,0.1979,1503.30662,0.05102
1604.028,0.19894,1503.789,0.05087
1604.51,0.20004,1504.27112,0.04929
1604.993,0.20122,1504.75325,0.04604
1605.475,0.20245,1505.23537,0.04119
1605.957,0.20369,1505.7175,0.03527
1606.439,0.20492,1506.19962,0.02932
1606.921,0.2061,1506.682,0.02466
1607.403,0.20722,1507.16412,0.02235
1607.885,0.20825,1507.64625,0.02277
1608.367,0.20918,1508.12837,0.02555
1608.85,0.21003,1508.6105,0.02988
1609.332,0.21078,1509.09262,0.03489
1609.814,0.21149,1509.575,0.03986
1610.296,0.21218,1510.05712,0.04436
1610.778,0.21291,1510.53925,0.04822
1611.26,0.2137,1511.02137,0.05143
1611.742,0.21453,1511.5035,0.05414
1612.225,0.21529,1511.98562,0.0565
1612.707,0.21583,1512.469,0.0586
1613.189,0.21599,1512.95112,0.06046
1613.671,0.21561,1513.43325,0.06198
1614.153,0.21461,1513.91537,0.06303
1614.635,0.21302,1514.3975,0.0635
1615.117,0.21099,1514.87962,0.06333
1615.599,0.20886,1515.362,0.06263
1616.082,0.20704,1515.84412,0.06162
1616.564,0.20595,1516.32625,0.06065
1617.046,0.20582,1516.80837,0.06006
1617.528,0.20662,1517.2905,0.06004
1618.01,0.20804,1517.77262,0.06058
1618.492,0.20972,1518.255,0.0614
1618.974,0.2113,1518.73712,0.06203
1619.456,0.21252,1519.21925,0.06201
1619.938,0.21321,1519.70137,0.06095
1620.421,0.21329,1520.1835,0.05876
1620.903,0.21276,1520.66562,0.05575
1621.385,0.21173,1521.148,0.05263
1621.867,0.21041,1521.63012,0.05023
1622.349,0.20908,1522.11225,0.0492
1622.831,0.20805,1522.59437,0.04967
1623.313,0.20756,1523.0765,0.05128
1623.796,0.20765,1523.55862,0.05336
1624.278,0.20822,1524.041,0.0552
1624.76,0.20899,1524.52312,0.05632
1625.242,0.20968,1525.00525,0.05654
1625.724,0.21007,1525.48737,0.05604
1626.206,0.21007,1525.9695,0.05524
1626.688,0.20971,1526.45162,0.05464
1627.17,0.20916,1526.934,0.05465
1627.653,0.20862,1527.41612,0.05539
1628.135,0.20829,1527.89825,0.05675
1628.617,0.20828,1528.38037,0.05842
1629.099,0.20857,1528.8625,0.06006
1629.581,0.20906,1529.34462,0.06139
1630.063,0.20958,1529.827,0.0622
1630.545,0.20993,1530.30912,0.06238
1631.027,0.20994,1530.79125,0.06182
1631.51,0.20945,1531.27337,0.06049
1631.992,0.20836,1531.7555,0.05838
1632.474,0.20656,1532.23762,0.05562
1632.956,0.20401,1532.72,0.05253
1633.438,0.20075,1533.20212,0.04966
1633.92,0.19695,1533.68425,0.04762
1634.402,0.19298,1534.16637,0.0469
1634.885,0.18939,1534.6485,0.04758
1635.366,0.18683,1535.13062,0.04935
1635.849,0.18578,1535.613,0.05159
1636.331,0.18636,1536.09512,0.05357
1636.813,0.18824,1536.57725,0.05461
1637.295,0.19089,1537.05937,0.05415
1637.777,0.19375,1537.5415,0.05183
1638.259,0.19642,1538.02362,0.04756
1638.741,0.1987,1538.506,0.0416
1639.224,0.20046,1538.98812,0.03462
1639.706,0.20173,1539.47025,0.02765
1640.188,0.20252,1539.95237,0.02181
1640.67,0.2029,1540.4345,0.01796
1641.152,0.20294,1540.91662,0.01649
1641.634,0.20267,1541.399,0.01721
1642.116,0.20212,1541.88112,0.01955
1642.598,0.20125,1542.36325,0.02275
1643.081,0.19998,1542.84537,0.02611
1643.563,0.19823,1543.3275,0.02908
1644.045,0.19593,1543.80962,0.03141
1644.527,0.19311,1544.292,0.03312
1645.009,0.1899,1544.77412,0.03448
1645.491,0.18664,1545.25625,0.03584
1645.973,0.18379,1545.73837,0.0375
1646.455,0.18185,1546.2205,0.03954
1646.938,0.18118,1546.70262,0.04179
1647.42,0.18179,1547.185,0.0439
1647.902,0.18336,1547.66712,0.04552
1648.384,0.18536,1548.14925,0.04641
1648.866,0.18722,1548.63137,0.04656
1649.348,0.1885,1549.1135,0.0462
1649.83,0.18885,1549.59562,0.04573
1650.312,0.18805,1550.078,0.0455
1650.794,0.18592,1550.56012,0.0457
1651.277,0.18239,1551.04225,0.04624
1651.759,0.17761,1551.52437,0.04682
1652.241,0.17219,1552.0065,0.04706
1652.723,0.16727,1552.48862,0.04673
1653.205,0.16417,1552.971,0.0458
1653.687,0.16363,1553.45312,0.04451
1654.169,0.16542,1553.93525,0.04326
1654.652,0.16862,1554.41737,0.04241
1655.134,0.1723,1554.8995,0.04209
1655.616,0.17579,1555.38162,0.0421
1656.098,0.17874,1555.865,0.04197
1656.58,0.18104,1556.34712,0.04105
1657.062,0.1827,1556.82925,0.03875
1657.544,0.1838,1557.31137,0.03474
1658.026,0.18441,1557.7935,0.02919
1658.509,0.1846,1558.27562,0.02299
1658.991,0.18436,1558.758,0.0177
1659.473,0.18368,1559.24012,0.01502
1659.955,0.1825,1559.72225,0.01596
1660.437,0.18085,1560.20437,0.02038
1660.919,0.17884,1560.6865,0.02722
1661.401,0.17672,1561.16862,0.03512
1661.883,0.17479,1561.651,0.04294
1662.365,0.1734,1562.13312,0.04988
1662.848,0.17275,1562.61525,0.05551
1663.33,0.17284,1563.09737,0.05969
1663.812,0.17348,1563.5795,0.06257
1664.294,0.17431,1564.06162,0.06449
1664.776,0.175,1564.544,0.06591
1665.258,0.17528,1565.02612,0.06732
1665.74,0.17498,1565.50825,0.06899
1666.222,0.17406,1565.99037,0.07097
1666.705,0.17252,1566.4725,0.07304
1667.187,0.17043,1566.95462,0.07482
