Wavenumber,Difference,Abs_Difference
4000.02362,0.020662218033018237,0.020662218033018237
3996.5205386986986,0.02285339923738377,0.02285339923738377
3993.0174573973973,0.022916092737240594,0.022916092737240594
3989.514376096096,0.023655081631302498,0.023655081631302498
3986.0112947947946,0.023899712973271155,0.023899712973271155
3982.5082134934933,0.02414097563711876,0.02414097563711876
3979.005132192192,0.024528632259727914,0.024528632259727914
3975.502050890891,0.026090254684178603,0.026090254684178603
3971.9989695895897,0.027273274372337317,0.027273274372337317
3968.4958882882884,0.025897608569793652,0.025897608569793652
3964.992806986987,0.027854325824122377,0.027854325824122377
3961.4897256856857,0.02829900245027625,0.02829900245027625
3957.9866443843844,0.02890551024780903,0.02890551024780903
3954.483563083083,0.030187670495838988,0.030187670495838988
3950.9804817817817,0.029974371642879513,0.029974371642879513
3947.4774004804804,0.030431177000445876,0.030431177000445876
3943.974319179179,0.028816737182494924,0.028816737182494924
3940.4712378778777,0.03623475909937148,0.03623475909937148
3936.9681565765763,0.03553162199033444,0.03553162199033444
3933.465075275275,0.030908140436318583,0.030908140436318583
3929.961993973974,0.037653456426118614,0.037653456426118614
3926.458912672673,0.033734652352134326,0.033734652352134326
3922.9558313713715,0.03824518526740604,0.03824518526740604
3919.45275007007,0.030736084779103202,0.030736084779103202
3915.949668768769,0.036228208910105225,0.036228208910105225
3912.4465874674675,0.03888047058695409,0.03888047058695409
3908.943506166166,0.04120747503591159,0.04120747503591159
3905.440424864865,0.02538102157917787,0.02538102157917787
3901.9373435635634,0.02830203664989129,0.02830203664989129
3898.434262262262,0.038214035544032354,0.038214035544032354
3894.931180960961,0.03563517645574618,0.03563517645574618
3891.4280996596594,0.03253051360386726,0.03253051360386726
3887.925018358358,0.03341759350825105,0.03341759350825105
3884.421937057057,0.04099704143652301,0.04099704143652301
3880.918855755756,0.031296165732589434,0.031296165732589434
3877.4157744544545,0.04441837065787277,0.04441837065787277
3873.912693153153,0.03363898914027511,0.03363898914027511
3870.409611851852,0.029070653330549107,0.029070653330549107
3866.9065305505505,0.03935469671465919,0.03935469671465919
3863.403449249249,0.036073378641583886,0.036073378641583886
3859.900367947948,0.0471909241748185,0.0471909241748185
3856.3972866466465,0.013440136136047696,0.013440136136047696
3852.894205345345,0.036411967769705275,0.036411967769705275
3849.391124044044,0.0513660925902162,0.0513660925902162
3845.8880427427425,0.03771490970159988,0.03771490970159988
3842.384961441441,0.03392995935893149,0.03392995935893149
3838.8818801401403,0.0231516091520899,0.0231516091520899
3835.378798838839,0.047809665250544364,0.047809665250544364
3831.8757175375376,0.04080274297995909,0.04080274297995909
