pixel,y_um,intensity,bg_mean,bg_std
49,0.579,28528.4011,26947.2032,15226.9386
50,0.5908,27580.0631,26947.2032,15226.9386
51,0.6026,28082.6542,26947.2032,15226.9386
52,0.6145,28021.4065,26947.2032,15226.9386
53,0.6263,27749.1947,26947.2032,15226.9386
54,0.6381,27943.546,26947.2032,15226.9386
55,0.6499,27582.2648,26947.2032,15226.9386
56,0.6617,27838.6643,26947.2032,15226.9386
57,0.6735,28031.014,26947.2032,15226.9386
58,0.6854,27341.8777,26947.2032,15226.9386
59,0.6972,27816.447,26947.2032,15226.9386
60,0.709,28042.2227,26947.2032,15226.9386
61,0.7208,27337.2741,26947.2032,15226.9386
62,0.7326,27902.9143,26947.2032,15226.9386
63,0.7444,28696.7321,26947.2032,15226.9386
64,0.7562,28716.3474,26947.2032,15226.9386
65,0.7681,27671.9346,26947.2032,15226.9386
66,0.7799,28559.8255,26947.2032,15226.9386
67,0.7917,27360.4922,26947.2032,15226.9386
68,0.8035,28867.465,26947.2032,15226.9386
69,0.8153,27750.3956,26947.2032,15226.9386
70,0.8271,28274.0031,26947.2032,15226.9386
71,0.839,27347.8824,26947.2032,15226.9386
72,0.8508,27706.9618,26947.2032,15226.9386
73,0.8626,28447.5382,26947.2032,15226.9386
74,0.8744,26937.5631,26947.2032,15226.9386
75,0.8862,28370.4782,26947.2032,15226.9386
76,0.898,27639.7095,26947.2032,15226.9386
77,0.9099,27578.4618,26947.2032,15226.9386
78,0.9217,27593.0732,26947.2032,15226.9386
79,0.9335,28412.3107,26947.2032,15226.9386
80,0.9453,28350.8629,26947.2032,15226.9386
81,0.9571,28083.4548,26947.2032,15226.9386
82,0.9689,28742.3676,26947.2032,15226.9386
83,0.9808,28529.8022,26947.2032,15226.9386
84,0.9926,28858.6581,26947.2032,15226.9386
85,1.0044,28951.3302,26947.2032,15226.9386
86,1.0162,28628.0787,26947.2032,15226.9386
87,1.028,28456.5452,26947.2032,15226.9386
88,1.0398,28168.7212,26947.2032,15226.9386
89,1.0517,29109.2531,26947.2032,15226.9386
90,1.0635,28900.2905,26947.2032,15226.9386
91,1.0753,29444.514,26947.2032,15226.9386
92,1.0871,29197.1215,26947.2032,15226.9386
93,1.0989,28313.0335,26947.2032,15226.9386
94,1.1107,28245.7812,26947.2032,15226.9386
95,1.1226,29010.7765,26947.2032,15226.9386
96,1.1344,29590.6277,26947.2032,15226.9386
97,1.1462,29204.3271,26947.2032,15226.9386
98,1.158,28762.7835,26947.2032,15226.9386
99,1.1698,29969.3224,26947.2032,15226.9386
100,1.1816,29146.8824,26947.2032,15226.9386
101,1.1935,30387.0475,26947.2032,15226.9386
102,1.2053,30097.4221,26947.2032,15226.9386
103,1.2171,31615.0031,26947.2032,15226.9386
104,1.2289,31247.5171,26947.2032,15226.9386
105,1.2407,32232.884,26947.2032,15226.9386
106,1.2525,31810.155,26947.2032,15226.9386
107,1.2644,31753.9112,26947.2032,15226.9386
108,1.2762,32097.1783,26947.2032,15226.9386
109,1.288,32957.8481,26947.2032,15226.9386
110,1.2998,33554.1121,26947.2032,15226.9386
111,1.3116,33538.2998,26947.2032,15226.9386
112,1.3234,31625.8115,26947.2032,15226.9386
113,1.3353,32480.4766,26947.2032,15226.9386
114,1.3471,31727.2905,26947.2032,15226.9386
115,1.3589,31657.0358,26947.2032,15226.9386
116,1.3707,31533.5397,26947.2032,15226.9386
117,1.3825,29257.7687,26947.2032,15226.9386
118,1.3943,28105.0717,26947.2032,15226.9386
119,1.4062,26117.7251,26947.2032,15226.9386
120,1.418,24303.7134,26947.2032,15226.9386
121,1.4298,22193.0709,26947.2032,15226.9386
122,1.4416,20642.8645,26947.2032,15226.9386
123,1.4534,19101.8653,26947.2032,15226.9386
124,1.4652,17953.972,26947.2032,15226.9386
125,1.4771,16523.0584,26947.2032,15226.9386
126,1.4889,15344.9416,26947.2032,15226.9386
127,1.5007,15215.4408,26947.2032,15226.9386
128,1.5125,15467.8372,26947.2032,15226.9386
129,1.5243,14929.8185,26947.2032,15226.9386
130,1.5361,14519.8995,26947.2032,15226.9386
131,1.5479,15132.176,26947.2032,15226.9386
132,1.5598,13779.7235,26947.2032,15226.9386
133,1.5716,14753.2812,26947.2032,15226.9386
134,1.5834,14193.0452,26947.2032,15226.9386
135,1.5952,13892.2111,26947.2032,15226.9386
136,1.607,14657.8069,26947.2032,15226.9386
137,1.6188,14838.9478,26947.2032,15226.9386
138,1.6307,14147.2095,26947.2032,15226.9386
139,1.6425,14806.7227,26947.2032,15226.9386
140,1.6543,14640.7936,26947.2032,15226.9386
141,1.6661,15699.0171,26947.2032,15226.9386
142,1.6779,13871.9953,26947.2032,15226.9386
143,1.6897,14092.1667,26947.2032,15226.9386
144,1.7016,14305.7329,26947.2032,15226.9386
145,1.7134,14745.4751,26947.2032,15226.9386
146,1.7252,14862.7664,26947.2032,15226.9386
147,1.737,14673.0187,26947.2032,15226.9386
148,1.7488,14390.9992,26947.2032,15226.9386
149,1.7606,14640.3933,26947.2032,15226.9386
150,1.7725,14513.8949,26947.2032,15226.9386
151,1.7843,14071.1503,26947.2032,15226.9386
152,1.7961,14462.8551,26947.2032,15226.9386
153,1.8079,14313.9393,26947.2032,15226.9386
154,1.8197,15056.1168,26947.2032,15226.9386
155,1.8315,14923.6137,26947.2032,15226.9386
156,1.8434,15187.419,26947.2032,15226.9386
157,1.8552,14108.5794,26947.2032,15226.9386
158,1.867,14747.4766,26947.2032,15226.9386
159,1.8788,14345.3637,26947.2032,15226.9386
160,1.8906,15170.4058,26947.2032,15226.9386
161,1.9024,14438.4361,26947.2032,15226.9386
162,1.9143,14360.5755,26947.2032,15226.9386
163,1.9261,14711.4486,26947.2032,15226.9386
164,1.9379,15034.7002,26947.2032,15226.9386
165,1.9497,14519.8995,26947.2032,15226.9386
166,1.9615,14840.9494,26947.2032,15226.9386
167,1.9733,14967.4478,26947.2032,15226.9386
168,1.9852,14836.1456,26947.2032,15226.9386
169,1.997,15343.1402,26947.2032,15226.9386
170,2.0088,15038.5031,26947.2032,15226.9386
171,2.0206,14884.183,26947.2032,15226.9386
172,2.0324,14799.7173,26947.2032,15226.9386
173,2.0442,15092.1449,26947.2032,15226.9386
174,2.0561,14745.6752,26947.2032,15226.9386
175,2.0679,14724.0584,26947.2032,15226.9386
176,2.0797,14462.8551,26947.2032,15226.9386
177,2.0915,14292.7227,26947.2032,15226.9386
178,2.1033,15416.7975,26947.2032,15226.9386
179,2.1151,14826.5382,26947.2032,15226.9386
180,2.127,14328.5506,26947.2032,15226.9386
181,2.1388,15219.8442,26947.2032,15226.9386
182,2.1506,15010.6815,26947.2032,15226.9386
183,2.1624,14804.3209,26947.2032,15226.9386
184,2.1742,15138.3808,26947.2032,15226.9386
185,2.186,13998.8941,26947.2032,15226.9386
186,2.1979,14552.1246,26947.2032,15226.9386
187,2.2097,14337.5576,26947.2032,15226.9386
188,2.2215,14502.8863,26947.2032,15226.9386
189,2.2333,14959.4416,26947.2032,15226.9386
190,2.2451,14921.8123,26947.2032,15226.9386
191,2.2569,14808.9245,26947.2032,15226.9386
192,2.2687,14584.1495,26947.2032,15226.9386
193,2.2806,15263.6783,26947.2032,15226.9386
194,2.2924,14624.9813,26947.2032,15226.9386
195,2.3042,14234.0771,26947.2032,15226.9386
196,2.316,14814.729,26947.2032,15226.9386
197,2.3278,15605.1441,26947.2032,15226.9386
198,2.3396,13926.838,26947.2032,15226.9386
199,2.3515,14570.3388,26947.2032,15226.9386
200,2.3633,15225.4486,26947.2032,15226.9386
201,2.3751,14907.8014,26947.2032,15226.9386
202,2.3869,15066.7251,26947.2032,15226.9386
203,2.3987,15246.6651,26947.2032,15226.9386
204,2.4105,14243.0841,26947.2032,15226.9386
205,2.4224,14899.9953,26947.2032,15226.9386
206,2.4342,14496.081,26947.2032,15226.9386
207,2.446,14994.0685,26947.2032,15226.9386
208,2.4578,15226.0491,26947.2032,15226.9386
209,2.4696,15616.1526,26947.2032,15226.9386
210,2.4814,15336.1347,26947.2032,15226.9386
211,2.4933,14420.6223,26947.2032,15226.9386
212,2.5051,15551.5023,26947.2032,15226.9386
213,2.5169,15305.9112,26947.2032,15226.9386
214,2.5287,14961.243,26947.2032,15226.9386
215,2.5405,14943.6293,26947.2032,15226.9386
216,2.5523,15436.6129,26947.2032,15226.9386
217,2.5642,15734.845,26947.2032,15226.9386
218,2.576,16245.6425,26947.2032,15226.9386
219,2.5878,15230.0522,26947.2032,15226.9386
220,2.5996,15237.8583,26947.2032,15226.9386
221,2.6114,14728.4618,26947.2032,15226.9386
222,2.6232,15261.4766,26947.2032,15226.9386
223,2.6351,15540.0935,26947.2032,15226.9386
224,2.6469,15453.2259,26947.2032,15226.9386
225,2.6587,15196.8263,26947.2032,15226.9386
226,2.6705,15013.4836,26947.2032,15226.9386
227,2.6823,14963.4447,26947.2032,15226.9386
228,2.6941,14405.0101,26947.2032,15226.9386
229,2.706,15237.0576,26947.2032,15226.9386
230,2.7178,14421.2227,26947.2032,15226.9386
231,2.7296,15428.6067,26947.2032,15226.9386
232,2.7414,14855.9611,26947.2032,15226.9386
233,2.7532,15462.2329,26947.2032,15226.9386
234,2.765,15289.6986,26947.2032,15226.9386
235,2.7769,15127.9727,26947.2032,15226.9386
236,2.7887,14591.155,26947.2032,15226.9386
237,2.8005,15057.7181,26947.2032,15226.9386
238,2.8123,14446.4424,26947.2032,15226.9386
239,2.8241,15157.796,26947.2032,15226.9386
240,2.8359,14611.3707,26947.2032,15226.9386
241,2.8478,14793.9128,26947.2032,15226.9386
242,2.8596,15269.2827,26947.2032,15226.9386
243,2.8714,14930.8193,26947.2032,15226.9386
244,2.8832,14685.028,26947.2032,15226.9386
245,2.895,15248.2664,26947.2032,15226.9386
246,2.9068,14498.8832,26947.2032,15226.9386
247,2.9187,14831.9424,26947.2032,15226.9386
248,2.9305,14720.2555,26947.2032,15226.9386
249,2.9423,15091.7445,26947.2032,15226.9386
250,2.9541,14928.4174,26947.2032,15226.9386
251,2.9659,14458.0514,26947.2032,15226.9386
252,2.9777,14266.102,26947.2032,15226.9386
253,2.9896,14830.141,26947.2032,15226.9386
254,3.0014,14560.5312,26947.2032,15226.9386
255,3.0132,14728.662,26947.2032,15226.9386
256,3.025,14367.9813,26947.2032,15226.9386
257,3.0368,14898.3941,26947.2032,15226.9386
258,3.0486,15062.722,26947.2032,15226.9386
259,3.0604,14392,26947.2032,15226.9386
260,3.0723,14772.296,26947.2032,15226.9386
261,3.0841,15007.479,26947.2032,15226.9386
262,3.0959,14918.4097,26947.2032,15226.9386
263,3.1077,14199.8505,26947.2032,15226.9386
264,3.1195,15271.0841,26947.2032,15226.9386
265,3.1313,15248.2664,26947.2032,15226.9386
266,3.1432,15087.5413,26947.2032,15226.9386
267,3.155,15030.0966,26947.2032,15226.9386
268,3.1668,14677.6223,26947.2032,15226.9386
269,3.1786,14873.9751,26947.2032,15226.9386
270,3.1904,14559.5304,26947.2032,15226.9386
271,3.2022,14731.4642,26947.2032,15226.9386
272,3.2141,14544.5187,26947.2032,15226.9386
273,3.2259,14753.6815,26947.2032,15226.9386
274,3.2377,14873.5748,26947.2032,15226.9386
275,3.2495,15169.0047,26947.2032,15226.9386
276,3.2613,15113.9618,26947.2032,15226.9386
277,3.2731,16025.271,26947.2032,15226.9386
278,3.285,16901.553,26947.2032,15226.9386
279,3.2968,16078.1121,26947.2032,15226.9386
280,3.3086,17528.0405,26947.2032,15226.9386
281,3.3204,19022.8037,26947.2032,15226.9386
282,3.3322,20523.5717,26947.2032,15226.9386
283,3.344,22347.5911,26947.2032,15226.9386
284,3.3559,24117.1682,26947.2032,15226.9386
285,3.3677,25361.5366,26947.2032,15226.9386
286,3.3795,26870.5109,26947.2032,15226.9386
287,3.3913,29125.866,26947.2032,15226.9386
288,3.4031,30029.169,26947.2032,15226.9386
289,3.4149,31708.676,26947.2032,15226.9386
290,3.4268,31869.0008,26947.2032,15226.9386
291,3.4386,32583.3567,26947.2032,15226.9386
292,3.4504,33485.859,26947.2032,15226.9386
293,3.4622,33800.5039,26947.2032,15226.9386
294,3.474,34644.9611,26947.2032,15226.9386
295,3.4858,35226.6137,26947.2032,15226.9386
296,3.4977,34847.1184,26947.2032,15226.9386
297,3.5095,34342.5257,26947.2032,15226.9386
298,3.5213,34677.7866,26947.2032,15226.9386
299,3.5331,35019.6526,26947.2032,15226.9386
300,3.5449,34286.4821,26947.2032,15226.9386
301,3.5567,34380.9556,26947.2032,15226.9386
302,3.5686,34169.7913,26947.2032,15226.9386
303,3.5804,33862.1519,26947.2032,15226.9386
304,3.5922,33734.4525,26947.2032,15226.9386
305,3.604,33676.6075,26947.2032,15226.9386
306,3.6158,33406.9977,26947.2032,15226.9386
307,3.6276,33546.1059,26947.2032,15226.9386
308,3.6395,33412.2017,26947.2032,15226.9386
309,3.6513,31991.4961,26947.2032,15226.9386
310,3.6631,32723.2656,26947.2032,15226.9386
311,3.6749,32018.9174,26947.2032,15226.9386
312,3.6867,32226.8793,26947.2032,15226.9386
313,3.6985,32817.9393,26947.2032,15226.9386
314,3.7104,31218.8949,26947.2032,15226.9386
315,3.7222,30393.4525,26947.2032,15226.9386
316,3.734,32225.8785,26947.2032,15226.9386
317,3.7458,31131.4268,26947.2032,15226.9386
318,3.7576,31148.0397,26947.2032,15226.9386
319,3.7694,30257.947,26947.2032,15226.9386
320,3.7812,31017.338,26947.2032,15226.9386
321,3.7931,31027.3458,26947.2032,15226.9386
322,3.8049,30141.6565,26947.2032,15226.9386
323,3.8167,30799.7687,26947.2032,15226.9386
324,3.8285,31385.4245,26947.2032,15226.9386
325,3.8403,30888.838,26947.2032,15226.9386
326,3.8521,30969.1005,26947.2032,15226.9386
327,3.864,30891.44,26947.2032,15226.9386
328,3.8758,29864.8411,26947.2032,15226.9386
329,3.8876,30902.8489,26947.2032,15226.9386
330,3.8994,31292.352,26947.2032,15226.9386
331,3.9112,32127.0016,26947.2032,15226.9386
332,3.923,29994.5421,26947.2032,15226.9386
333,3.9349,31018.3388,26947.2032,15226.9386
334,3.9467,31365.8092,26947.2032,15226.9386
335,3.9585,30337.8092,26947.2032,15226.9386
336,3.9703,31108.8092,26947.2032,15226.9386
337,3.9821,29859.2368,26947.2032,15226.9386
338,3.9939,30051.1861,26947.2032,15226.9386
339,4.0058,31395.4322,26947.2032,15226.9386
340,4.0176,31590.7843,26947.2032,15226.9386
341,4.0294,31113.8131,26947.2032,15226.9386
342,4.0412,31216.2928,26947.2032,15226.9386
343,4.053,31307.3637,26947.2032,15226.9386
344,4.0648,31792.5413,26947.2032,15226.9386
345,4.0767,31514.1246,26947.2032,15226.9386
346,4.0885,32249.8972,26947.2032,15226.9386
347,4.1003,33024.7002,26947.2032,15226.9386
348,4.1121,33756.2695,26947.2032,15226.9386
349,4.1239,32540.5234,26947.2032,15226.9386
350,4.1357,33383.5794,26947.2032,15226.9386
351,4.1476,33023.4992,26947.2032,15226.9386
352,4.1594,32517.7056,26947.2032,15226.9386
353,4.1712,34105.141,26947.2032,15226.9386
354,4.183,34585.9151,26947.2032,15226.9386
355,4.1948,34783.2687,26947.2032,15226.9386
356,4.2066,35434.9759,26947.2032,15226.9386
357,4.2185,35311.6799,26947.2032,15226.9386
358,4.2303,35331.095,26947.2032,15226.9386
359,4.2421,35283.6581,26947.2032,15226.9386
360,4.2539,34367.7453,26947.2032,15226.9386
361,4.2657,33769.0794,26947.2032,15226.9386
362,4.2775,34284.8808,26947.2032,15226.9386
363,4.2894,34246.4509,26947.2032,15226.9386
364,4.3012,32885.3917,26947.2032,15226.9386
365,4.313,33570.5249,26947.2032,15226.9386
366,4.3248,32368.5896,26947.2032,15226.9386
367,4.3366,32044.1371,26947.2032,15226.9386
368,4.3484,31131.6269,26947.2032,15226.9386
369,4.3603,29826.4112,26947.2032,15226.9386
370,4.3721,27921.3287,26947.2032,15226.9386
371,4.3839,26694.9743,26947.2032,15226.9386
372,4.3957,26231.4136,26947.2032,15226.9386
373,4.4075,22934.2477,26947.2032,15226.9386
374,4.4193,21609.4167,26947.2032,15226.9386
375,4.4312,19010.5942,26947.2032,15226.9386
376,4.443,18222.581,26947.2032,15226.9386
377,4.4548,17596.8941,26947.2032,15226.9386
378,4.4666,15743.0514,26947.2032,15226.9386
379,4.4784,15713.2282,26947.2032,15226.9386
380,4.4902,15592.134,26947.2032,15226.9386
381,4.5021,15091.5444,26947.2032,15226.9386
382,4.5139,14516.4969,26947.2032,15226.9386
383,4.5257,14367.9813,26947.2032,15226.9386
384,4.5375,13930.0405,26947.2032,15226.9386
385,4.5493,15199.028,26947.2032,15226.9386
386,4.5611,14111.5818,26947.2032,15226.9386
387,4.5729,15078.3341,26947.2032,15226.9386
388,4.5848,14258.6963,26947.2032,15226.9386
389,4.5966,14615.574,26947.2032,15226.9386
390,4.6084,14267.5031,26947.2032,15226.9386
391,4.6202,14579.1456,26947.2032,15226.9386
392,4.632,14434.8333,26947.2032,15226.9386
393,4.6438,14230.4743,26947.2032,15226.9386
394,4.6557,14738.6698,26947.2032,15226.9386
395,4.6675,14804.3209,26947.2032,15226.9386
396,4.6793,14962.8442,26947.2032,15226.9386
397,4.6911,15394.3801,26947.2032,15226.9386
398,4.7029,14650.2009,26947.2032,15226.9386
399,4.7147,14382.3925,26947.2032,15226.9386
400,4.7266,15249.4673,26947.2032,15226.9386
401,4.7384,14148.4104,26947.2032,15226.9386
402,4.7502,14653.0031,26947.2032,15226.9386
403,4.762,14864.3676,26947.2032,15226.9386
404,4.7738,15011.2819,26947.2032,15226.9386
405,4.7856,14698.6386,26947.2032,15226.9386
406,4.7975,14907.0008,26947.2032,15226.9386
407,4.8093,15545.6978,26947.2032,15226.9386
408,4.8211,14519.8995,26947.2032,15226.9386
409,4.8329,14850.5569,26947.2032,15226.9386
410,4.8447,14954.0374,26947.2032,15226.9386
411,4.8565,14835.1449,26947.2032,15226.9386
412,4.8684,14992.6674,26947.2032,15226.9386
413,4.8802,14744.4743,26947.2032,15226.9386
414,4.892,15488.2531,26947.2032,15226.9386
415,4.9038,14486.6737,26947.2032,15226.9386
416,4.9156,14792.3115,26947.2032,15226.9386
417,4.9274,15027.4945,26947.2032,15226.9386
418,4.9393,15193.2235,26947.2032,15226.9386
419,4.9511,14876.9774,26947.2032,15226.9386
420,4.9629,14714.8512,26947.2032,15226.9386
421,4.9747,15221.4455,26947.2032,15226.9386
422,4.9865,15474.4424,26947.2032,15226.9386
423,4.9983,15126.3715,26947.2032,15226.9386
424,5.0102,14469.06,26947.2032,15226.9386
425,5.022,14853.1589,26947.2032,15226.9386
426,5.0338,14483.8715,26947.2032,15226.9386
427,5.0456,14288.1192,26947.2032,15226.9386
428,5.0574,15083.7383,26947.2032,15226.9386
429,5.0692,14801.5187,26947.2032,15226.9386
430,5.0811,15333.7329,26947.2032,15226.9386
431,5.0929,15086.7407,26947.2032,15226.9386
432,5.1047,15088.1417,26947.2032,15226.9386
433,5.1165,15015.6854,26947.2032,15226.9386
434,5.1283,15438.6145,26947.2032,15226.9386
435,5.1401,15404.588,26947.2032,15226.9386
436,5.152,14451.046,26947.2032,15226.9386
437,5.1638,14885.9844,26947.2032,15226.9386
438,5.1756,14758.6854,26947.2032,15226.9386
439,5.1874,14756.4836,26947.2032,15226.9386
440,5.1992,14602.3637,26947.2032,15226.9386
441,5.211,14727.8614,26947.2032,15226.9386
442,5.2229,15145.5864,26947.2032,15226.9386
443,5.2347,14968.8489,26947.2032,15226.9386
444,5.2465,14990.0654,26947.2032,15226.9386
445,5.2583,15823.9143,26947.2032,15226.9386
446,5.2701,15485.2508,26947.2032,15226.9386
447,5.2819,15151.7913,26947.2032,15226.9386
448,5.2938,14627.3832,26947.2032,15226.9386
449,5.3056,14445.0413,26947.2032,15226.9386
450,5.3174,15079.9354,26947.2032,15226.9386
451,5.3292,15121.7679,26947.2032,15226.9386
452,5.341,14548.722,26947.2032,15226.9386
453,5.3528,14737.2687,26947.2032,15226.9386
454,5.3646,15021.0896,26947.2032,15226.9386
455,5.3765,15113.3614,26947.2032,15226.9386
456,5.3883,14827.3388,26947.2032,15226.9386
457,5.4001,15241.2609,26947.2032,15226.9386
458,5.4119,14672.0179,26947.2032,15226.9386
459,5.4237,14425.8263,26947.2032,15226.9386
460,5.4355,14750.479,26947.2032,15226.9386
461,5.4474,15016.486,26947.2032,15226.9386
462,5.4592,14930.419,26947.2032,15226.9386
463,5.471,14894.9914,26947.2032,15226.9386
464,5.4828,15005.8777,26947.2032,15226.9386
465,5.4946,14304.5319,26947.2032,15226.9386
466,5.5064,14621.3785,26947.2032,15226.9386
467,5.5183,15459.0304,26947.2032,15226.9386
468,5.5301,15537.6916,26947.2032,15226.9386
469,5.5419,15183.0156,26947.2032,15226.9386
470,5.5537,15463.634,26947.2032,15226.9386
471,5.5655,14706.2445,26947.2032,15226.9386
472,5.5773,15136.9798,26947.2032,15226.9386
473,5.5892,15759.6643,26947.2032,15226.9386
474,5.601,15739.2484,26947.2032,15226.9386
475,5.6128,14602.1636,26947.2032,15226.9386
476,5.6246,14239.081,26947.2032,15226.9386
477,5.6364,14565.3349,26947.2032,15226.9386
478,5.6482,14932.6207,26947.2032,15226.9386
479,5.6601,14909.4026,26947.2032,15226.9386
480,5.6719,14684.2274,26947.2032,15226.9386
481,5.6837,14560.5312,26947.2032,15226.9386
482,5.6955,15189.2204,26947.2032,15226.9386
483,5.7073,15108.5576,26947.2032,15226.9386
484,5.7191,14708.4463,26947.2032,15226.9386
485,5.731,15031.0974,26947.2032,15226.9386
486,5.7428,15294.3022,26947.2032,15226.9386
487,5.7546,14591.9556,26947.2032,15226.9386
488,5.7664,14471.662,26947.2032,15226.9386
489,5.7782,15658.1854,26947.2032,15226.9386
490,5.79,14423.4245,26947.2032,15226.9386
491,5.8019,15360.954,26947.2032,15226.9386
492,5.8137,14860.7648,26947.2032,15226.9386
493,5.8255,14746.4759,26947.2032,15226.9386
494,5.8373,14766.8917,26947.2032,15226.9386
495,5.8491,14659.0078,26947.2032,15226.9386
496,5.8609,14232.0755,26947.2032,15226.9386
497,5.8728,14751.2796,26947.2032,15226.9386
498,5.8846,15100.1511,26947.2032,15226.9386
499,5.8964,15346.9431,26947.2032,15226.9386
500,5.9082,15078.5343,26947.2032,15226.9386
501,5.92,14551.5241,26947.2032,15226.9386
502,5.9318,14948.6332,26947.2032,15226.9386
503,5.9437,15219.0436,26947.2032,15226.9386
504,5.9555,15520.278,26947.2032,15226.9386
505,5.9673,14965.8466,26947.2032,15226.9386
506,5.9791,15470.8396,26947.2032,15226.9386
507,5.9909,15447.2212,26947.2032,15226.9386
508,6.0027,14438.4361,26947.2032,15226.9386
509,6.0146,15328.5288,26947.2032,15226.9386
510,6.0264,15629.5631,26947.2032,15226.9386
511,6.0382,14699.0389,26947.2032,15226.9386
512,6.05,14471.4618,26947.2032,15226.9386
513,6.0618,15001.4743,26947.2032,15226.9386
514,6.0736,14714.0506,26947.2032,15226.9386
515,6.0854,14640.9938,26947.2032,15226.9386
516,6.0973,14673.6192,26947.2032,15226.9386
517,6.1091,14918.6098,26947.2032,15226.9386
518,6.1209,15075.1316,26947.2032,15226.9386
519,6.1327,15447.6215,26947.2032,15226.9386
520,6.1445,14694.2352,26947.2032,15226.9386
521,6.1563,14792.912,26947.2032,15226.9386
522,6.1682,15278.69,26947.2032,15226.9386
523,6.18,15527.0833,26947.2032,15226.9386
524,6.1918,14844.7523,26947.2032,15226.9386
525,6.2036,14029.1176,26947.2032,15226.9386
526,6.2154,15131.7757,26947.2032,15226.9386
527,6.2272,15169.405,26947.2032,15226.9386
528,6.2391,15276.4883,26947.2032,15226.9386
529,6.2509,15335.9346,26947.2032,15226.9386
530,6.2627,16300.4852,26947.2032,15226.9386
531,6.2745,16081.5148,26947.2032,15226.9386
532,6.2863,17326.0833,26947.2032,15226.9386
533,6.2981,18736.9813,26947.2032,15226.9386
534,6.31,20005.5685,26947.2032,15226.9386
535,6.3218,21308.1822,26947.2032,15226.9386
536,6.3336,23446.2461,26947.2032,15226.9386
537,6.3454,26012.8435,26947.2032,15226.9386
538,6.3572,27370.5,26947.2032,15226.9386
539,6.369,29078.229,26947.2032,15226.9386
540,6.3809,29985.9354,26947.2032,15226.9386
541,6.3927,31571.169,26947.2032,15226.9386
542,6.4045,32176.6402,26947.2032,15226.9386
543,6.4163,32951.4431,26947.2032,15226.9386
544,6.4281,34477.6308,26947.2032,15226.9386
545,6.4399,33545.9058,26947.2032,15226.9386
546,6.4518,34404.574,26947.2032,15226.9386
547,6.4636,34922.3769,26947.2032,15226.9386
548,6.4754,36071.271,26947.2032,15226.9386
549,6.4872,34930.7835,26947.2032,15226.9386
550,6.499,36102.4953,26947.2032,15226.9386
551,6.5108,35718.7967,26947.2032,15226.9386
552,6.5227,35133.5413,26947.2032,15226.9386
553,6.5345,34222.8326,26947.2032,15226.9386
554,6.5463,35201.7944,26947.2032,15226.9386
555,6.5581,35454.391,26947.2032,15226.9386
556,6.5699,35135.1425,26947.2032,15226.9386
557,6.5817,34444.405,26947.2032,15226.9386
558,6.5936,35439.5794,26947.2032,15226.9386
559,6.6054,34599.3255,26947.2032,15226.9386
560,6.6172,32718.8621,26947.2032,15226.9386
561,6.629,35341.5031,26947.2032,15226.9386
562,6.6408,34394.1659,26947.2032,15226.9386
