pixel,y_um,intensity,bg_mean,bg_std
582,6.8771,38646.9772,39705.563,15211.6848
583,6.889,39254.1842,39705.563,15211.6848
584,6.9008,39455.26,39705.563,15211.6848
585,6.9126,40715.9633,39705.563,15211.6848
586,6.9244,39764.8329,39705.563,15211.6848
587,6.9362,40037.1231,39705.563,15211.6848
588,6.948,39251.6707,39705.563,15211.6848
589,6.9599,39996.9079,39705.563,15211.6848
590,6.9717,39501.9682,39705.563,15211.6848
591,6.9835,39234.0766,39705.563,15211.6848
592,6.9953,39137.9372,39705.563,15211.6848
593,7.0071,39621.5664,39705.563,15211.6848
594,7.0189,40239.4556,39705.563,15211.6848
595,7.0308,39162.2339,39705.563,15211.6848
596,7.0426,39240.5697,39705.563,15211.6848
597,7.0544,39316.6015,39705.563,15211.6848
598,7.0662,39060.6487,39705.563,15211.6848
599,7.078,39405.8289,39705.563,15211.6848
600,7.0898,38462.4482,39705.563,15211.6848
601,7.1017,39108.1948,39705.563,15211.6848
602,7.1135,39350.533,39705.563,15211.6848
603,7.1253,38699.7596,39705.563,15211.6848
604,7.1371,39430.335,39705.563,15211.6848
605,7.1489,39386.3496,39705.563,15211.6848
606,7.1607,40234.8476,39705.563,15211.6848
607,7.1726,39017.9201,39705.563,15211.6848
608,7.1844,39553.7033,39705.563,15211.6848
609,7.1962,38959.6919,39705.563,15211.6848
610,7.208,38994.4613,39705.563,15211.6848
611,7.2198,40211.5982,39705.563,15211.6848
612,7.2316,39170.1932,39705.563,15211.6848
613,7.2435,38938.3276,39705.563,15211.6848
614,7.2553,38343.4784,39705.563,15211.6848
615,7.2671,39156.9976,39705.563,15211.6848
616,7.2789,39635.5998,39705.563,15211.6848
617,7.2907,39669.5314,39705.563,15211.6848
618,7.3025,39535.8998,39705.563,15211.6848
619,7.3144,39966.956,39705.563,15211.6848
620,7.3262,39815.5208,39705.563,15211.6848
621,7.338,39645.0253,39705.563,15211.6848
622,7.3498,39264.0285,39705.563,15211.6848
623,7.3616,39220.0432,39705.563,15211.6848
624,7.3734,39171.4499,39705.563,15211.6848
625,7.3853,39075.7294,39705.563,15211.6848
626,7.3971,39327.0742,39705.563,15211.6848
627,7.4089,39730.9014,39705.563,15211.6848
628,7.4207,39479.9756,39705.563,15211.6848
629,7.4325,38876.5387,39705.563,15211.6848
630,7.4443,40361.7767,39705.563,15211.6848
631,7.4562,39362.8908,39705.563,15211.6848
632,7.468,39122.4377,39705.563,15211.6848
633,7.4798,39214.8068,39705.563,15211.6848
634,7.4916,40076.9193,39705.563,15211.6848
635,7.5034,40075.0342,39705.563,15211.6848
636,7.5152,39754.9886,39705.563,15211.6848
637,7.5271,39448.7669,39705.563,15211.6848
638,7.5389,39561.0342,39705.563,15211.6848
639,7.5507,40168.8696,39705.563,15211.6848
640,7.5625,39674.5583,39705.563,15211.6848
641,7.5743,40334.9666,39705.563,15211.6848
642,7.5861,39598.317,39705.563,15211.6848
643,7.5979,39463.2192,39705.563,15211.6848
644,7.6098,40243.0163,39705.563,15211.6848
645,7.6216,38868.7889,39705.563,15211.6848
646,7.6334,39616.9584,39705.563,15211.6848
647,7.6452,39983.9218,39705.563,15211.6848
648,7.657,38907.119,39705.563,15211.6848
649,7.6688,40569.555,39705.563,15211.6848
650,7.6807,39801.0685,39705.563,15211.6848
651,7.6925,39438.9226,39705.563,15211.6848
652,7.7043,39736.1377,39705.563,15211.6848
653,7.7161,40137.0326,39705.563,15211.6848
654,7.7279,40502.3203,39705.563,15211.6848
655,7.7397,40017.4344,39705.563,15211.6848
656,7.7516,40044.6634,39705.563,15211.6848
657,7.7634,40031.6773,39705.563,15211.6848
658,7.7752,39770.9071,39705.563,15211.6848
659,7.787,39719.172,39705.563,15211.6848
660,7.7988,40460.639,39705.563,15211.6848
661,7.8106,40400.3162,39705.563,15211.6848
662,7.8225,40546.934,39705.563,15211.6848
663,7.8343,40509.2323,39705.563,15211.6848
664,7.8461,40836.6088,39705.563,15211.6848
665,7.8579,40965.423,39705.563,15211.6848
666,7.8697,40740.4694,39705.563,15211.6848
667,7.8815,40416.8631,39705.563,15211.6848
668,7.8934,40400.9446,39705.563,15211.6848
669,7.9052,39834.5811,39705.563,15211.6848
670,7.917,40754.0839,39705.563,15211.6848
671,7.9288,40024.1369,39705.563,15211.6848
672,7.9406,40297.6838,39705.563,15211.6848
673,7.9524,40385.2355,39705.563,15211.6848
674,7.9643,40106.4523,39705.563,15211.6848
675,7.9761,40264.5901,39705.563,15211.6848
676,7.9879,39858.4588,39705.563,15211.6848
677,7.9997,40720.3619,39705.563,15211.6848
678,8.0115,40005.0766,39705.563,15211.6848
679,8.0233,40888.3439,39705.563,15211.6848
680,8.0352,40304.8052,39705.563,15211.6848
681,8.047,40547.7718,39705.563,15211.6848
682,8.0588,40070.0073,39705.563,15211.6848
683,8.0706,39437.0375,39705.563,15211.6848
684,8.0824,40579.3993,39705.563,15211.6848
685,8.0942,39882.7555,39705.563,15211.6848
686,8.1061,40646.2152,39705.563,15211.6848
687,8.1179,40228.9829,39705.563,15211.6848
688,8.1297,40557.4067,39705.563,15211.6848
689,8.1415,40915.154,39705.563,15211.6848
690,8.1533,40919.9715,39705.563,15211.6848
691,8.1651,39928.4165,39705.563,15211.6848
692,8.177,40576.8859,39705.563,15211.6848
693,8.1888,40463.3619,39705.563,15211.6848
694,8.2006,40781.5224,39705.563,15211.6848
695,8.2124,40997.8883,39705.563,15211.6848
696,8.2242,40503.577,39705.563,15211.6848
697,8.236,40059.5346,39705.563,15211.6848
698,8.2479,40577.5143,39705.563,15211.6848
699,8.2597,41540.3741,39705.563,15211.6848
700,8.2715,40572.6968,39705.563,15211.6848
701,8.2833,39920.8761,39705.563,15211.6848
702,8.2951,41191.0049,39705.563,15211.6848
703,8.3069,40624.2225,39705.563,15211.6848
704,8.3188,40430.687,39705.563,15211.6848
705,8.3306,39995.0228,39705.563,15211.6848
706,8.3424,40772.3064,39705.563,15211.6848
707,8.3542,40414.1402,39705.563,15211.6848
708,8.366,40232.3341,39705.563,15211.6848
709,8.3778,40379.1614,39705.563,15211.6848
710,8.3896,41366.3178,39705.563,15211.6848
711,8.4015,41351.6561,39705.563,15211.6848
712,8.4133,39872.2828,39705.563,15211.6848
713,8.4251,40328.683,39705.563,15211.6848
714,8.4369,40846.4531,39705.563,15211.6848
715,8.4487,41429.5729,39705.563,15211.6848
716,8.4605,41743.5444,39705.563,15211.6848
717,8.4724,40943.2209,39705.563,15211.6848
718,8.4842,40797.8598,39705.563,15211.6848
719,8.496,40207.828,39705.563,15211.6848
720,8.5078,40446.3961,39705.563,15211.6848
721,8.5196,40481.7938,39705.563,15211.6848
722,8.5314,40253.2795,39705.563,15211.6848
723,8.5433,41219.2812,39705.563,15211.6848
724,8.5551,40532.9006,39705.563,15211.6848
725,8.5669,40743.8207,39705.563,15211.6848
726,8.5787,40498.5501,39705.563,15211.6848
727,8.5905,40859.2298,39705.563,15211.6848
728,8.6023,41147.6479,39705.563,15211.6848
729,8.6142,40725.8077,39705.563,15211.6848
730,8.626,40541.0693,39705.563,15211.6848
731,8.6378,39895.7416,39705.563,15211.6848
732,8.6496,41287.9821,39705.563,15211.6848
733,8.6614,40519.4955,39705.563,15211.6848
734,8.6732,40844.987,39705.563,15211.6848
735,8.6851,41153.9315,39705.563,15211.6848
736,8.6969,41471.0448,39705.563,15211.6848
737,8.7087,40037.7514,39705.563,15211.6848
738,8.7205,40899.8639,39705.563,15211.6848
739,8.7323,40120.6952,39705.563,15211.6848
740,8.7441,41904.824,39705.563,15211.6848
741,8.756,40079.2233,39705.563,15211.6848
742,8.7678,41413.6544,39705.563,15211.6848
743,8.7796,40105.4051,39705.563,15211.6848
744,8.7914,41180.1133,39705.563,15211.6848
745,8.8032,40992.4425,39705.563,15211.6848
746,8.815,41179.4849,39705.563,15211.6848
747,8.8269,40743.8207,39705.563,15211.6848
748,8.8387,40801.63,39705.563,15211.6848
749,8.8505,40620.8712,39705.563,15211.6848
750,8.8623,41102.8248,39705.563,15211.6848
751,8.8741,40899.6544,39705.563,15211.6848
752,8.8859,41815.5966,39705.563,15211.6848
753,8.8978,40097.2363,39705.563,15211.6848
754,8.9096,39730.4825,39705.563,15211.6848
755,8.9214,40149.3904,39705.563,15211.6848
756,8.9332,41329.035,39705.563,15211.6848
757,8.945,40317.5819,39705.563,15211.6848
758,8.9568,40850.2233,39705.563,15211.6848
759,8.9687,40944.8965,39705.563,15211.6848
760,8.9805,40404.0864,39705.563,15211.6848
761,8.9923,41408.6275,39705.563,15211.6848
762,9.0041,41197.0791,39705.563,15211.6848
763,9.0159,40604.5338,39705.563,15211.6848
764,9.0277,40301.2445,39705.563,15211.6848
765,9.0396,39846.7294,39705.563,15211.6848
766,9.0514,41009.8272,39705.563,15211.6848
767,9.0632,40159.2347,39705.563,15211.6848
768,9.075,40931.0725,39705.563,15211.6848
769,9.0868,41562.5762,39705.563,15211.6848
770,9.0986,40760.1581,39705.563,15211.6848
771,9.1104,40589.0342,39705.563,15211.6848
772,9.1223,40401.3635,39705.563,15211.6848
773,9.1341,41488.8484,39705.563,15211.6848
774,9.1459,40436.5518,39705.563,15211.6848
775,9.1577,41847.643,39705.563,15211.6848
776,9.1695,41162.9381,39705.563,15211.6848
777,9.1813,39743.8875,39705.563,15211.6848
778,9.1932,40342.5069,39705.563,15211.6848
779,9.205,41499.74,39705.563,15211.6848
780,9.2168,40036.4947,39705.563,15211.6848
781,9.2286,40996.8411,39705.563,15211.6848
782,9.2404,41327.15,39705.563,15211.6848
783,9.2522,40768.7457,39705.563,15211.6848
784,9.2641,40947.2005,39705.563,15211.6848
785,9.2759,40310.6699,39705.563,15211.6848
786,9.2877,40423.5656,39705.563,15211.6848
787,9.2995,40573.7441,39705.563,15211.6848
788,9.3113,40106.4523,39705.563,15211.6848
789,9.3231,40433.6194,39705.563,15211.6848
790,9.335,40633.4385,39705.563,15211.6848
791,9.3468,40452.6797,39705.563,15211.6848
792,9.3586,41084.6023,39705.563,15211.6848
793,9.3704,40695.4368,39705.563,15211.6848
794,9.3822,39511.8126,39705.563,15211.6848
795,9.394,40044.454,39705.563,15211.6848
796,9.4059,40631.5534,39705.563,15211.6848
797,9.4177,39881.0799,39705.563,15211.6848
798,9.4295,40978.4091,39705.563,15211.6848
799,9.4413,39727.7596,39705.563,15211.6848
800,9.4531,39557.683,39705.563,15211.6848
801,9.4649,40398.2217,39705.563,15211.6848
802,9.4768,40535.8329,39705.563,15211.6848
803,9.4886,39978.6854,39705.563,15211.6848
804,9.5004,40177.8761,39705.563,15211.6848
805,9.5122,41103.2437,39705.563,15211.6848
806,9.524,40271.2926,39705.563,15211.6848
807,9.5358,40058.4874,39705.563,15211.6848
808,9.5477,39619.8908,39705.563,15211.6848
809,9.5595,40128.6544,39705.563,15211.6848
810,9.5713,39796.8794,39705.563,15211.6848
811,9.5831,40968.9837,39705.563,15211.6848
812,9.5949,40824.0416,39705.563,15211.6848
813,9.6067,39650.6805,39705.563,15211.6848
814,9.6186,39928.4165,39705.563,15211.6848
815,9.6304,40166.7751,39705.563,15211.6848
816,9.6422,40610.608,39705.563,15211.6848
817,9.654,40510.6985,39705.563,15211.6848
818,9.6658,40441.5786,39705.563,15211.6848
819,9.6776,40619.6145,39705.563,15211.6848
820,9.6895,40302.2918,39705.563,15211.6848
821,9.7013,40311.2983,39705.563,15211.6848
822,9.7131,39629.5257,39705.563,15211.6848
823,9.7249,40474.8818,39705.563,15211.6848
824,9.7367,40550.9136,39705.563,15211.6848
825,9.7485,39909.9845,39705.563,15211.6848
826,9.7604,40511.3268,39705.563,15211.6848
827,9.7722,40356.9593,39705.563,15211.6848
828,9.784,39926.3219,39705.563,15211.6848
829,9.7958,39497.5697,39705.563,15211.6848
830,9.8076,39973.868,39705.563,15211.6848
831,9.8194,39655.9169,39705.563,15211.6848
832,9.8313,39671.4165,39705.563,15211.6848
833,9.8431,40491.2192,39705.563,15211.6848
834,9.8549,40766.0228,39705.563,15211.6848
835,9.8667,39675.6055,39705.563,15211.6848
836,9.8785,39391.586,39705.563,15211.6848
837,9.8903,38776.6292,39705.563,15211.6848
838,9.9021,40417.282,39705.563,15211.6848
839,9.914,39640.2078,39705.563,15211.6848
840,9.9258,39033.2103,39705.563,15211.6848
841,9.9376,38559.4254,39705.563,15211.6848
842,9.9494,39683.7742,39705.563,15211.6848
843,9.9612,38554.608,39705.563,15211.6848
844,9.973,39614.8639,39705.563,15211.6848
845,9.9849,39265.0758,39705.563,15211.6848
846,9.9967,39933.2339,39705.563,15211.6848
847,10.0085,39223.3945,39705.563,15211.6848
848,10.0203,38969.1174,39705.563,15211.6848
849,10.0321,39705.1385,39705.563,15211.6848
850,10.0439,39572.9731,39705.563,15211.6848
851,10.0558,40156.5118,39705.563,15211.6848
852,10.0676,39568.3651,39705.563,15211.6848
853,10.0794,39814.2641,39705.563,15211.6848
854,10.0912,39336.9185,39705.563,15211.6848
855,10.103,39199.5167,39705.563,15211.6848
856,10.1148,39385.7213,39705.563,15211.6848
857,10.1267,39620.9381,39705.563,15211.6848
858,10.1385,39249.5762,39705.563,15211.6848
859,10.1503,39450.4425,39705.563,15211.6848
860,10.1621,39285.6023,39705.563,15211.6848
861,10.1739,40335.5949,39705.563,15211.6848
862,10.1857,39920.0383,39705.563,15211.6848
863,10.1976,39399.9641,39705.563,15211.6848
864,10.2094,38883.8696,39705.563,15211.6848
865,10.2212,40170.7547,39705.563,15211.6848
866,10.233,39941.6121,39705.563,15211.6848
867,10.2448,40170.5452,39705.563,15211.6848
868,10.2566,40072.7302,39705.563,15211.6848
869,10.2685,39993.9756,39705.563,15211.6848
870,10.2803,39744.3064,39705.563,15211.6848
871,10.2921,37610.8085,39705.563,15211.6848
872,10.3039,39797.7172,39705.563,15211.6848
873,10.3157,38803.4393,39705.563,15211.6848
874,10.3275,39639.1606,39705.563,15211.6848
875,10.3394,39823.48,39705.563,15211.6848
876,10.3512,39515.7922,39705.563,15211.6848
877,10.363,39714.7734,39705.563,15211.6848
878,10.3748,40456.2404,39705.563,15211.6848
879,10.3866,40237.78,39705.563,15211.6848
880,10.3984,40379.3708,39705.563,15211.6848
881,10.4103,39898.4645,39705.563,15211.6848
882,10.4221,38852.8704,39705.563,15211.6848
883,10.4339,39969.26,39705.563,15211.6848
884,10.4457,40749.2665,39705.563,15211.6848
885,10.4575,39586.1687,39705.563,15211.6848
886,10.4693,40396.965,39705.563,15211.6848
887,10.4812,39722.9421,39705.563,15211.6848
888,10.493,39191.1385,39705.563,15211.6848
889,10.5048,39328.3309,39705.563,15211.6848
890,10.5166,39667.6463,39705.563,15211.6848
891,10.5284,39874.5868,39705.563,15211.6848
892,10.5402,40307.3187,39705.563,15211.6848
893,10.5521,39946.0106,39705.563,15211.6848
894,10.5639,39751.2184,39705.563,15211.6848
895,10.5757,39526.6838,39705.563,15211.6848
896,10.5875,40653.1271,39705.563,15211.6848
897,10.5993,39216.9014,39705.563,15211.6848
898,10.6111,39147.3627,39705.563,15211.6848
899,10.6229,39541.9739,39705.563,15211.6848
900,10.6348,39069.2363,39705.563,15211.6848
901,10.6466,39559.5681,39705.563,15211.6848
902,10.6584,40000.4686,39705.563,15211.6848
903,10.6702,40212.0171,39705.563,15211.6848
904,10.682,39569.8313,39705.563,15211.6848
905,10.6938,40390.053,39705.563,15211.6848
906,10.7057,40398.4311,39705.563,15211.6848
907,10.7175,40718.2673,39705.563,15211.6848
908,10.7293,39687.5444,39705.563,15211.6848
909,10.7411,39938.8892,39705.563,15211.6848
910,10.7529,40303.5485,39705.563,15211.6848
911,10.7647,39417.3488,39705.563,15211.6848
912,10.7766,40318.4197,39705.563,15211.6848
913,10.7884,40589.0342,39705.563,15211.6848
914,10.8002,39794.7848,39705.563,15211.6848
915,10.812,40005.2861,39705.563,15211.6848
916,10.8238,39669.9503,39705.563,15211.6848
917,10.8356,41438.7889,39705.563,15211.6848
918,10.8475,40086.1353,39705.563,15211.6848
919,10.8593,40018.4817,39705.563,15211.6848
920,10.8711,40687.2681,39705.563,15211.6848
921,10.8829,40451.6324,39705.563,15211.6848
922,10.8947,40323.2372,39705.563,15211.6848
923,10.9065,41488.0106,39705.563,15211.6848
924,10.9184,40859.2298,39705.563,15211.6848
925,10.9302,41032.4482,39705.563,15211.6848
926,10.942,40480.1182,39705.563,15211.6848
927,10.9538,40733.5575,39705.563,15211.6848
928,10.9656,40270.8737,39705.563,15211.6848
929,10.9774,39751.2184,39705.563,15211.6848
930,10.9893,41326.5216,39705.563,15211.6848
931,11.0011,39955.0171,39705.563,15211.6848
932,11.0129,41136.128,39705.563,15211.6848
933,11.0247,39131.8631,39705.563,15211.6848
934,11.0365,41486.9633,39705.563,15211.6848
935,11.0483,40497.5029,39705.563,15211.6848
936,11.0602,41567.3936,39705.563,15211.6848
937,11.072,40810.846,39705.563,15211.6848
938,11.0838,41144.0872,39705.563,15211.6848
939,11.0956,40159.2347,39705.563,15211.6848
940,11.1074,40832.4197,39705.563,15211.6848
941,11.1192,41255.5167,39705.563,15211.6848
942,11.1311,40113.3643,39705.563,15211.6848
943,11.1429,39647.1198,39705.563,15211.6848
944,11.1547,41230.3822,39705.563,15211.6848
945,11.1665,40354.6553,39705.563,15211.6848
946,11.1783,40499.3879,39705.563,15211.6848
947,11.1901,40564.947,39705.563,15211.6848
948,11.202,41095.4939,39705.563,15211.6848
949,11.2138,40363.4523,39705.563,15211.6848
950,11.2256,41061.5623,39705.563,15211.6848
951,11.2374,40204.0579,39705.563,15211.6848
952,11.2492,40510.2795,39705.563,15211.6848
953,11.261,40744.868,39705.563,15211.6848
954,11.2729,40685.5925,39705.563,15211.6848
955,11.2847,40770.0024,39705.563,15211.6848
956,11.2965,40713.031,39705.563,15211.6848
957,11.3083,40661.2958,39705.563,15211.6848
958,11.3201,40930.0253,39705.563,15211.6848
959,11.3319,40578.5615,39705.563,15211.6848
960,11.3438,41141.3643,39705.563,15211.6848
961,11.3556,40755.7596,39705.563,15211.6848
962,11.3674,40614.7971,39705.563,15211.6848
963,11.3792,41092.3521,39705.563,15211.6848
964,11.391,41480.6797,39705.563,15211.6848
965,11.4028,41858.5346,39705.563,15211.6848
966,11.4146,41084.1834,39705.563,15211.6848
967,11.4265,39990.6243,39705.563,15211.6848
968,11.4383,40520.3333,39705.563,15211.6848
969,11.4501,41058.0016,39705.563,15211.6848
970,11.4619,41085.2306,39705.563,15211.6848
971,11.4737,40623.1752,39705.563,15211.6848
972,11.4855,41082.9267,39705.563,15211.6848
973,11.4974,40958.7205,39705.563,15211.6848
974,11.5092,41085.6496,39705.563,15211.6848
975,11.521,40271.0831,39705.563,15211.6848
976,11.5328,40393.8231,39705.563,15211.6848
977,11.5446,39651.7278,39705.563,15211.6848
978,11.5564,40673.4442,39705.563,15211.6848
979,11.5683,40786.9682,39705.563,15211.6848
980,11.5801,41221.7946,39705.563,15211.6848
981,11.5919,40163.2143,39705.563,15211.6848
982,11.6037,41318.9813,39705.563,15211.6848
983,11.6155,40803.0962,39705.563,15211.6848
984,11.6273,40933.3765,39705.563,15211.6848
985,11.6392,40863,39705.563,15211.6848
986,11.651,41928.7017,39705.563,15211.6848
987,11.6628,41056.7449,39705.563,15211.6848
988,11.6746,41011.7123,39705.563,15211.6848
989,11.6864,40932.9576,39705.563,15211.6848
990,11.6982,40772.7253,39705.563,15211.6848
991,11.7101,40576.8859,39705.563,15211.6848
992,11.7219,40589.872,39705.563,15211.6848
993,11.7337,39820.9666,39705.563,15211.6848
994,11.7455,40294.542,39705.563,15211.6848
995,11.7573,40967.3081,39705.563,15211.6848
996,11.7691,40433.4099,39705.563,15211.6848
997,11.781,40534.5762,39705.563,15211.6848
998,11.7928,41012.7596,39705.563,15211.6848
999,11.8046,40028.5355,39705.563,15211.6848
1000,11.8164,41671.9112,39705.563,15211.6848
1001,11.8282,40843.7302,39705.563,15211.6848
1002,11.84,41112.4597,39705.563,15211.6848
1003,11.8519,40180.8085,39705.563,15211.6848
1004,11.8637,40327.8452,39705.563,15211.6848
1005,11.8755,40137.661,39705.563,15211.6848
1006,11.8873,40575.4197,39705.563,15211.6848
1007,11.8991,40483.6789,39705.563,15211.6848
1008,11.9109,41130.0538,39705.563,15211.6848
1009,11.9228,40506.2999,39705.563,15211.6848
1010,11.9346,41587.0823,39705.563,15211.6848
1011,11.9464,40326.379,39705.563,15211.6848
1012,11.9582,39834.1622,39705.563,15211.6848
1013,11.97,40647.053,39705.563,15211.6848
1014,11.9818,41002.9152,39705.563,15211.6848
1015,11.9937,41033.4955,39705.563,15211.6848
1016,12.0055,39758.5493,39705.563,15211.6848
1017,12.0173,41007.9421,39705.563,15211.6848
1018,12.0291,40421.89,39705.563,15211.6848
1019,12.0409,39836.2567,39705.563,15211.6848
1020,12.0527,41163.7759,39705.563,15211.6848
1021,12.0646,41022.185,39705.563,15211.6848
1022,12.0764,40550.2852,39705.563,15211.6848
1023,12.0882,41161.053,39705.563,15211.6848
1024,12.1,41433.5526,39705.563,15211.6848
1025,12.1118,40947.2005,39705.563,15211.6848
1026,12.1236,39818.0342,39705.563,15211.6848
1027,12.1354,40532.4817,39705.563,15211.6848
1028,12.1473,40044.454,39705.563,15211.6848
1029,12.1591,41795.6985,39705.563,15211.6848
1030,12.1709,41976.8761,39705.563,15211.6848
1031,12.1827,40103.9389,39705.563,15211.6848
1032,12.1945,41248.3953,39705.563,15211.6848
1033,12.2063,40647.2624,39705.563,15211.6848
1034,12.2182,40326.5884,39705.563,15211.6848
1035,12.23,40174.9438,39705.563,15211.6848
1036,12.2418,41458.0587,39705.563,15211.6848
1037,12.2536,40390.2624,39705.563,15211.6848
1038,12.2654,40040.0554,39705.563,15211.6848
1039,12.2772,40658.5729,39705.563,15211.6848
1040,12.2891,41723.8557,39705.563,15211.6848
1041,12.3009,40727.6927,39705.563,15211.6848
1042,12.3127,40253.0701,39705.563,15211.6848
1043,12.3245,39789.1296,39705.563,15211.6848
1044,12.3363,40338.5273,39705.563,15211.6848
1045,12.3481,40980.7131,39705.563,15211.6848
1046,12.36,40390.053,39705.563,15211.6848
1047,12.3718,41579.1231,39705.563,15211.6848
1048,12.3836,40680.1467,39705.563,15211.6848
1049,12.3954,40570.1834,39705.563,15211.6848
1050,12.4072,40014.7115,39705.563,15211.6848
1051,12.419,41058.63,39705.563,15211.6848
1052,12.4309,40928.5591,39705.563,15211.6848
1053,12.4427,40854.6218,39705.563,15211.6848
1054,12.4545,40496.665,39705.563,15211.6848
1055,12.4663,41259.9152,39705.563,15211.6848
1056,12.4781,40406.3904,39705.563,15211.6848
1057,12.4899,40688.5249,39705.563,15211.6848
1058,12.5018,41599.0212,39705.563,15211.6848
1059,12.5136,40392.1475,39705.563,15211.6848
1060,12.5254,41304.3195,39705.563,15211.6848
1061,12.5372,40547.9813,39705.563,15211.6848
1062,12.549,40252.8606,39705.563,15211.6848
1063,12.5608,39767.5558,39705.563,15211.6848
1064,12.5727,39983.7123,39705.563,15211.6848
1065,12.5845,41031.401,39705.563,15211.6848
1066,12.5963,39869.3504,39705.563,15211.6848
1067,12.6081,40585.0546,39705.563,15211.6848
1068,12.6199,39749.7522,39705.563,15211.6848
1069,12.6317,41758.6251,39705.563,15211.6848
1070,12.6436,39919.6194,39705.563,15211.6848
1071,12.6554,39908.3089,39705.563,15211.6848
1072,12.6672,39828.7164,39705.563,15211.6848
1073,12.679,40135.5664,39705.563,15211.6848
1074,12.6908,39403.9438,39705.563,15211.6848
1075,12.7026,39717.9152,39705.563,15211.6848
1076,12.7145,40272.9682,39705.563,15211.6848
1077,12.7263,39590.7767,39705.563,15211.6848
1078,12.7381,40664.2282,39705.563,15211.6848
1079,12.7499,39608.9992,39705.563,15211.6848
1080,12.7617,40104.1483,39705.563,15211.6848
1081,12.7735,40390.2624,39705.563,15211.6848
1082,12.7854,40047.5958,39705.563,15211.6848
1083,12.7972,39735.7188,39705.563,15211.6848
1084,12.809,38935.1858,39705.563,15211.6848
1085,12.8208,40099.1214,39705.563,15211.6848
1086,12.8326,39904.1198,39705.563,15211.6848
1087,12.8444,41203.7816,39705.563,15211.6848
1088,12.8563,40197.9837,39705.563,15211.6848
1089,12.8681,40821.947,39705.563,15211.6848
1090,12.8799,39917.5249,39705.563,15211.6848
1091,12.8917,39529.8256,39705.563,15211.6848
1092,12.9035,39652.9845,39705.563,15211.6848
1093,12.9153,39843.5876,39705.563,15211.6848
1094,12.9271,40103.9389,39705.563,15211.6848
1095,12.939,40205.3146,39705.563,15211.6848
1096,12.9508,39426.1459,39705.563,15211.6848
1097,12.9626,39676.6528,39705.563,15211.6848
1098,12.9744,39643.5591,39705.563,15211.6848
1099,12.9862,40430.4776,39705.563,15211.6848
1100,12.998,39725.8745,39705.563,15211.6848
1101,13.0099,39690.2673,39705.563,15211.6848
1102,13.0217,39853.8509,39705.563,15211.6848
1103,13.0335,38862.2958,39705.563,15211.6848
1104,13.0453,38353.7416,39705.563,15211.6848
1105,13.0571,39117.8297,39705.563,15211.6848
1106,13.0689,40220.8142,39705.563,15211.6848
1107,13.0808,38209.4279,39705.563,15211.6848
1108,13.0926,39794.7848,39705.563,15211.6848
1109,13.1044,39488.3537,39705.563,15211.6848
1110,13.1162,39896.37,39705.563,15211.6848
1111,13.128,38975.1915,39705.563,15211.6848
1112,13.1398,39352.2086,39705.563,15211.6848
1113,13.1517,39325.1891,39705.563,15211.6848
1114,13.1635,39604.3912,39705.563,15211.6848
1115,13.1753,39469.7123,39705.563,15211.6848
1116,13.1871,39437.6659,39705.563,15211.6848
1117,13.1989,39295.8655,39705.563,15211.6848
1118,13.2107,38041.2363,39705.563,15211.6848
1119,13.2226,39398.498,39705.563,15211.6848
1120,13.2344,39381.3227,39705.563,15211.6848
1121,13.2462,38301.5876,39705.563,15211.6848
1122,13.258,39678.7474,39705.563,15211.6848
1123,13.2698,38428.9356,39705.563,15211.6848
1124,13.2816,39776.3529,39705.563,15211.6848
1125,13.2935,39120.762,39705.563,15211.6848
1126,13.3053,39320.7905,39705.563,15211.6848
1127,13.3171,38709.185,39705.563,15211.6848
1128,13.3289,39433.8957,39705.563,15211.6848
1129,13.3407,38908.7946,39705.563,15211.6848
1130,13.3525,39947.8957,39705.563,15211.6848
1131,13.3644,39278.8998,39705.563,15211.6848
1132,13.3762,39900.1402,39705.563,15211.6848
1133,13.388,39373.3635,39705.563,15211.6848
1134,13.3998,39783.0554,39705.563,15211.6848
1135,13.4116,39410.8557,39705.563,15211.6848
1136,13.4234,39431.8011,39705.563,15211.6848
1137,13.4353,40768.1174,39705.563,15211.6848
1138,13.4471,39388.2347,39705.563,15211.6848
1139,13.4589,39710.1654,39705.563,15211.6848
1140,13.4707,39547.2103,39705.563,15211.6848
1141,13.4825,39370.85,39705.563,15211.6848
1142,13.4943,39683.3553,39705.563,15211.6848
1143,13.5062,38430.6112,39705.563,15211.6848
1144,13.518,39892.8093,39705.563,15211.6848
1145,13.5298,41104.9193,39705.563,15211.6848
1146,13.5416,39583.8647,39705.563,15211.6848
1147,13.5534,39688.8011,39705.563,15211.6848
1148,13.5652,39927.7881,39705.563,15211.6848
1149,13.5771,39600.8305,39705.563,15211.6848
1150,13.5889,39006.1907,39705.563,15211.6848
1151,13.6007,39435.7808,39705.563,15211.6848
1152,13.6125,40005.9144,39705.563,15211.6848
1153,13.6243,39268.0081,39705.563,15211.6848
1154,13.6361,39655.9169,39705.563,15211.6848
1155,13.6479,40817.7579,39705.563,15211.6848
1156,13.6598,39875.0057,39705.563,15211.6848
1157,13.6716,39765.0424,39705.563,15211.6848
1158,13.6834,40429.6398,39705.563,15211.6848
1159,13.6952,39640.4173,39705.563,15211.6848
1160,13.707,39638.3227,39705.563,15211.6848
1161,13.7188,39190.7196,39705.563,15211.6848
