Name		O 1s	O 1s	O 1s				Name		C 1s	C 1s	C 1s	C 1s	C 1s				
Position		530.65	531.93	532.95				Position		284.71	289.11	290.48	285.93	287.20				
FWHM		1.88	1.88	1.88				FWHM		1.61	1.61	1.61	1.61	1.61				
Area		21507.22	34171.49	4553.06				Area		4057.69	435.18	705.72	1346.64	684.13				
Lineshape		GL(30)	GL(30)	GL(30)				Lineshape		GL(30)	GL(30)	GL(30)	GL(30)	GL(30)				

B.E.	Cycle 15:O 1s/48:CPS	O 1s/48:O 1s	O 1s/48:O 1s	O 1s/48:O 1s	Background	Envelope		B.E.	Cycle 15:C 1s/49:CPS	C 1s/49:C 1s	C 1s/49:C 1s	C 1s/49:C 1s	C 1s/49:C 1s	C 1s/49:C 1s	Background	Envelope		
5.358600e+002	9.095023e+002	9.095034e+002	9.106471e+002	9.177163e+002	9.095023e+002	9.188622e+002		2.928600e+002	7.085098e+002	7.085098e+002	7.085118e+002	7.108275e+002	7.085098e+002	7.085098e+002	7.085098e+002	7.108295e+002		
5.357600e+002	9.185520e+002	9.185540e+002	9.203221e+002	9.301043e+002	9.185520e+002	9.318764e+002		2.927600e+002	7.328969e+002	7.142651e+002	7.142685e+002	7.176743e+002	7.142651e+002	7.142651e+002	7.142651e+002	7.176777e+002		
5.356600e+002	9.351433e+002	9.168811e+002	9.195887e+002	9.329720e+002	9.168776e+002	9.356866e+002		2.926600e+002	7.014504e+002	7.142509e+002	7.142568e+002	7.191837e+002	7.142509e+002	7.142509e+002	7.142509e+002	7.191897e+002		
5.355600e+002	9.932127e+002	9.152044e+002	9.193117e+002	9.374101e+002	9.151985e+002	9.415293e+002		2.925600e+002	7.386728e+002	7.142238e+002	7.142340e+002	7.212842e+002	7.142238e+002	7.142238e+002	7.142238e+002	7.212944e+002		
5.354600e+002	1.015083e+003	9.135249e+002	9.196969e+002	9.438798e+002	9.135148e+002	9.500720e+002		2.924600e+002	7.078681e+002	7.142167e+002	7.142339e+002	7.241881e+002	7.142167e+002	7.142167e+002	7.142167e+002	7.242053e+002		
5.353600e+002	1.012821e+003	9.118439e+002	9.210311e+002	9.529461e+002	9.118269e+002	9.621674e+002		2.923600e+002	6.905404e+002	7.141905e+002	7.142191e+002	7.280632e+002	7.141905e+002	7.141905e+002	7.141905e+002	7.280918e+002		
5.352600e+002	1.057315e+003	9.101631e+002	9.237106e+002	9.652891e+002	9.101347e+002	9.788933e+002		2.922600e+002	7.328969e+002	7.141697e+002	7.142169e+002	7.332788e+002	7.141697e+002	7.141697e+002	7.141697e+002	7.333259e+002		
5.351600e+002	1.103318e+003	9.084854e+002	9.282754e+002	9.817137e+002	9.084386e+002	1.001597e+003		2.921600e+002	7.662688e+002	7.141119e+002	7.141881e+002	7.400229e+002	7.141119e+002	7.141119e+002	7.141119e+002	7.400991e+002		
5.350600e+002	1.113876e+003	9.068152e+002	9.354662e+002	1.003154e+003	9.067388e+002	1.031958e+003		2.920600e+002	7.521499e+002	7.140697e+002	7.141919e+002	7.487639e+002	7.140697e+002	7.140697e+002	7.140697e+002	7.488861e+002		
5.349600e+002	1.180995e+003	9.051591e+002	9.462849e+002	1.030673e+003	9.050354e+002	1.072046e+003		2.919600e+002	7.656270e+002	7.140124e+002	7.142057e+002	7.598378e+002	7.140124e+002	7.140124e+002	7.140124e+002	7.600311e+002		
5.348600e+002	1.265460e+003	9.035270e+002	9.619981e+002	1.065444e+003	9.033288e+002	1.124312e+003		2.918600e+002	7.900141e+002	7.139281e+002	7.142288e+002	7.735279e+002	7.139281e+002	7.139281e+002	7.139281e+002	7.738287e+002		
5.347600e+002	1.315234e+003	9.019340e+002	9.842763e+002	1.108735e+003	9.016194e+002	1.191707e+003		2.917600e+002	8.304454e+002	7.137987e+002	7.142633e+002	7.903651e+002	7.137987e+002	7.137988e+002	7.137987e+002	7.908297e+002		
5.346600e+002	1.407994e+003	9.004021e+002	1.015259e+003	1.161859e+003	8.999073e+002	1.277705e+003		2.916600e+002	8.137595e+002	7.136878e+002	7.143930e+002	8.104804e+002	7.136878e+002	7.136878e+002	7.136878e+002	8.111857e+002		
5.345600e+002	1.472851e+003	8.989638e+002	1.057651e+003	1.226114e+003	8.981929e+002	1.386343e+003		2.915600e+002	8.561160e+002	7.135297e+002	7.145894e+002	8.340705e+002	7.135297e+002	7.135298e+002	7.135297e+002	8.351303e+002		
5.344600e+002	1.616893e+003	8.976677e+002	1.114820e+003	1.302812e+003	8.964767e+002	1.522346e+003		2.914600e+002	9.016814e+002	7.133208e+002	7.148923e+002	8.611094e+002	7.133208e+002	7.133210e+002	7.133208e+002	8.626809e+002		
5.343600e+002	1.772247e+003	8.965830e+002	1.190898e+003	1.392894e+003	8.947591e+002	1.690857e+003		2.913600e+002	9.260685e+002	7.130847e+002	7.153789e+002	8.912320e+002	7.130847e+002	7.130850e+002	7.130847e+002	8.935265e+002		
5.342600e+002	1.952489e+003	8.958073e+002	1.290874e+003	1.496972e+003	8.930408e+002	1.897572e+003		2.912600e+002	9.722757e+002	7.127970e+002	7.161186e+002	9.240066e+002	7.127970e+002	7.127975e+002	7.127970e+002	9.273288e+002		
5.341600e+002	2.165913e+003	8.954787e+002	1.420664e+003	1.615205e+003	8.913223e+002	2.148703e+003		2.911600e+002	9.652163e+002	7.125168e+002	7.172482e+002	9.584145e+002	7.125168e+002	7.125177e+002	7.125168e+002	9.631469e+002		
5.340600e+002	2.436652e+003	8.957898e+002	1.587153e+003	1.747104e+003	8.896044e+002	2.450838e+003		2.910600e+002	9.883199e+002	7.122106e+002	7.188715e+002	9.931950e+002	7.122106e+002	7.122123e+002	7.122106e+002	9.998576e+002		
5.339600e+002	2.758673e+003	8.970056e+002	1.798188e+003	1.891371e+003	8.878881e+002	2.810789e+003		2.909600e+002	1.033243e+003	7.118543e+002	7.211117e+002	1.026702e+003	7.118543e+002	7.118573e+002	7.118543e+002	1.035963e+003		
5.338600e+002	3.250377e+003	8.994872e+002	2.062491e+003	2.045772e+003	8.861744e+002	3.235402e+003		2.908600e+002	1.025542e+003	7.115061e+002	7.241746e+002	1.057301e+003	7.115061e+002	7.115113e+002	7.115061e+002	1.069974e+003		
5.337600e+002	3.699095e+003	9.037201e+002	2.389484e+003	2.207048e+003	8.844649e+002	3.731322e+003		2.907600e+002	1.092286e+003	7.110834e+002	7.282471e+002	1.082785e+003	7.110834e+002	7.110924e+002	7.110834e+002	1.099958e+003		
5.336600e+002	4.165913e+003	9.103492e+002	2.788993e+003	2.370898e+003	8.827610e+002	4.304718e+003		2.906600e+002	1.074317e+003	7.106802e+002	7.335713e+002	1.101782e+003	7.106802e+002	7.106956e+002	7.106802e+002	1.124689e+003		
5.335600e+002	4.834087e+003	9.202202e+002	3.270806e+003	2.532073e+003	8.810643e+002	4.960971e+003		2.905600e+002	1.121165e+003	7.102246e+002	7.403481e+002	1.112770e+003	7.102246e+002	7.102506e+002	7.102246e+002	1.142920e+003		
5.334600e+002	5.681750e+003	9.344289e+002	3.844066e+003	2.684580e+003	8.793768e+002	5.704322e+003		2.904600e+002	1.131434e+003	7.097570e+002	7.488599e+002	1.114738e+003	7.097571e+002	7.098003e+002	7.097570e+002	1.153884e+003		
5.333600e+002	6.496983e+003	9.543758e+002	4.516489e+003	2.822017e+003	8.777013e+002	6.537480e+003		2.903600e+002	1.145553e+003	7.092733e+002	7.592398e+002	1.107893e+003	7.092734e+002	7.093446e+002	7.092733e+002	1.157931e+003		
5.332600e+002	7.444947e+003	9.818258e+002	5.293412e+003	2.938016e+003	8.760402e+002	7.461173e+003		2.902600e+002	1.193685e+003	7.087356e+002	7.717382e+002	1.092210e+003	7.087358e+002	7.088513e+002	7.087356e+002	1.155328e+003		
5.331600e+002	8.475867e+003	1.018972e+003	6.176686e+003	3.026763e+003	8.743964e+002	8.473628e+003		2.901600e+002	1.162880e+003	7.082315e+002	7.863887e+002	1.069227e+003	7.082318e+002	7.084164e+002	7.082315e+002	1.147569e+003		
5.330600e+002	9.567873e+003	1.068497e+003	7.163493e+003	3.083528e+003	8.727731e+002	9.569971e+003		2.900600e+002	1.123733e+003	7.077703e+002	8.031974e+002	1.040448e+003	7.077709e+002	7.080637e+002	7.077703e+002	1.136169e+003		
5.329600e+002	1.075943e+004	1.133630e+003	8.245155e+003	3.105133e+003	8.711737e+002	1.074157e+004		2.899600e+002	1.126941e+003	7.073050e+002	8.219282e+002	1.007509e+003	7.073062e+002	7.077622e+002	7.073050e+002	1.122590e+003		
5.328600e+002	1.209578e+004	1.218191e+003	9.406481e+003	3.090286e+003	8.696019e+002	1.197575e+004		2.898600e+002	1.171865e+003	7.067893e+002	8.420622e+002	9.723826e+002	7.067915e+002	7.074953e+002	7.067893e+002	1.108364e+003		
5.327600e+002	1.325113e+004	1.326612e+003	1.062356e+004	3.039719e+003	8.680617e+002	1.325377e+004		2.897600e+002	1.143627e+003	7.063044e+002	8.631173e+002	9.368068e+002	7.063083e+002	7.073794e+002	7.063044e+002	1.094699e+003		
5.326600e+002	1.458145e+004	1.463923e+003	1.186476e+004	2.956112e+003	8.665566e+002	1.455168e+004		2.896600e+002	1.065974e+003	7.059052e+002	8.842724e+002	9.023159e+002	7.059121e+002	7.075171e+002	7.059052e+002	1.082302e+003		
5.325600e+002	1.588537e+004	1.635696e+003	1.309151e+004	2.843811e+003	8.650906e+002	1.584084e+004		2.895600e+002	1.071749e+003	7.054991e+002	9.044329e+002	8.699098e+002	7.055111e+002	7.078965e+002	7.054991e+002	1.071253e+003		
5.324600e+002	1.717119e+004	1.847921e+003	1.425939e+004	2.708391e+003	8.636679e+002	1.708837e+004		2.894600e+002	1.051213e+003	7.051154e+002	9.224395e+002	8.405127e+002	7.051361e+002	7.086218e+002	7.051153e+002	1.061364e+003		
5.323600e+002	1.837104e+004	2.106806e+003	1.532053e+004	2.556129e+003	8.622922e+002	1.825888e+004		2.893600e+002	1.056347e+003	7.047255e+002	9.372540e+002	8.143704e+002	7.047607e+002	7.097988e+002	7.047255e+002	1.052008e+003		
5.322600e+002	1.924585e+004	2.419061e+003	1.622684e+004	2.393450e+003	8.609673e+002	1.931742e+004		2.892600e+002	1.016558e+003	7.043795e+002	9.476918e+002	7.918451e+002	7.044386e+002	7.116236e+002	7.043793e+002	1.042461e+003		
5.321600e+002	2.020664e+004	2.789947e+003	1.693390e+004	2.226675e+003	8.596957e+002	2.023113e+004		2.891600e+002	9.812604e+002	7.040722e+002	9.531374e+002	7.727989e+002	7.041706e+002	7.142598e+002	7.040720e+002	1.032151e+003		
5.320600e+002	2.077903e+004	3.224036e+003	1.740491e+004	2.061275e+003	8.584806e+002	2.097326e+004		2.890600e+002	1.006289e+003	7.037370e+002	9.530894e+002	7.569025e+002	7.038973e+002	7.179290e+002	7.037365e+002	1.020609e+003		
5.319600e+002	2.139819e+004	3.724341e+003	1.761432e+004	1.901806e+003	8.573236e+002	2.152582e+004		2.889600e+002	1.013349e+003	7.033938e+002	9.473611e+002	7.440157e+002	7.036540e+002	7.228539e+002	7.033928e+002	1.007707e+003		
5.318600e+002	2.172097e+004	4.291542e+003	1.755051e+004	1.751797e+003	8.562266e+002	2.188139e+004		2.888600e+002	1.013349e+003	7.030505e+002	9.366310e+002	7.336091e+002	7.034653e+002	7.294033e+002	7.030488e+002	9.939640e+002		
5.317600e+002	2.215158e+004	4.923233e+003	1.721696e+004	1.613736e+003	8.551908e+002	2.204355e+004		2.887600e+002	9.908869e+002	7.027324e+002	9.214482e+002	7.254261e+002	7.033854e+002	7.379471e+002	7.027293e+002	9.800221e+002		
5.316600e+002	2.217195e+004	5.613186e+003	1.663196e+004	1.489147e+003	8.542174e+002	2.202586e+004		2.886600e+002	9.440380e+002	7.024672e+002	9.029816e+002	7.190974e+002	7.034840e+002	7.488013e+002	7.024614e+002	9.669858e+002		
5.315600e+002	2.198341e+004	6.350723e+003	1.582660e+004	1.378712e+003	8.533066e+002	2.184942e+004		2.885600e+002	9.498139e+002	7.021972e+002	8.823038e+002	7.141922e+002	7.037531e+002	7.624523e+002	7.021869e+002	9.561511e+002		
5.314600e+002	2.167044e+004	7.120316e+003	1.484165e+004	1.282421e+003	8.524579e+002	2.153947e+004		2.884600e+002	9.389039e+002	7.019425e+002	8.605171e+002	7.105065e+002	7.043059e+002	7.790619e+002	7.019241e+002	9.486374e+002		
5.313600e+002	2.103017e+004	7.901531e+003	1.372372e+004	1.199738e+003	8.516704e+002	2.112165e+004		2.883600e+002	9.889616e+002	7.016378e+002	8.386259e+002	7.076451e+002	7.051696e+002	7.989077e+002	7.016055e+002	9.455642e+002		
5.312600e+002	2.051961e+004	8.669462e+003	1.252122e+004	1.129747e+003	8.509423e+002	2.061855e+004		2.882600e+002	9.774098e+002	7.013551e+002	8.175610e+002	7.054977e+002	7.065636e+002	8.222033e+002	7.012993e+002	9.479834e+002		
5.311600e+002	2.002262e+004	9.395721e+003	1.128079e+004	1.071294e+003	8.502721e+002	2.004726e+004		2.881600e+002	9.677833e+002	7.010990e+002	7.979521e+002	7.038876e+002	7.086966e+002	8.487607e+002	7.010035e+002	9.563819e+002		
5.310600e+002	1.947587e+004	1.005003e+004	1.004438e+004	1.023098e+003	8.496584e+002	1.941819e+004		2.880600e+002	9.530227e+002	7.008846e+002	7.801938e+002	7.026721e+002	7.117852e+002	8.784670e+002	7.007238e+002	9.711076e+002		
5.309600e+002	1.874284e+004	1.060232e+004	8.847360e+003	9.838430e+002	8.490996e+002	1.873533e+004		2.879600e+002	1.017199e+003	7.006395e+002	7.645393e+002	7.016793e+002	7.161258e+002	9.104468e+002	7.003725e+002	9.919407e+002		
5.308600e+002	1.803997e+004	1.102522e+004	7.717442e+003	9.522429e+002	8.485937e+002	1.799772e+004		2.878600e+002	1.030035e+003	7.004465e+002	7.509797e+002	7.008688e+002	7.221134e+002	9.438625e+002	7.000066e+002	1.018245e+003		
5.307600e+002	1.732655e+004	1.129651e+004	6.674519e+003	9.270916e+002	8.481384e+002	1.720185e+004		2.877600e+002	1.012065e+003	7.003715e+002	7.395696e+002	7.002219e+002	7.302594e+002	9.774461e+002	6.996602e+002	1.049228e+003		
5.306600e+002	1.611312e+004	1.140137e+004	5.732199e+003	9.072917e+002	8.477319e+002	1.634539e+004		2.876600e+002	1.128867e+003	7.003247e+002	7.299870e+002	6.995459e+002	7.410600e+002	1.009512e+003	6.991838e+002	1.083694e+003		
5.305600e+002	1.532051e+004	1.133389e+004	4.895500e+003	8.918690e+002	8.473704e+002	1.542651e+004		2.875600e+002	1.110897e+003	7.005302e+002	7.221314e+002	6.989560e+002	7.551491e+002	1.038286e+003	6.987267e+002	1.120145e+003		
5.304600e+002	1.444721e+004	1.109775e+004	4.164865e+003	8.799799e+002	8.470517e+002	1.444849e+004		2.874600e+002	1.138493e+003	7.010454e+002	7.158220e+002	6.983829e+002	7.733631e+002	1.062081e+003	6.982386e+002	1.157740e+003		
5.303600e+002	1.335897e+004	1.070581e+004	3.536693e+003	8.709075e+002	8.467732e+002	1.341986e+004		2.873600e+002	1.174432e+003	7.020456e+002	7.107176e+002	6.977993e+002	7.962865e+002	1.079229e+003	6.977100e+002	1.195238e+003		
5.302600e+002	1.235973e+004	1.017875e+004	3.004420e+003	8.640525e+002	8.465317e+002	1.235416e+004		2.872600e+002	1.216789e+003	7.037149e+002	7.066324e+002	6.971883e+002	8.245815e+002	1.088247e+003	6.971338e+002	1.231829e+003		
5.301600e+002	1.140498e+004	9.542826e+003	2.559561e+003	8.589282e+002	8.463243e+002	1.126867e+004		2.871600e+002	1.260429e+003	7.063978e+002	7.033590e+002	6.965415e+002	8.591124e+002	1.088799e+003	6.965086e+002	1.268176e+003		
5.300600e+002	1.025113e+004	8.827639e+003	2.192587e+003	8.551365e+002	8.461480e+002	1.018307e+004		2.870600e+002	1.270697e+003	7.105345e+002	7.007337e+002	6.958908e+002	9.000110e+002	1.080382e+003	6.958712e+002	1.304067e+003		
5.299600e+002	9.141026e+003	8.064606e+003	1.893625e+003	8.523499e+002	8.459997e+002	9.118581e+003		2.869600e+002	1.367604e+003	7.165343e+002	6.985465e+002	6.951371e+002	9.476317e+002	1.063809e+003	6.951256e+002	1.341156e+003		
5.298600e+002	8.092006e+003	7.282672e+003	1.652986e+003	8.503204e+002	8.458758e+002	8.094226e+003		2.868600e+002	1.368245e+003	7.253722e+002	6.967479e+002	6.943851e+002	1.001671e+003	1.040301e+003	6.943784e+002	1.380964e+003		
5.297600e+002	7.173454e+003	6.507563e+003	1.461536e+003	8.488552e+002	8.457735e+002	7.126407e+003		2.867600e+002	1.436914e+003	7.377002e+002	6.951744e+002	6.935580e+002	1.061210e+003	1.011154e+003	6.935542e+002	1.424580e+003		
5.296600e+002	6.230015e+003	5.760674e+003	1.310939e+003	8.478067e+002	8.456898e+002	6.228040e+003		2.866600e+002	1.527403e+003	7.547787e+002	6.937244e+002	6.926308e+002	1.125045e+003	9.783622e+002	6.926286e+002	1.474026e+003		
5.295600e+002	5.506787e+003	5.058535e+003	1.193783e+003	8.470626e+002	8.456221e+002	5.408136e+003		2.865600e+002	1.544731e+003	7.780549e+002	6.924114e+002	6.916839e+002	1.190969e+003	9.436606e+002	6.916827e+002	1.530049e+003		
5.294600e+002	4.652338e+003	4.412783e+003	1.103627e+003	8.465392e+002	8.455682e+002	4.671812e+003		2.864600e+002	1.609549e+003	8.088638e+002	6.911448e+002	6.906646e+002	1.256269e+003	9.086926e+002	6.906639e+002	1.592979e+003		
5.293600e+002	4.055807e+003	3.830502e+003	1.034986e+003	8.461740e+002	8.455256e+002	4.020611e+003		2.863600e+002	1.664100e+003	8.497155e+002	6.898958e+002	6.895837e+002	1.317683e+003	8.748027e+002	6.895834e+002	1.663347e+003		
5.292600e+002	3.440422e+003	3.314820e+003	9.832743e+002	8.459214e+002	8.454925e+002	3.453031e+003		2.862600e+002	1.720575e+003	9.019947e+002	6.886391e+002	6.884391e+002	1.371892e+003	8.431221e+002	6.884389e+002	1.740331e+003		
5.291600e+002	2.946456e+003	2.865630e+003	9.447206e+002	8.457481e+002	8.454670e+002	2.965164e+003		2.861600e+002	1.818123e+003	9.682149e+002	6.873121e+002	6.871851e+002	1.414734e+003	8.141631e+002	6.871850e+002	1.822870e+003		
5.290600e+002	2.495475e+003	2.480342e+003	9.162724e+002	8.456302e+002	8.454478e+002	2.551349e+003		2.860600e+002	1.880375e+003	1.050644e+003	6.859397e+002	6.858606e+002	1.443947e+003	7.884749e+002	6.858605e+002	1.911424e+003		
5.289600e+002	2.090498e+003	2.154609e+003	8.954953e+002	8.455508e+002	8.454335e+002	2.204788e+003		2.859600e+002	1.972147e+003	1.150542e+003	6.844817e+002	6.844327e+002	1.456798e+003	7.660848e+002	6.844327e+002	2.004608e+003		
5.288600e+002	1.816742e+003	1.882962e+003	8.804747e+002	8.454976e+002	8.454229e+002	1.918088e+003		2.858600e+002	2.090874e+003	1.270581e+003	6.829014e+002	6.828715e+002	1.452211e+003	7.468172e+002	6.828715e+002	2.103896e+003		
5.287600e+002	1.597285e+003	1.659348e+003	8.697254e+002	8.454622e+002	8.454151e+002	1.683705e+003		2.857600e+002	2.226287e+003	1.410205e+003	6.811762e+002	6.811583e+002	1.430930e+003	7.305991e+002	6.811583e+002	2.209436e+003		
5.286600e+002	1.422323e+003	1.477554e+003	8.621104e+002	8.454390e+002	8.454096e+002	1.494285e+003		2.856600e+002	2.315492e+003	1.569466e+003	6.793549e+002	6.793442e+002	1.393429e+003	7.169779e+002	6.793442e+002	2.321194e+003		
5.285600e+002	1.287330e+003	1.331525e+003	8.567746e+002	8.454240e+002	8.454058e+002	1.342912e+003		2.855600e+002	2.436144e+003	1.746529e+003	6.774003e+002	6.773941e+002	1.343205e+003	7.056638e+002	6.773941e+002	2.440616e+003		
5.284600e+002	1.141780e+003	1.215583e+003	8.530787e+002	8.454145e+002	8.454033e+002	1.223269e+003		2.854600e+002	2.607496e+003	1.936947e+003	6.752553e+002	6.752517e+002	1.283039e+003	6.962073e+002	6.752517e+002	2.565694e+003		
5.283600e+002	1.069382e+003	1.124566e+003	8.505352e+002	8.454084e+002	8.454017e+002	1.129706e+003		2.853600e+002	2.727506e+003	2.135523e+003	6.729757e+002	6.729736e+002	1.216534e+003	6.882664e+002	6.729736e+002	2.694378e+003		
5.282600e+002	9.856712e+002	1.053904e+003	8.488020e+002	8.454048e+002	8.454007e+002	1.057309e+003		2.852600e+002	2.876396e+003	2.334046e+003	6.705290e+002	6.705278e+002	1.147244e+003	6.815805e+002	6.705278e+002	2.821816e+003		
5.281600e+002	9.411765e+002	9.996380e+002	8.476325e+002	8.454026e+002	8.454002e+002	1.001873e+003		2.851600e+002	2.925170e+003	2.523271e+003	6.680257e+002	6.680251e+002	1.078345e+003	6.758896e+002	6.680251e+002	2.941456e+003		
5.280600e+002	8.921569e+002	9.584082e+002	8.468513e+002	8.454013e+002	8.453999e+002	9.598611e+002		2.850600e+002	3.029778e+003	2.692081e+003	6.654039e+002	6.654035e+002	1.012245e+003	6.709297e+002	6.654035e+002	3.044449e+003		
5.279600e+002	8.589744e+002	9.274568e+002	8.463346e+002	8.454006e+002	8.453998e+002	9.283924e+002		2.849600e+002	3.083045e+003	2.831106e+003	6.627201e+002	6.627199e+002	9.508755e+002	6.665574e+002	6.627199e+002	3.123100e+003		
5.278600e+002	8.717949e+002	9.044540e+002	8.459960e+002	8.454002e+002	8.453997e+002	9.050508e+002		2.848600e+002	3.091387e+003	2.928852e+003	6.600241e+002	6.600240e+002	8.955847e+002	6.626453e+002	6.600240e+002	3.167034e+003		
5.277600e+002	8.469080e+002	8.875026e+002	8.457765e+002	8.454000e+002	8.453997e+002	8.878797e+002		2.847600e+002	3.165832e+003	2.979627e+003	6.572426e+002	6.572425e+002	8.466201e+002	6.590193e+002	6.572425e+002	3.170782e+003		
5.276600e+002	8.408748e+002	8.751370e+002	8.456356e+002	8.453999e+002	8.453997e+002	8.753730e+002		2.846600e+002	3.141445e+003	2.979419e+003	6.544851e+002	6.544850e+002	8.045776e+002	6.556702e+002	6.544850e+002	3.130697e+003		
5.275600e+002	8.484163e+002	8.692237e+002	8.485625e+002	8.484164e+002	8.484163e+002	8.693700e+002		2.845600e+002	3.025927e+003	2.926496e+003	6.518527e+002	6.518527e+002	7.689883e+002	6.526331e+002	6.518527e+002	3.044412e+003		
5.274600e+002	7.707391e+002	7.851622e+002	7.708288e+002	7.707391e+002	7.707391e+002	7.852521e+002		2.844600e+002	2.989988e+003	2.826984e+003	6.492573e+002	6.492573e+002	7.393247e+002	6.497659e+002	6.492573e+002	2.917560e+003		
5.273600e+002	7.616893e+002	7.715936e+002	7.617439e+002	7.616893e+002	7.616893e+002	7.716482e+002		2.843600e+002	2.786549e+003	2.685932e+003	6.468849e+002	6.468849e+002	7.152581e+002	6.472105e+002	6.468849e+002	2.754631e+003		
5.272600e+002	7.511312e+002	7.578688e+002	7.511641e+002	7.511312e+002	7.511312e+002	7.579017e+002		2.842600e+002	2.527917e+003	2.514113e+003	6.447969e+002	6.447969e+002	6.958973e+002	6.450040e+002	6.447969e+002	2.565421e+003		
5.271600e+002	7.662142e+002	7.707545e+002	7.662338e+002	7.662142e+002	7.662142e+002	7.707741e+002		2.841600e+002	2.358491e+003	2.321931e+003	6.428947e+002	6.428947e+002	6.806407e+002	6.430242e+002	6.428947e+002	2.359807e+003		
5.270600e+002	7.503771e+002	7.534080e+002	7.503887e+002	7.503771e+002	7.503771e+002	7.534196e+002		2.840600e+002	2.203825e+003	2.119499e+003	6.411620e+002	6.411620e+002	6.686528e+002	6.412420e+002	6.411620e+002	2.147070e+003		
5.269600e+002	7.579186e+002	7.599228e+002	7.579253e+002	7.579186e+002	7.579186e+002	7.599296e+002		2.839600e+002	1.937492e+003	1.916921e+003	6.397231e+002	6.397231e+002	6.594578e+002	6.397720e+002	6.397231e+002	1.936704e+003		
5.268600e+002	7.337858e+002	7.350986e+002	7.337897e+002	7.337858e+002	7.337858e+002	7.351026e+002		2.838600e+002	1.774483e+003	1.722130e+003	6.384635e+002	6.384635e+002	6.524836e+002	6.384928e+002	6.384635e+002	1.736180e+003		
5.267600e+002	7.119155e+002	7.127673e+002	7.119178e+002	7.119155e+002	7.119155e+002	7.127696e+002		2.837600e+002	1.538313e+003	1.541080e+003	6.374647e+002	6.374647e+002	6.472675e+002	6.374821e+002	6.374647e+002	1.550901e+003		
5.266600e+002	7.307692e+002	7.313166e+002	7.307705e+002	7.307692e+002	7.307692e+002	7.313179e+002		2.836600e+002	1.371454e+003	1.377340e+003	6.366499e+002	6.366499e+002	6.434313e+002	6.366602e+002	6.366499e+002	1.384132e+003		
								2.835600e+002	1.210371e+003	1.234048e+003	6.360131e+002	6.360131e+002	6.406419e+002	6.360190e+002	6.360131e+002	1.238683e+003		
								2.834600e+002	1.091002e+003	1.110557e+003	6.355080e+002	6.355080e+002	6.386192e+002	6.355114e+002	6.355080e+002	1.113672e+003		
								2.833600e+002	9.536645e+002	1.007092e+003	6.351549e+002	6.351549e+002	6.372291e+002	6.351568e+002	6.351549e+002	1.009168e+003		
								2.832600e+002	8.734437e+002	9.219494e+002	6.348904e+002	6.348904e+002	6.362499e+002	6.348914e+002	6.348904e+002	9.233100e+002		
								2.831600e+002	8.567578e+002	8.527553e+002	6.346441e+002	6.346441e+002	6.355259e+002	6.346447e+002	6.346441e+002	8.536377e+002		
								2.830600e+002	7.649852e+002	7.983543e+002	6.344994e+002	6.344994e+002	6.350642e+002	6.344997e+002	6.344994e+002	7.989194e+002		
								2.829600e+002	7.534334e+002	7.555748e+002	6.343674e+002	6.343674e+002	6.347229e+002	6.343676e+002	6.343674e+002	7.559305e+002		
								2.828600e+002	7.213451e+002	7.227819e+002	6.342708e+002	6.342708e+002	6.344934e+002	6.342709e+002	6.342708e+002	7.230045e+002		
								2.827600e+002	6.963163e+002	6.980335e+002	6.342020e+002	6.342020e+002	6.343388e+002	6.342020e+002	6.342020e+002	6.981704e+002		
								2.826600e+002	6.539597e+002	6.794847e+002	6.341800e+002	6.341800e+002	6.342632e+002	6.341801e+002	6.341800e+002	6.795678e+002		
								2.825600e+002	6.462585e+002	6.660408e+002	6.341666e+002	6.341666e+002	6.342166e+002	6.341666e+002	6.341666e+002	6.660908e+002		
								2.824600e+002	6.828392e+002	6.561890e+002	6.341126e+002	6.341126e+002	6.341420e+002	6.341126e+002	6.341126e+002	6.562185e+002		
								2.823600e+002	6.443332e+002	6.491975e+002	6.341013e+002	6.341013e+002	6.341186e+002	6.341013e+002	6.341013e+002	6.492148e+002		
								2.822600e+002	6.193043e+002	6.442944e+002	6.340849e+002	6.340849e+002	6.340948e+002	6.340849e+002	6.340849e+002	6.443044e+002		
								2.821600e+002	6.520344e+002	6.408535e+002	6.340649e+002	6.340649e+002	6.340706e+002	6.340649e+002	6.340649e+002	6.408592e+002		
								2.820600e+002	6.308561e+002	6.353363e+002	6.308561e+002	6.308561e+002	6.308593e+002	6.308561e+002	6.308561e+002	6.353395e+002		
								2.819600e+002	6.469003e+002	6.498105e+002	6.469003e+002	6.469003e+002	6.469020e+002	6.469003e+002	6.469003e+002	6.498123e+002		
								2.818600e+002	6.417661e+002	6.436310e+002	6.417661e+002	6.417661e+002	6.417671e+002	6.417661e+002	6.417661e+002	6.436320e+002		
								2.817600e+002	6.456167e+002	6.468006e+002	6.456167e+002	6.456167e+002	6.456173e+002	6.456167e+002	6.456167e+002	6.468011e+002		
								2.816600e+002	6.289308e+002	6.296687e+002	6.289308e+002	6.289308e+002	6.289311e+002	6.289308e+002	6.289308e+002	6.296689e+002		
								2.815600e+002	6.565268e+002	6.569835e+002	6.565268e+002	6.565268e+002	6.565269e+002	6.565268e+002	6.565268e+002	6.569837e+002		
