pixel,y_um,intensity,bg_mean,bg_std
64,0.7563,24553.654,24278.2946,14827.2537
65,0.7681,23826.0708,24278.2946,14827.2537
66,0.7799,25964.4696,24278.2946,14827.2537
67,0.7917,24661.0291,24278.2946,14827.2537
68,0.8035,24696.0427,24278.2946,14827.2537
69,0.8153,25509.059,24278.2946,14827.2537
70,0.8271,25106.6358,24278.2946,14827.2537
71,0.839,24976.1517,24278.2946,14827.2537
72,0.8508,24979.4196,24278.2946,14827.2537
73,0.8626,25327.2216,24278.2946,14827.2537
74,0.8744,25364.5695,24278.2946,14827.2537
75,0.8862,25578.1526,24278.2946,14827.2537
76,0.898,23877.4242,24278.2946,14827.2537
77,0.9099,24180.4087,24278.2946,14827.2537
78,0.9217,24948.6076,24278.2946,14827.2537
79,0.9335,25446.0345,24278.2946,14827.2537
80,0.9453,24877.8801,24278.2946,14827.2537
81,0.9571,24899.822,24278.2946,14827.2537
82,0.9689,25760.4569,24278.2946,14827.2537
83,0.9808,26267.2207,24278.2946,14827.2537
84,0.9926,25017.0009,24278.2946,14827.2537
85,1.0044,24757.9001,24278.2946,14827.2537
86,1.0162,26210.4986,24278.2946,14827.2537
87,1.028,27110.1153,24278.2946,14827.2537
88,1.0398,27371.317,24278.2946,14827.2537
89,1.0517,26909.1371,24278.2946,14827.2537
90,1.0635,27242.9337,24278.2946,14827.2537
91,1.0753,27346.8074,24278.2946,14827.2537
92,1.0871,28286.8065,24278.2946,14827.2537
93,1.0989,28544.5068,24278.2946,14827.2537
94,1.1107,28677.0917,24278.2946,14827.2537
95,1.1226,28203.0073,24278.2946,14827.2537
96,1.1344,28994.3152,24278.2946,14827.2537
97,1.1462,27558.0563,24278.2946,14827.2537
98,1.158,26880.8928,24278.2946,14827.2537
99,1.1698,25896.5431,24278.2946,14827.2537
100,1.1816,24197.9155,24278.2946,14827.2537
101,1.1935,22094.9973,24278.2946,14827.2537
102,1.2053,20689.5504,24278.2946,14827.2537
103,1.2171,18144.2934,24278.2946,14827.2537
104,1.2289,15837.8292,24278.2946,14827.2537
105,1.2407,14502.6431,24278.2946,14827.2537
106,1.2525,13545.8374,24278.2946,14827.2537
107,1.2644,13584.8193,24278.2946,14827.2537
108,1.2762,12896.6848,24278.2946,14827.2537
109,1.288,11534.4214,24278.2946,14827.2537
110,1.2998,11917.9373,24278.2946,14827.2537
111,1.3116,11645.0645,24278.2946,14827.2537
112,1.3234,11351.8837,24278.2946,14827.2537
113,1.3353,11602.1144,24278.2946,14827.2537
114,1.3471,11357.2525,24278.2946,14827.2537
115,1.3589,11588.109,24278.2946,14827.2537
116,1.3707,11149.505,24278.2946,14827.2537
117,1.3825,11498.4741,24278.2946,14827.2537
118,1.3943,11141.802,24278.2946,14827.2537
119,1.4062,12041.8856,24278.2946,14827.2537
120,1.418,11983.5295,24278.2946,14827.2537
121,1.4298,12131.287,24278.2946,14827.2537
122,1.4416,11332.743,24278.2946,14827.2537
123,1.4534,11734.2325,24278.2946,14827.2537
124,1.4652,11607.95,24278.2946,14827.2537
125,1.4771,10819.2098,24278.2946,14827.2537
126,1.4889,11927.0409,24278.2946,14827.2537
127,1.5007,11822,24278.2946,14827.2537
128,1.5125,12379.1835,24278.2946,14827.2537
129,1.5243,11825.5014,24278.2946,14827.2537
130,1.5361,11396.2343,24278.2946,14827.2537
131,1.5479,12112.1462,24278.2946,14827.2537
132,1.5598,11524.6176,24278.2946,14827.2537
133,1.5716,11702.4868,24278.2946,14827.2537
134,1.5834,12343.703,24278.2946,14827.2537
135,1.5952,11822.2334,24278.2946,14827.2537
136,1.607,11174.248,24278.2946,14827.2537
137,1.6188,11863.5495,24278.2946,14827.2537
138,1.6307,12514.3361,24278.2946,14827.2537
139,1.6425,12289.0817,24278.2946,14827.2537
140,1.6543,11712.0572,24278.2946,14827.2537
141,1.6661,12204.8156,24278.2946,14827.2537
142,1.6779,12045.3869,24278.2946,14827.2537
143,1.6897,12419.099,24278.2946,14827.2537
144,1.7016,11005.9491,24278.2946,14827.2537
145,1.7134,11627.7911,24278.2946,14827.2537
146,1.7252,11458.3252,24278.2946,14827.2537
147,1.737,12124.2843,24278.2946,14827.2537
148,1.7488,12365.4114,24278.2946,14827.2537
149,1.7606,11978.3942,24278.2946,14827.2537
150,1.7725,12733.2879,24278.2946,14827.2537
151,1.7843,12098.8411,24278.2946,14827.2537
152,1.7961,11827.1353,24278.2946,14827.2537
153,1.8079,11740.535,24278.2946,14827.2537
154,1.8197,12342.7693,24278.2946,14827.2537
155,1.8315,11859.5813,24278.2946,14827.2537
156,1.8434,11896.6957,24278.2946,14827.2537
157,1.8552,11593.4777,24278.2946,14827.2537
158,1.867,11633.1599,24278.2946,14827.2537
159,1.8788,11873.8202,24278.2946,14827.2537
160,1.8906,11853.9791,24278.2946,14827.2537
161,1.9024,12093.4723,24278.2946,14827.2537
162,1.9143,12698.7411,24278.2946,14827.2537
163,1.9261,11797.7239,24278.2946,14827.2537
164,1.9379,11796.7902,24278.2946,14827.2537
165,1.9497,11853.5123,24278.2946,14827.2537
166,1.9615,12617.743,24278.2946,14827.2537
167,1.9733,11978.1608,24278.2946,14827.2537
168,1.9852,11578.5386,24278.2946,14827.2537
169,1.997,12218.3542,24278.2946,14827.2537
170,2.0088,12435.2053,24278.2946,14827.2537
171,2.0206,12003.1371,24278.2946,14827.2537
172,2.0324,11501.9755,24278.2946,14827.2537
173,2.0442,11572.2361,24278.2946,14827.2537
174,2.0561,11935.6776,24278.2946,14827.2537
175,2.0679,11600.247,24278.2946,14827.2537
176,2.0797,11882.4569,24278.2946,14827.2537
177,2.0915,11095.8174,24278.2946,14827.2537
178,2.1033,11786.0527,24278.2946,14827.2537
179,2.1151,11567.5677,24278.2946,14827.2537
180,2.127,12927.03,24278.2946,14827.2537
181,2.1388,12667.2289,24278.2946,14827.2537
182,2.1506,11799.8247,24278.2946,14827.2537
183,2.1624,12601.8701,24278.2946,14827.2537
184,2.1742,12765.9673,24278.2946,14827.2537
185,2.186,11938.4787,24278.2946,14827.2537
186,2.1979,11726.5295,24278.2946,14827.2537
187,2.2097,11725.129,24278.2946,14827.2537
188,2.2215,12152.9955,24278.2946,14827.2537
189,2.2333,11656.0354,24278.2946,14827.2537
190,2.2451,11645.2979,24278.2946,14827.2537
191,2.2569,11641.3297,24278.2946,14827.2537
192,2.2688,11811.7293,24278.2946,14827.2537
193,2.2806,12090.6712,24278.2946,14827.2537
194,2.2924,11541.4242,24278.2946,14827.2537
195,2.3042,11739.8347,24278.2946,14827.2537
196,2.316,11538.3896,24278.2946,14827.2537
197,2.3278,11932.8765,24278.2946,14827.2537
198,2.3396,11621.7221,24278.2946,14827.2537
199,2.3515,11615.4196,24278.2946,14827.2537
200,2.3633,11833.4378,24278.2946,14827.2537
201,2.3751,12181.0064,24278.2946,14827.2537
202,2.3869,12327.8302,24278.2946,14827.2537
203,2.3987,12830.8592,24278.2946,14827.2537
204,2.4105,12436.3724,24278.2946,14827.2537
205,2.4224,12537.9119,24278.2946,14827.2537
206,2.4342,11945.4814,24278.2946,14827.2537
207,2.446,11867.2843,24278.2946,14827.2537
208,2.4578,11903.6985,24278.2946,14827.2537
209,2.4696,12019.9437,24278.2946,14827.2537
210,2.4814,11552.6285,24278.2946,14827.2537
211,2.4933,12502.8983,24278.2946,14827.2537
212,2.5051,12063.8274,24278.2946,14827.2537
213,2.5169,12168.6349,24278.2946,14827.2537
214,2.5287,12143.1916,24278.2946,14827.2537
215,2.5405,12367.0454,24278.2946,14827.2537
216,2.5523,12625.9128,24278.2946,14827.2537
217,2.5642,12321.5277,24278.2946,14827.2537
218,2.576,11763.1771,24278.2946,14827.2537
219,2.5878,11971.6249,24278.2946,14827.2537
220,2.5996,12036.9837,24278.2946,14827.2537
221,2.6114,12114.9473,24278.2946,14827.2537
222,2.6232,11958.7866,24278.2946,14827.2537
223,2.6351,12845.7984,24278.2946,14827.2537
224,2.6469,11520.416,24278.2946,14827.2537
225,2.6587,11313.3688,24278.2946,14827.2537
226,2.6705,12088.337,24278.2946,14827.2537
227,2.6823,11841.3742,24278.2946,14827.2537
228,2.6941,11861.2153,24278.2946,14827.2537
229,2.706,12107.4777,24278.2946,14827.2537
230,2.7178,11601.1807,24278.2946,14827.2537
231,2.7296,12152.762,24278.2946,14827.2537
232,2.7414,11608.6503,24278.2946,14827.2537
233,2.7532,12029.5141,24278.2946,14827.2537
234,2.765,11627.5577,24278.2946,14827.2537
235,2.7769,12155.0963,24278.2946,14827.2537
236,2.7887,11970.9246,24278.2946,14827.2537
237,2.8005,11890.8601,24278.2946,14827.2537
238,2.8123,11972.5586,24278.2946,14827.2537
239,2.8241,12056.5913,24278.2946,14827.2537
240,2.8359,12204.3488,24278.2946,14827.2537
241,2.8478,11955.0518,24278.2946,14827.2537
242,2.8596,12267.6067,24278.2946,14827.2537
243,2.8714,12426.3351,24278.2946,14827.2537
244,2.8832,11631.2925,24278.2946,14827.2537
245,2.895,12248.9328,24278.2946,14827.2537
246,2.9068,11980.0282,24278.2946,14827.2537
247,2.9187,11191.0545,24278.2946,14827.2537
248,2.9305,11946.6485,24278.2946,14827.2537
249,2.9423,12281.3787,24278.2946,14827.2537
250,2.9541,12559.3869,24278.2946,14827.2537
251,2.9659,12811.485,24278.2946,14827.2537
252,2.9777,11619.1544,24278.2946,14827.2537
253,2.9896,11693.3833,24278.2946,14827.2537
254,3.0014,12093.2389,24278.2946,14827.2537
255,3.0132,11957.1526,24278.2946,14827.2537
256,3.025,12225.3569,24278.2946,14827.2537
257,3.0368,12286.5141,24278.2946,14827.2537
258,3.0486,12878.7112,24278.2946,14827.2537
259,3.0604,13953.1626,24278.2946,14827.2537
260,3.0723,14670.2416,24278.2946,14827.2537
261,3.0841,15540.2134,24278.2946,14827.2537
262,3.0959,17162.2779,24278.2946,14827.2537
263,3.1077,18805.8174,24278.2946,14827.2537
264,3.1195,22010.2643,24278.2946,14827.2537
265,3.1313,23957.2552,24278.2946,14827.2537
266,3.1432,26427.8165,24278.2946,14827.2537
267,3.155,28887.6403,24278.2946,14827.2537
268,3.1668,29727.7339,24278.2946,14827.2537
269,3.1786,32116.1299,24278.2946,14827.2537
270,3.1904,31889.2416,24278.2946,14827.2537
271,3.2022,31633.4087,24278.2946,14827.2537
272,3.2141,31073.4242,24278.2946,14827.2537
273,3.2259,30953.4441,24278.2946,14827.2537
274,3.2377,29768.3497,24278.2946,14827.2537
275,3.2495,29364.2925,24278.2946,14827.2537
276,3.2613,29254.8165,24278.2946,14827.2537
277,3.2731,29240.5777,24278.2946,14827.2537
278,3.285,27805.7193,24278.2946,14827.2537
279,3.2968,28459.5404,24278.2946,14827.2537
280,3.3086,27291.2525,24278.2946,14827.2537
281,3.3204,26563.2025,24278.2946,14827.2537
282,3.3322,27190.4133,24278.2946,14827.2537
283,3.344,26803.8629,24278.2946,14827.2537
284,3.3559,25759.7566,24278.2946,14827.2537
285,3.3677,24996.4596,24278.2946,14827.2537
286,3.3795,26712.3606,24278.2946,14827.2537
287,3.3913,25066.02,24278.2946,14827.2537
288,3.4031,26592.3806,24278.2946,14827.2537
289,3.4149,25384.8774,24278.2946,14827.2537
290,3.4268,25523.9982,24278.2946,14827.2537
291,3.4386,26361.9909,24278.2946,14827.2537
292,3.4504,25550.842,24278.2946,14827.2537
293,3.4622,25924.0872,24278.2946,14827.2537
294,3.474,25252.5259,24278.2946,14827.2537
295,3.4858,24853.1371,24278.2946,14827.2537
296,3.4977,24734.3243,24278.2946,14827.2537
297,3.5095,25422.9255,24278.2946,14827.2537
298,3.5213,26215.634,24278.2946,14827.2537
299,3.5331,25414.0554,24278.2946,14827.2537
300,3.5449,25254.3933,24278.2946,14827.2537
301,3.5567,24929,24278.2946,14827.2537
302,3.5686,25214.7112,24278.2946,14827.2537
303,3.5804,26269.3215,24278.2946,14827.2537
304,3.5922,25605.2298,24278.2946,14827.2537
305,3.604,25647.4796,24278.2946,14827.2537
306,3.6158,25528.6667,24278.2946,14827.2537
307,3.6276,24627.6494,24278.2946,14827.2537
308,3.6395,26372.495,24278.2946,14827.2537
309,3.6513,25611.5322,24278.2946,14827.2537
310,3.6631,24925.0318,24278.2946,14827.2537
311,3.6749,25084.9273,24278.2946,14827.2537
312,3.6867,24998.7938,24278.2946,14827.2537
313,3.6985,26007.4196,24278.2946,14827.2537
314,3.7104,24875.079,24278.2946,14827.2537
315,3.7222,26657.7393,24278.2946,14827.2537
316,3.734,25304.346,24278.2946,14827.2537
317,3.7458,25877.8692,24278.2946,14827.2537
318,3.7576,25143.7502,24278.2946,14827.2537
319,3.7694,26130.2007,24278.2946,14827.2537
320,3.7813,25048.0463,24278.2946,14827.2537
321,3.7931,25050.8474,24278.2946,14827.2537
322,3.8049,25637.9092,24278.2946,14827.2537
323,3.8167,25351.2643,24278.2946,14827.2537
324,3.8285,26314.6058,24278.2946,14827.2537
325,3.8403,25764.6585,24278.2946,14827.2537
326,3.8521,25691.1299,24278.2946,14827.2537
327,3.864,25447.2016,24278.2946,14827.2537
328,3.8758,24804.3515,24278.2946,14827.2537
329,3.8876,25722.4087,24278.2946,14827.2537
330,3.8994,25696.0318,24278.2946,14827.2537
331,3.9112,25668.9546,24278.2946,14827.2537
332,3.923,26936.6812,24278.2946,14827.2537
333,3.9349,25800.3724,24278.2946,14827.2537
334,3.9467,26514.1835,24278.2946,14827.2537
335,3.9585,26296.8656,24278.2946,14827.2537
336,3.9703,27418.2352,24278.2946,14827.2537
337,3.9821,26513.95,24278.2946,14827.2537
338,3.9939,26070.6776,24278.2946,14827.2537
339,4.0058,26199.5277,24278.2946,14827.2537
340,4.0176,26709.5595,24278.2946,14827.2537
341,4.0294,29452.9936,24278.2946,14827.2537
342,4.0412,26786.8229,24278.2946,14827.2537
343,4.053,28738.7157,24278.2946,14827.2537
344,4.0648,29204.6303,24278.2946,14827.2537
345,4.0767,28152.5876,24278.2946,14827.2537
346,4.0885,29817.3688,24278.2946,14827.2537
347,4.1003,29723.5322,24278.2946,14827.2537
348,4.1121,29571.5731,24278.2946,14827.2537
349,4.1239,29499.2116,24278.2946,14827.2537
350,4.1357,28520.931,24278.2946,14827.2537
351,4.1476,27682.7048,24278.2946,14827.2537
352,4.1594,25110.3706,24278.2946,14827.2537
353,4.1712,24072.0999,24278.2946,14827.2537
354,4.183,21418.3006,24278.2946,14827.2537
355,4.1948,18798.3479,24278.2946,14827.2537
356,4.2066,17216.4323,24278.2946,14827.2537
357,4.2185,16509.624,24278.2946,14827.2537
358,4.2303,14524.8183,24278.2946,14827.2537
359,4.2421,13903.9101,24278.2946,14827.2537
360,4.2539,13837.3842,24278.2946,14827.2537
361,4.2657,12039.0845,24278.2946,14827.2537
362,4.2775,12003.3706,24278.2946,14827.2537
363,4.2894,11816.8647,24278.2946,14827.2537
364,4.3012,11523.2171,24278.2946,14827.2537
365,4.313,11750.1054,24278.2946,14827.2537
366,4.3248,11770.4133,24278.2946,14827.2537
367,4.3366,11766.9119,24278.2946,14827.2537
368,4.3484,12119.149,24278.2946,14827.2537
369,4.3603,12310.0899,24278.2946,14827.2537
370,4.3721,11575.7375,24278.2946,14827.2537
371,4.3839,11853.9791,24278.2946,14827.2537
372,4.3957,11676.8102,24278.2946,14827.2537
373,4.4075,12345.8038,24278.2946,14827.2537
374,4.4193,12605.3715,24278.2946,14827.2537
375,4.4312,12261.7711,24278.2946,14827.2537
376,4.443,12221.6222,24278.2946,14827.2537
377,4.4548,12039.0845,24278.2946,14827.2537
378,4.4666,12316.1589,24278.2946,14827.2537
379,4.4784,11867.5177,24278.2946,14827.2537
380,4.4902,12138.0563,24278.2946,14827.2537
381,4.5021,11403.2371,24278.2946,14827.2537
382,4.5139,11860.2816,24278.2946,14827.2537
383,4.5257,11898.3297,24278.2946,14827.2537
384,4.5375,12264.8056,24278.2946,14827.2537
385,4.5493,12235.861,24278.2946,14827.2537
386,4.5611,11732.1317,24278.2946,14827.2537
387,4.5729,11453.1898,24278.2946,14827.2537
388,4.5848,11640.1626,24278.2946,14827.2537
389,4.5966,12218.1208,24278.2946,14827.2537
390,4.6084,11535.5886,24278.2946,14827.2537
391,4.6202,11324.8065,24278.2946,14827.2537
392,4.632,12372.4142,24278.2946,14827.2537
393,4.6438,11894.1281,24278.2946,14827.2537
394,4.6557,12120.0827,24278.2946,14827.2537
395,4.6675,12198.7466,24278.2946,14827.2537
396,4.6793,12062.6603,24278.2946,14827.2537
397,4.6911,12340.9019,24278.2946,14827.2537
398,4.7029,11519.2489,24278.2946,14827.2537
399,4.7147,11736.5668,24278.2946,14827.2537
400,4.7266,11179.1499,24278.2946,14827.2537
401,4.7384,12664.4278,24278.2946,14827.2537
402,4.7502,12316.8592,24278.2946,14827.2537
403,4.762,11715.5586,24278.2946,14827.2537
404,4.7738,12337.1671,24278.2946,14827.2537
405,4.7856,12637.3506,24278.2946,14827.2537
406,4.7975,11974.426,24278.2946,14827.2537
407,4.8093,12111.2125,24278.2946,14827.2537
408,4.8211,11721.861,24278.2946,14827.2537
409,4.8329,12193.3778,24278.2946,14827.2537
410,4.8447,11398.5686,24278.2946,14827.2537
411,4.8565,11993.5668,24278.2946,14827.2537
412,4.8684,11757.5749,24278.2946,14827.2537
413,4.8802,12480.4896,24278.2946,14827.2537
414,4.892,12563.3551,24278.2946,14827.2537
415,4.9038,11491.9382,24278.2946,14827.2537
416,4.9156,12003.8374,24278.2946,14827.2537
417,4.9274,12007.1054,24278.2946,14827.2537
418,4.9393,12744.9591,24278.2946,14827.2537
419,4.9511,11702.2534,24278.2946,14827.2537
420,4.9629,12171.2025,24278.2946,14827.2537
421,4.9747,11685.4469,24278.2946,14827.2537
422,4.9865,12034.1826,24278.2946,14827.2537
423,4.9983,11851.178,24278.2946,14827.2537
424,5.0102,11617.5204,24278.2946,14827.2537
425,5.022,12064.2943,24278.2946,14827.2537
426,5.0338,12722.7838,24278.2946,14827.2537
427,5.0456,12061.2598,24278.2946,14827.2537
428,5.0574,12260.3706,24278.2946,14827.2537
429,5.0692,12052.1562,24278.2946,14827.2537
430,5.0811,12563.822,24278.2946,14827.2537
431,5.0929,11868.9183,24278.2946,14827.2537
432,5.1047,12276.4768,24278.2946,14827.2537
433,5.1165,12139.6903,24278.2946,14827.2537
434,5.1283,11903.465,24278.2946,14827.2537
435,5.1401,11910.0009,24278.2946,14827.2537
436,5.152,12360.5095,24278.2946,14827.2537
437,5.1638,12188.7094,24278.2946,14827.2537
438,5.1756,11908.6004,24278.2946,14827.2537
439,5.1874,11453.1898,24278.2946,14827.2537
440,5.1992,12424.9346,24278.2946,14827.2537
441,5.211,12369.8465,24278.2946,14827.2537
442,5.2229,12303.554,24278.2946,14827.2537
443,5.2347,11876.1544,24278.2946,14827.2537
444,5.2465,12236.0945,24278.2946,14827.2537
445,5.2583,12035.5831,24278.2946,14827.2537
446,5.2701,11831.1035,24278.2946,14827.2537
447,5.2819,12241.9301,24278.2946,14827.2537
448,5.2938,11652.0672,24278.2946,14827.2537
449,5.3056,12460.1817,24278.2946,14827.2537
450,5.3174,12682.4015,24278.2946,14827.2537
451,5.3292,11945.7148,24278.2946,14827.2537
452,5.341,12125.4514,24278.2946,14827.2537
453,5.3528,12275.5431,24278.2946,14827.2537
454,5.3646,12028.5804,24278.2946,14827.2537
455,5.3765,12251.7339,24278.2946,14827.2537
456,5.3883,12269.7075,24278.2946,14827.2537
457,5.4001,12134.0881,24278.2946,14827.2537
458,5.4119,11151.139,24278.2946,14827.2537
459,5.4237,12769.2352,24278.2946,14827.2537
460,5.4355,11772.0472,24278.2946,14827.2537
461,5.4474,11545.3924,24278.2946,14827.2537
462,5.4592,11831.5704,24278.2946,14827.2537
463,5.471,11763.8774,24278.2946,14827.2537
464,5.4828,11855.3797,24278.2946,14827.2537
465,5.4946,12431.9373,24278.2946,14827.2537
466,5.5064,11789.554,24278.2946,14827.2537
467,5.5183,12027.1798,24278.2946,14827.2537
468,5.5301,12128.7193,24278.2946,14827.2537
469,5.5419,12649.2552,24278.2946,14827.2537
470,5.5537,11843.475,24278.2946,14827.2537
471,5.5655,12290.0154,24278.2946,14827.2537
472,5.5773,12551.6839,24278.2946,14827.2537
473,5.5892,11797.9573,24278.2946,14827.2537
474,5.601,12012.941,24278.2946,14827.2537
475,5.6128,11956.2189,24278.2946,14827.2537
476,5.6246,12358.1753,24278.2946,14827.2537
477,5.6364,12093.0054,24278.2946,14827.2537
478,5.6482,12166.3006,24278.2946,14827.2537
479,5.6601,12296.0845,24278.2946,14827.2537
480,5.6719,11774.6149,24278.2946,14827.2537
481,5.6837,12016.9092,24278.2946,14827.2537
482,5.6955,11482.1344,24278.2946,14827.2537
483,5.7073,11821.2997,24278.2946,14827.2537
484,5.7191,12654.8574,24278.2946,14827.2537
485,5.731,12522.9728,24278.2946,14827.2537
486,5.7428,12351.8728,24278.2946,14827.2537
487,5.7546,12123.584,24278.2946,14827.2537
488,5.7664,11486.5695,24278.2946,14827.2537
489,5.7782,11690.3488,24278.2946,14827.2537
490,5.79,11886.1916,24278.2946,14827.2537
491,5.8019,12140.8574,24278.2946,14827.2537
492,5.8137,12433.1045,24278.2946,14827.2537
493,5.8255,12319.1935,24278.2946,14827.2537
494,5.8373,10882.2343,24278.2946,14827.2537
495,5.8491,11820.1326,24278.2946,14827.2537
496,5.8609,12111.6794,24278.2946,14827.2537
497,5.8728,12298.6521,24278.2946,14827.2537
498,5.8846,11599.0799,24278.2946,14827.2537
499,5.8964,11960.4205,24278.2946,14827.2537
500,5.9082,12406.4941,24278.2946,14827.2537
501,5.92,11823.4005,24278.2946,14827.2537
502,5.9318,12051.4559,24278.2946,14827.2537
503,5.9437,11865.8837,24278.2946,14827.2537
504,5.9555,12152.762,24278.2946,14827.2537
505,5.9673,11544.2252,24278.2946,14827.2537
506,5.9791,12103.0427,24278.2946,14827.2537
507,5.9909,12218.3542,24278.2946,14827.2537
508,6.0027,12254.3015,24278.2946,14827.2537
509,6.0146,12790.4768,24278.2946,14827.2537
510,6.0264,12722.7838,24278.2946,14827.2537
511,6.0382,13483.5132,24278.2946,14827.2537
512,6.05,13383.8411,24278.2946,14827.2537
513,6.0618,14064.7393,24278.2946,14827.2537
514,6.0736,15991.1889,24278.2946,14827.2537
515,6.0854,17885.1926,24278.2946,14827.2537
516,6.0973,20423.6803,24278.2946,14827.2537
517,6.1091,22682.2925,24278.2946,14827.2537
518,6.1209,25146.7847,24278.2946,14827.2537
519,6.1327,28386.4787,24278.2946,14827.2537
520,6.1445,28897.911,24278.2946,14827.2537
521,6.1563,29848.6476,24278.2946,14827.2537
522,6.1682,32036.9991,24278.2946,14827.2537
523,6.18,32601.6521,24278.2946,14827.2537
524,6.1918,31714.1735,24278.2946,14827.2537
525,6.2036,31783.5005,24278.2946,14827.2537
526,6.2154,31328.7902,24278.2946,14827.2537
527,6.2272,31466.5104,24278.2946,14827.2537
528,6.2391,30095.8438,24278.2946,14827.2537
529,6.2509,28687.129,24278.2946,14827.2537
530,6.2627,29656.0727,24278.2946,14827.2537
531,6.2745,28583.0218,24278.2946,14827.2537
532,6.2863,27858.0064,24278.2946,14827.2537
533,6.2981,27981.7212,24278.2946,14827.2537
534,6.31,27200.9173,24278.2946,14827.2537
535,6.3218,27042.6558,24278.2946,14827.2537
536,6.3336,25564.614,24278.2946,14827.2537
537,6.3454,27071.6004,24278.2946,14827.2537
538,6.3572,26991.069,24278.2946,14827.2537
539,6.369,27383.455,24278.2946,14827.2537
540,6.3809,26661.941,24278.2946,14827.2537
541,6.3927,25589.8238,24278.2946,14827.2537
542,6.4045,25921.753,24278.2946,14827.2537
543,6.4163,26169.8828,24278.2946,14827.2537
544,6.4281,25752.0536,24278.2946,14827.2537
545,6.4399,27014.4114,24278.2946,14827.2537
546,6.4518,26069.9773,24278.2946,14827.2537
547,6.4636,24762.802,24278.2946,14827.2537
548,6.4754,25971.9391,24278.2946,14827.2537
549,6.4872,25632.5404,24278.2946,14827.2537
550,6.499,24735.7248,24278.2946,14827.2537
551,6.5108,25184.5995,24278.2946,14827.2537
552,6.5227,25557.3778,24278.2946,14827.2537
553,6.5345,26621.3252,24278.2946,14827.2537
554,6.5463,26220.069,24278.2946,14827.2537
555,6.5581,24918.4959,24278.2946,14827.2537
556,6.5699,24830.9619,24278.2946,14827.2537
557,6.5817,25259.762,24278.2946,14827.2537
558,6.5936,25105.2352,24278.2946,14827.2537
559,6.6054,24834.6966,24278.2946,14827.2537
560,6.6172,25851.2589,24278.2946,14827.2537
561,6.629,24681.337,24278.2946,14827.2537
562,6.6408,25812.7439,24278.2946,14827.2537
