Name,,"O 1s","O 1s","O 1s",,,,Name,,"C 1s","C 1s","C 1s","C 1s","C 1s",,,,Name,,"Al 2p",,,,
Position,,"532.05","530.90","533.51",,,,Position,,"286.32","284.80","289.01","287.48","290.27",,,,Position,,"74.58",,,,
FWHM,,"1.81","1.81","1.81",,,,FWHM,,"1.44","1.44","1.44","1.44","1.44",,,,FWHM,,"1.52",,,,
Area,,"28639.78","9818.36","1254.84",,,,Area,,"2053.01","8585.36","554.18","718.24","216.87",,,,Area,,"3385.20",,,,
Lineshape,,"GL(30)","GL(30)","LA(50)",,,,Lineshape,,"GL(30)","GL(30)","GL(30)","GL(30)","GL(30)",,,,Lineshape,,"GL(30)",,,,

B.E.,"Cycle 16:O 1s/53:CPS","O 1s/53:O 1s","O 1s/53:O 1s","O 1s/53:O 1s",Background,Envelope,,B.E.,"Cycle 16:C 1s/54:CPS","C 1s/54:C 1s","C 1s/54:C 1s","C 1s/54:C 1s","C 1s/54:C 1s","C 1s/54:C 1s",Background,Envelope,,B.E.,"Cycle 16:Al 2p/55:CPS","Al 2p/55:Al 2p",Background,Envelope,,
5.455400e+002,2.061840e+003,2.061840e+003,2.061840e+003,2.062306e+003,2.061840e+003,2.062306e+003,,3.025400e+002,1.209729e+003,1.209729e+003,1.209729e+003,1.209729e+003,1.209729e+003,1.209729e+003,1.209729e+003,1.209729e+003,,8.854000e+001,2.470687e+002,2.470687e+002,2.470687e+002,2.470687e+002,,
5.454400e+002,2.046003e+003,2.046003e+003,2.046003e+003,2.046477e+003,2.046003e+003,2.046477e+003,,3.024400e+002,1.187909e+003,1.187909e+003,1.187909e+003,1.187909e+003,1.187909e+003,1.187909e+003,1.187909e+003,1.187909e+003,,8.844000e+001,2.370184e+002,2.370184e+002,2.370184e+002,2.370184e+002,,
5.453400e+002,2.149321e+003,2.149321e+003,2.149321e+003,2.149803e+003,2.149321e+003,2.149803e+003,,3.023400e+002,1.223206e+003,1.223206e+003,1.223206e+003,1.223206e+003,1.223206e+003,1.223206e+003,1.223206e+003,1.223206e+003,,8.834000e+001,2.399497e+002,2.399497e+002,2.399497e+002,2.399497e+002,,
5.452400e+002,1.989442e+003,1.989442e+003,1.989442e+003,1.989932e+003,1.989442e+003,1.989932e+003,,3.022400e+002,1.234116e+003,1.234116e+003,1.234116e+003,1.234116e+003,1.234116e+003,1.234116e+003,1.234116e+003,1.234116e+003,,8.824000e+001,2.399497e+002,2.399497e+002,2.399497e+002,2.399497e+002,,
5.451400e+002,2.044495e+003,2.044495e+003,2.044495e+003,2.044993e+003,2.044495e+003,2.044993e+003,,3.021400e+002,1.191760e+003,1.191760e+003,1.191760e+003,1.191760e+003,1.191760e+003,1.191760e+003,1.191760e+003,1.191760e+003,,8.814000e+001,2.361809e+002,2.361809e+002,2.361809e+002,2.361809e+002,,
5.450400e+002,2.047511e+003,2.047511e+003,2.047511e+003,2.048019e+003,2.047511e+003,2.048019e+003,,3.020400e+002,1.223848e+003,1.223848e+003,1.223848e+003,1.223848e+003,1.223848e+003,1.223848e+003,1.223848e+003,1.223848e+003,,8.804000e+001,2.525126e+002,2.525126e+002,2.525126e+002,2.525126e+002,,
5.449400e+002,1.972851e+003,1.972851e+003,1.972851e+003,1.973367e+003,1.972851e+003,1.973367e+003,,3.019400e+002,1.238609e+003,1.238609e+003,1.238609e+003,1.238609e+003,1.238609e+003,1.238609e+003,1.238609e+003,1.238609e+003,,8.794000e+001,2.479062e+002,2.479062e+002,2.479062e+002,2.479062e+002,,
5.448400e+002,1.953997e+003,1.953997e+003,1.953997e+003,1.954523e+003,1.953997e+003,1.954523e+003,,3.018400e+002,1.193043e+003,1.193043e+003,1.193043e+003,1.193043e+003,1.193043e+003,1.193043e+003,1.193043e+003,1.193043e+003,,8.784000e+001,2.278057e+002,2.278057e+002,2.278057e+002,2.278057e+002,,
5.447400e+002,1.969834e+003,1.969834e+003,1.969834e+003,1.970369e+003,1.969834e+003,1.970369e+003,,3.017400e+002,1.228340e+003,1.228340e+003,1.228340e+003,1.228340e+003,1.228340e+003,1.228340e+003,1.228340e+003,1.228340e+003,,8.774000e+001,2.336683e+002,2.336683e+002,2.336683e+002,2.336683e+002,,
