Name,,"O 1s","O 1s","O 1s",,,,Name,,"C 1s","C 1s","C 1s","C 1s","C 1s",,,,Name,,"Al 2p","Al 2p",,,,
Position,,"530.65","531.93","532.95",,,,Position,,"284.71","289.11","290.48","285.93","287.20",,,,Position,,"74.58","75.48",,,,
FWHM,,"1.88","1.88","1.88",,,,FWHM,,"1.61","1.61","1.61","1.61","1.61",,,,FWHM,,"1.65","1.65",,,,
Area,,"21507.22","34171.49","4553.06",,,,Area,,"4057.69","435.18","705.72","1346.64","684.13",,,,Area,,"5362.59","1228.28",,,,
Lineshape,,"GL(30)","GL(30)","GL(30)",,,,Lineshape,,"GL(30)","GL(30)","GL(30)","GL(30)","GL(30)",,,,Lineshape,,"GL(30)","GL(30)",,,,

B.E.,"Cycle 15:O 1s/48:CPS","O 1s/48:O 1s","O 1s/48:O 1s","O 1s/48:O 1s",Background,Envelope,,B.E.,"Cycle 15:C 1s/49:CPS","C 1s/49:C 1s","C 1s/49:C 1s","C 1s/49:C 1s","C 1s/49:C 1s","C 1s/49:C 1s",Background,Envelope,,B.E.,"Cycle 15:Al 2p/50:CPS","Al 2p/50:Al 2p","Al 2p/50:Al 2p",Background,Envelope,,
5.443600e+002,2.121418e+003,2.121418e+003,2.121418e+003,2.121418e+003,2.121418e+003,2.121418e+003,,3.013600e+002,8.625337e+002,8.625337e+002,8.625337e+002,8.625337e+002,8.625337e+002,8.625337e+002,8.625337e+002,8.625337e+002,,8.736000e+001,3.299832e+002,3.299832e+002,3.299832e+002,3.299832e+002,3.299832e+002,,
5.442600e+002,2.125943e+003,2.125943e+003,2.125943e+003,2.125943e+003,2.125943e+003,2.125943e+003,,3.012600e+002,8.298036e+002,8.298036e+002,8.298036e+002,8.298036e+002,8.298036e+002,8.298036e+002,8.298036e+002,8.298036e+002,,8.726000e+001,3.417085e+002,3.417085e+002,3.417085e+002,3.417085e+002,3.417085e+002,,
5.441600e+002,2.059578e+003,2.059578e+003,2.059578e+003,2.059578e+003,2.059578e+003,2.059578e+003,,3.011600e+002,8.169683e+002,8.169683e+002,8.169683e+002,8.169683e+002,8.169683e+002,8.169683e+002,8.169683e+002,8.169683e+002,,8.716000e+001,3.195142e+002,3.195142e+002,3.195142e+002,3.195142e+002,3.195142e+002,,
5.440600e+002,2.003771e+003,2.003771e+003,2.003771e+003,2.003771e+003,2.003771e+003,2.003771e+003,,3.010600e+002,8.599666e+002,8.599666e+002,8.599666e+002,8.599666e+002,8.599666e+002,8.599666e+002,8.599666e+002,8.599666e+002,,8.706000e+001,2.989950e+002,2.989950e+002,2.989950e+002,2.989950e+002,2.989950e+002,,
5.439600e+002,2.015083e+003,2.015083e+003,2.015083e+003,2.015083e+003,2.015083e+003,2.015083e+003,,3.009600e+002,8.541907e+002,8.541907e+002,8.541907e+002,8.541907e+002,8.541907e+002,8.541907e+002,8.541907e+002,8.541907e+002,,8.696000e+001,3.157454e+002,3.157454e+002,3.157454e+002,3.157454e+002,3.157454e+002,,
5.438600e+002,1.938914e+003,1.938914e+003,1.938914e+003,1.938914e+003,1.938914e+003,1.938914e+003,,3.008600e+002,8.381466e+002,8.381466e+002,8.381466e+002,8.381466e+002,8.381466e+002,8.381466e+002,8.381466e+002,8.381466e+002,,8.686000e+001,3.094640e+002,3.094640e+002,3.094640e+002,3.094640e+002,3.094640e+002,,
5.437600e+002,1.957768e+003,1.957768e+003,1.957768e+003,1.957768e+003,1.957768e+003,1.957768e+003,,3.007600e+002,8.092671e+002,8.092671e+002,8.092671e+002,8.092671e+002,8.092671e+002,8.092671e+002,8.092671e+002,8.092671e+002,,8.676000e+001,2.956449e+002,2.956449e+002,2.956449e+002,2.956449e+002,2.956449e+002,,
5.436600e+002,1.968326e+003,1.968326e+003,1.968326e+003,1.968326e+003,1.968326e+003,1.968326e+003,,3.006600e+002,8.413554e+002,8.413554e+002,8.413554e+002,8.413554e+002,8.413554e+002,8.413554e+002,8.413554e+002,8.413554e+002,,8.666000e+001,3.056951e+002,3.056951e+002,3.056951e+002,3.056951e+002,3.056951e+002,,
5.435600e+002,1.996229e+003,1.996229e+003,1.996229e+003,1.996229e+003,1.996229e+003,1.996229e+003,,3.005600e+002,8.413554e+002,8.413554e+002,8.413554e+002,8.413554e+002,8.413554e+002,8.413554e+002,8.413554e+002,8.413554e+002,,8.656000e+001,3.044389e+002,3.044389e+002,3.044389e+002,3.044389e+002,3.044389e+002,,
5.434600e+002,1.994721e+003,1.994721e+003,1.994721e+003,1.994721e+003,1.994721e+003,1.994721e+003,,3.004600e+002,8.291619e+002,8.291619e+002,8.291619e+002,8.291619e+002,8.291619e+002,8.291619e+002,8.291619e+002,8.291619e+002,,8.646000e+001,3.149079e+002,3.149079e+002,3.149079e+002,3.149079e+002,3.149079e+002,,
5.433600e+002,1.993213e+003,1.993213e+003,1.993213e+003,1.993213e+003,1.993213e+003,1.993213e+003,,3.003600e+002,8.362213e+002,8.362213e+002,8.362213e+002,8.362213e+002,8.362213e+002,8.362213e+002,8.362213e+002,8.362213e+002,,8.636000e+001,2.851759e+002,2.851759e+002,2.851759e+002,2.851759e+002,2.851759e+002,,
5.432600e+002,1.911011e+003,1.911011e+003,1.911011e+003,1.911011e+003,1.911011e+003,1.911011e+003,,3.002600e+002,8.310872e+002,8.310872e+002,8.310872e+002,8.310872e+002,8.310872e+002,8.310872e+002,8.310872e+002,8.310872e+002,,8.626000e+001,2.897822e+002,2.897822e+002,2.897822e+002,2.897822e+002,2.897822e+002,,
5.431600e+002,1.917798e+003,1.917798e+003,1.917798e+003,1.917798e+003,1.917798e+003,1.917798e+003,,3.001600e+002,8.336542e+002,8.336542e+002,8.336542e+002,8.336542e+002,8.336542e+002,8.336542e+002,8.336542e+002,8.336542e+002,,8.616000e+001,2.956449e+002,2.956449e+002,2.956449e+002,2.956449e+002,2.956449e+002,,
5.430600e+002,1.938160e+003,1.938160e+003,1.938160e+003,1.938160e+003,1.938160e+003,1.938160e+003,,3.000600e+002,8.471313e+002,8.471313e+002,8.471313e+002,8.471313e+002,8.471313e+002,8.471313e+002,8.471313e+002,8.471313e+002,,8.606000e+001,2.918760e+002,2.918760e+002,2.918760e+002,2.918760e+002,2.918760e+002,,
5.429600e+002,1.823529e+003,1.823529e+003,1.823529e+003,1.823529e+003,1.823529e+003,1.823529e+003,,2.999600e+002,8.188936e+002,8.188936e+002,8.188936e+002,8.188936e+002,8.188936e+002,8.188936e+002,8.188936e+002,8.188936e+002,,8.596000e+001,2.922948e+002,2.922948e+002,2.922948e+002,2.922948e+002,2.922948e+002,,
5.428600e+002,1.819759e+003,1.819759e+003,1.819759e+003,1.819759e+003,1.819759e+003,1.819759e+003,,2.998600e+002,8.535490e+002,8.535490e+002,8.535490e+002,8.535490e+002,8.535490e+002,8.535490e+002,8.535490e+002,8.535490e+002,,8.586000e+001,2.897822e+002,2.897822e+002,2.897822e+002,2.897822e+002,2.897822e+002,,
5.427600e+002,1.845400e+003,1.845400e+003,1.845400e+003,1.845400e+003,1.845400e+003,1.845400e+003,,2.997600e+002,7.989988e+002,7.989988e+002,7.989988e+002,7.989988e+002,7.989988e+002,7.989988e+002,7.989988e+002,7.989988e+002,,8.576000e+001,2.805695e+002,2.805695e+002,2.805695e+002,2.805695e+002,2.805695e+002,,
5.426600e+002,1.803922e+003,1.803922e+003,1.803922e+003,1.803922e+003,1.803922e+003,1.803922e+003,,2.996600e+002,7.977153e+002,7.977153e+002,7.977153e+002,7.977153e+002,7.977153e+002,7.977153e+002,7.977153e+002,7.977153e+002,,8.566000e+001,2.826633e+002,2.826633e+002,2.826633e+002,2.826633e+002,2.826633e+002,,
5.425600e+002,1.907994e+003,1.907994e+003,1.907994e+003,1.907994e+003,1.907994e+003,1.907994e+003,,2.995600e+002,8.407136e+002,8.407136e+002,8.407136e+002,8.407136e+002,8.407136e+002,8.407136e+002,8.407136e+002,8.407136e+002,,8.556000e+001,2.776382e+002,2.776382e+002,2.776382e+002,2.776382e+002,2.776382e+002,,
5.424600e+002,1.786576e+003,1.786576e+003,1.786576e+003,1.786576e+003,1.786576e+003,1.786576e+003,,2.994600e+002,8.214607e+002,8.214607e+002,8.214607e+002,8.214607e+002,8.214607e+002,8.214607e+002,8.214607e+002,8.214607e+002,,8.546000e+001,2.864322e+002,2.864322e+002,2.864322e+002,2.864322e+002,2.864322e+002,,
5.423600e+002,1.749623e+003,1.749623e+003,1.749623e+003,1.749623e+003,1.749623e+003,1.749623e+003,,2.993600e+002,8.047747e+002,8.047747e+002,8.047747e+002,8.047747e+002,8.047747e+002,8.047747e+002,8.047747e+002,8.047747e+002,,8.536000e+001,2.797320e+002,2.797320e+002,2.797320e+002,2.797320e+002,2.797320e+002,,
5.422600e+002,1.736802e+003,1.736802e+003,1.736802e+003,1.736802e+003,1.736802e+003,1.736802e+003,,2.992600e+002,7.989988e+002,7.989988e+002,7.989988e+002,7.989988e+002,7.989988e+002,7.989988e+002,7.989988e+002,7.989988e+002,,8.526000e+001,2.680067e+002,2.680067e+002,2.680067e+002,2.680067e+002,2.680067e+002,,
5.421600e+002,1.686275e+003,1.686275e+003,1.686275e+003,1.686275e+003,1.686275e+003,1.686275e+003,,2.991600e+002,7.880888e+002,7.880888e+002,7.880888e+002,7.880888e+002,7.880888e+002,7.880888e+002,7.880888e+002,7.880888e+002,,8.516000e+001,2.696817e+002,2.696817e+002,2.696817e+002,2.696817e+002,2.696817e+002,,
5.420600e+002,1.771493e+003,1.771493e+003,1.771493e+003,1.771493e+003,1.771493e+003,1.771493e+003,,2.990600e+002,8.047747e+002,8.047747e+002,8.047747e+002,8.047747e+002,8.047747e+002,8.047747e+002,8.047747e+002,8.047747e+002,,8.506000e+001,2.495812e+002,2.495812e+002,2.495812e+002,2.495812e+002,2.495812e+002,,
5.419600e+002,1.692308e+003,1.692308e+003,1.692308e+003,1.692308e+003,1.692308e+003,1.692308e+003,,2.989600e+002,7.977153e+002,7.977153e+002,7.977153e+002,7.977153e+002,7.977153e+002,7.977153e+002,7.977153e+002,7.977153e+002,,8.496000e+001,2.721943e+002,2.721943e+002,2.721943e+002,2.721943e+002,2.721943e+002,,
5.418600e+002,1.722474e+003,1.722474e+003,1.722474e+003,1.722474e+003,1.722474e+003,1.722474e+003,,2.988600e+002,7.957900e+002,7.957900e+002,7.957900e+002,7.957900e+002,7.957900e+002,7.957900e+002,7.957900e+002,7.957900e+002,,8.486000e+001,2.759631e+002,2.759631e+002,2.759631e+002,2.759631e+002,2.759631e+002,,
5.417600e+002,1.723228e+003,1.723228e+003,1.723228e+003,1.723228e+003,1.723228e+003,1.723228e+003,,2.987600e+002,7.861635e+002,7.861635e+002,7.861635e+002,7.861635e+002,7.861635e+002,7.861635e+002,7.861635e+002,7.861635e+002,,8.476000e+001,2.537688e+002,2.537688e+002,2.537688e+002,2.537688e+002,2.537688e+002,,
5.416600e+002,1.626697e+003,1.626697e+003,1.626697e+003,1.626697e+003,1.626697e+003,1.626697e+003,,2.986600e+002,8.054165e+002,8.054165e+002,8.054165e+002,8.054165e+002,8.054165e+002,8.054165e+002,8.054165e+002,8.054165e+002,,8.466000e+001,2.713568e+002,2.713568e+002,2.713568e+002,2.713568e+002,2.713568e+002,,
5.415600e+002,1.637255e+003,1.637255e+003,1.637255e+003,1.637255e+003,1.637255e+003,1.637255e+003,,2.985600e+002,8.285201e+002,8.285201e+002,8.285201e+002,8.285201e+002,8.285201e+002,8.285201e+002,8.285201e+002,8.285201e+002,,8.456000e+001,2.479062e+002,2.479062e+002,2.479062e+002,2.479062e+002,2.479062e+002,,
5.414600e+002,1.632730e+003,1.632730e+003,1.632730e+003,1.632730e+003,1.632730e+003,1.632730e+003,,2.984600e+002,7.405981e+002,7.405981e+002,7.405981e+002,7.405981e+002,7.405981e+002,7.405981e+002,7.405981e+002,7.405981e+002,,8.446000e+001,2.692630e+002,2.692630e+002,2.692630e+002,2.692630e+002,2.692630e+002,,
5.413600e+002,1.604072e+003,1.604072e+003,1.604072e+003,1.604072e+003,1.604072e+003,1.604072e+003,,2.983600e+002,7.919394e+002,7.919394e+002,7.919394e+002,7.919394e+002,7.919394e+002,7.919394e+002,7.919394e+002,7.919394e+002,,8.436000e+001,2.537688e+002,2.537688e+002,2.537688e+002,2.537688e+002,2.537688e+002,,
5.412600e+002,1.668929e+003,1.668929e+003,1.668929e+003,1.668929e+003,1.668929e+003,1.668929e+003,,2.982600e+002,7.791041e+002,7.791041e+002,7.791041e+002,7.791041e+002,7.791041e+002,7.791041e+002,7.791041e+002,7.791041e+002,,8.426000e+001,2.504188e+002,2.504188e+002,2.504188e+002,2.504188e+002,2.504188e+002,,
5.411600e+002,1.583710e+003,1.583710e+003,1.583710e+003,1.583710e+003,1.583710e+003,1.583710e+003,,2.981600e+002,7.835965e+002,7.835965e+002,7.835965e+002,7.835965e+002,7.835965e+002,7.835965e+002,7.835965e+002,7.835965e+002,,8.416000e+001,2.399497e+002,2.399497e+002,2.399497e+002,2.399497e+002,2.399497e+002,,
5.410600e+002,1.530166e+003,1.530166e+003,1.530166e+003,1.530166e+003,1.530166e+003,1.530166e+003,,2.980600e+002,7.765370e+002,7.765370e+002,7.765370e+002,7.765370e+002,7.765370e+002,7.765370e+002,7.765370e+002,7.765370e+002,,8.406000e+001,2.298995e+002,2.298995e+002,2.298995e+002,2.298995e+002,2.298995e+002,,
5.409600e+002,1.590498e+003,1.590498e+003,1.590498e+003,1.590498e+003,1.590498e+003,1.590498e+003,,2.979600e+002,7.803876e+002,7.803876e+002,7.803876e+002,7.803876e+002,7.803876e+002,7.803876e+002,7.803876e+002,7.803876e+002,,8.396000e+001,2.495812e+002,2.495812e+002,2.495812e+002,2.495812e+002,2.495812e+002,,
5.408600e+002,1.539970e+003,1.539970e+003,1.539970e+003,1.539970e+003,1.539970e+003,1.539970e+003,,2.978600e+002,7.758953e+002,7.758953e+002,7.758953e+002,7.758953e+002,7.758953e+002,7.758953e+002,7.758953e+002,7.758953e+002,,8.386000e+001,2.567002e+002,2.567002e+002,2.567002e+002,2.567002e+002,2.567002e+002,,
5.407600e+002,1.472851e+003,1.472851e+003,1.472851e+003,1.472851e+003,1.472851e+003,1.472851e+003,,2.977600e+002,7.765370e+002,7.765370e+002,7.765370e+002,7.765370e+002,7.765370e+002,7.765370e+002,7.765370e+002,7.765370e+002,,8.376000e+001,2.508375e+002,2.508375e+002,2.508375e+002,2.508375e+002,2.508375e+002,,
5.406600e+002,1.478884e+003,1.478884e+003,1.478884e+003,1.478884e+003,1.478884e+003,1.478884e+003,,2.976600e+002,7.778206e+002,7.778206e+002,7.778206e+002,7.778206e+002,7.778206e+002,7.778206e+002,7.778206e+002,7.778206e+002,,8.366000e+001,2.432998e+002,2.432998e+002,2.432998e+002,2.432998e+002,2.432998e+002,,
5.405600e+002,1.469080e+003,1.469080e+003,1.469080e+003,1.469080e+003,1.469080e+003,1.469080e+003,,2.975600e+002,7.816712e+002,7.816712e+002,7.816712e+002,7.816712e+002,7.816712e+002,7.816712e+002,7.816712e+002,7.816712e+002,,8.356000e+001,2.349246e+002,2.349246e+002,2.349246e+002,2.349246e+002,2.349246e+002,,
5.404600e+002,1.444947e+003,1.444947e+003,1.444947e+003,1.444947e+003,1.444947e+003,1.444947e+003,,2.974600e+002,7.617764e+002,7.617764e+002,7.617764e+002,7.617764e+002,7.617764e+002,7.617764e+002,7.617764e+002,7.617764e+002,,8.346000e+001,2.332496e+002,2.332496e+002,2.332496e+002,2.332496e+002,2.332496e+002,,
5.403600e+002,1.423077e+003,1.423077e+003,1.423077e+003,1.423077e+003,1.423077e+003,1.423077e+003,,2.973600e+002,7.637017e+002,7.637017e+002,7.637017e+002,7.637017e+002,7.637017e+002,7.637017e+002,7.637017e+002,7.637017e+002,,8.336000e+001,2.466499e+002,2.466499e+002,2.466499e+002,2.466499e+002,2.466499e+002,,
5.402600e+002,1.399698e+003,1.399698e+003,1.399698e+003,1.399698e+003,1.399698e+003,1.399698e+003,,2.972600e+002,7.662688e+002,7.662688e+002,7.662688e+002,7.662688e+002,7.662688e+002,7.662688e+002,7.662688e+002,7.662688e+002,,8.326000e+001,2.336683e+002,2.336683e+002,2.336683e+002,2.336683e+002,2.336683e+002,,
5.401600e+002,1.331071e+003,1.331071e+003,1.331071e+003,1.331071e+003,1.331071e+003,1.331071e+003,,2.971600e+002,7.957900e+002,7.957900e+002,7.957900e+002,7.957900e+002,7.957900e+002,7.957900e+002,7.957900e+002,7.957900e+002,,8.316000e+001,2.198492e+002,2.198492e+002,2.198492e+002,2.198492e+002,2.198492e+002,,
5.400600e+002,1.354449e+003,1.354449e+003,1.354449e+003,1.354449e+003,1.354449e+003,1.354449e+003,,2.970600e+002,7.585676e+002,7.585676e+002,7.585676e+002,7.585676e+002,7.585676e+002,7.585676e+002,7.585676e+002,7.585676e+002,,8.306000e+001,2.198492e+002,2.198492e+002,2.198492e+002,2.198492e+002,2.198492e+002,,
5.399600e+002,1.322021e+003,1.322021e+003,1.322021e+003,1.322021e+003,1.322021e+003,1.322021e+003,,2.969600e+002,7.322552e+002,7.322552e+002,7.322552e+002,7.322552e+002,7.322552e+002,7.322552e+002,7.322552e+002,7.322552e+002,,8.296000e+001,2.298995e+002,2.298995e+002,2.298995e+002,2.298995e+002,2.298995e+002,,
5.398600e+002,1.290347e+003,1.290347e+003,1.290347e+003,1.290347e+003,1.290347e+003,1.290347e+003,,2.968600e+002,7.579258e+002,7.579258e+002,7.579258e+002,7.579258e+002,7.579258e+002,7.579258e+002,7.579258e+002,7.579258e+002,,8.286000e+001,2.185930e+002,2.185930e+002,2.185930e+002,2.185930e+002,2.185930e+002,,
5.397600e+002,1.270739e+003,1.270739e+003,1.270739e+003,1.270739e+003,1.270739e+003,1.270739e+003,,2.967600e+002,7.373893e+002,7.373893e+002,7.373893e+002,7.373893e+002,7.373893e+002,7.373893e+002,7.373893e+002,7.373893e+002,,8.276000e+001,2.081240e+002,2.081240e+002,2.081240e+002,2.081240e+002,2.081240e+002,,
5.396600e+002,1.231523e+003,1.231523e+003,1.231523e+003,1.231523e+003,1.231523e+003,1.231523e+003,,2.966600e+002,7.482993e+002,7.482993e+002,7.482993e+002,7.482993e+002,7.482993e+002,7.482993e+002,7.482993e+002,7.482993e+002,,8.266000e+001,2.236181e+002,2.236181e+002,2.236181e+002,2.236181e+002,2.236181e+002,,
5.395600e+002,1.237557e+003,1.237557e+003,1.237557e+003,1.237557e+003,1.237557e+003,1.237557e+003,,2.965600e+002,7.617764e+002,7.617764e+002,7.617764e+002,7.617764e+002,7.617764e+002,7.617764e+002,7.617764e+002,7.617764e+002,,8.256000e+001,2.240369e+002,2.240369e+002,2.240369e+002,2.240369e+002,2.240369e+002,,
5.394600e+002,1.213424e+003,1.213424e+003,1.213424e+003,1.213424e+003,1.213424e+003,1.213424e+003,,2.964600e+002,7.739700e+002,7.739700e+002,7.739700e+002,7.739700e+002,7.739700e+002,7.739700e+002,7.739700e+002,7.739700e+002,,8.246000e+001,2.156616e+002,2.156616e+002,2.156616e+002,2.156616e+002,2.156616e+002,,
5.393600e+002,1.203620e+003,1.203620e+003,1.203620e+003,1.203620e+003,1.203620e+003,1.203620e+003,,2.963600e+002,7.707611e+002,7.707611e+002,7.707611e+002,7.707611e+002,7.707611e+002,7.707611e+002,7.707611e+002,7.707611e+002,,8.236000e+001,2.043551e+002,2.043551e+002,2.043551e+002,2.043551e+002,2.043551e+002,,
5.392600e+002,1.189291e+003,1.189291e+003,1.189291e+003,1.189291e+003,1.189291e+003,1.189291e+003,,2.962600e+002,7.174945e+002,7.174945e+002,7.174945e+002,7.174945e+002,7.174945e+002,7.174945e+002,7.174945e+002,7.174945e+002,,8.226000e+001,1.980737e+002,1.980737e+002,1.980737e+002,1.980737e+002,1.980737e+002,,
5.391600e+002,1.128205e+003,1.128205e+003,1.128205e+003,1.128205e+003,1.128205e+003,1.128205e+003,,2.961600e+002,7.797459e+002,7.797459e+002,7.797459e+002,7.797459e+002,7.797459e+002,7.797459e+002,7.797459e+002,7.797459e+002,,8.216000e+001,2.139866e+002,2.139866e+002,2.139866e+002,2.139866e+002,2.139866e+002,,
5.390600e+002,1.070890e+003,1.070890e+003,1.070890e+003,1.070890e+003,1.070890e+003,1.070890e+003,,2.960600e+002,7.482993e+002,7.482993e+002,7.482993e+002,7.482993e+002,7.482993e+002,7.482993e+002,7.482993e+002,7.482993e+002,,8.206000e+001,2.131491e+002,2.131491e+002,2.131491e+002,2.131491e+002,2.131491e+002,,
5.389600e+002,1.113876e+003,1.113876e+003,1.113876e+003,1.113876e+003,1.113876e+003,1.113876e+003,,2.959600e+002,7.823129e+002,7.823129e+002,7.823129e+002,7.823129e+002,7.823129e+002,7.823129e+002,7.823129e+002,7.823129e+002,,8.196000e+001,1.922111e+002,1.922111e+002,1.922111e+002,1.922111e+002,1.922111e+002,,
5.388600e+002,1.114630e+003,1.114630e+003,1.114630e+003,1.114630e+003,1.114630e+003,1.114630e+003,,2.958600e+002,7.155692e+002,7.155692e+002,7.155692e+002,7.155692e+002,7.155692e+002,7.155692e+002,7.155692e+002,7.155692e+002,,8.186000e+001,1.959799e+002,1.959799e+002,1.959799e+002,1.959799e+002,1.959799e+002,,
5.387600e+002,1.131222e+003,1.131222e+003,1.131222e+003,1.131222e+003,1.131222e+003,1.131222e+003,,2.957600e+002,6.943910e+002,6.943910e+002,6.943910e+002,6.943910e+002,6.943910e+002,6.943910e+002,6.943910e+002,6.943910e+002,,8.176000e+001,1.951424e+002,1.951424e+002,1.951424e+002,1.951424e+002,1.951424e+002,,
5.386600e+002,1.070890e+003,1.070890e+003,1.070890e+003,1.070890e+003,1.070890e+003,1.070890e+003,,2.956600e+002,7.534334e+002,7.534334e+002,7.534334e+002,7.534334e+002,7.534334e+002,7.534334e+002,7.534334e+002,7.534334e+002,,8.166000e+001,1.926298e+002,1.926298e+002,1.926298e+002,1.926298e+002,1.926298e+002,,
5.385600e+002,1.056561e+003,1.056561e+003,1.056561e+003,1.056561e+003,1.056561e+003,1.056561e+003,,2.955600e+002,7.367475e+002,7.367475e+002,7.367475e+002,7.367475e+002,7.367475e+002,7.367475e+002,7.367475e+002,7.367475e+002,,8.156000e+001,2.001675e+002,2.001675e+002,2.001675e+002,2.001675e+002,2.001675e+002,,
5.384600e+002,1.028658e+003,1.028658e+003,1.028658e+003,1.028658e+003,1.028658e+003,1.028658e+003,,2.954600e+002,7.534334e+002,7.534334e+002,7.534334e+002,7.534335e+002,7.534334e+002,7.534334e+002,7.534334e+002,7.534335e+002,,8.146000e+001,1.972362e+002,1.972362e+002,1.972362e+002,1.972362e+002,1.972362e+002,,
5.383600e+002,9.668175e+002,9.668175e+002,9.668175e+002,9.668176e+002,9.668175e+002,9.668176e+002,,2.953600e+002,7.720447e+002,7.720447e+002,7.720447e+002,7.720447e+002,7.720447e+002,7.720447e+002,7.720447e+002,7.720447e+002,,8.136000e+001,1.972362e+002,1.972362e+002,1.972362e+002,1.972362e+002,1.972362e+002,,
5.382600e+002,9.736048e+002,9.736048e+002,9.736048e+002,9.736050e+002,9.736048e+002,9.736050e+002,,2.952600e+002,7.823129e+002,7.823129e+002,7.823129e+002,7.823129e+002,7.823129e+002,7.823129e+002,7.823129e+002,7.823129e+002,,8.126000e+001,2.118928e+002,2.118928e+002,2.118928e+002,2.118928e+002,2.118928e+002,,
5.381600e+002,9.434389e+002,9.434389e+002,9.434389e+002,9.434392e+002,9.434389e+002,9.434392e+002,,2.951600e+002,7.322552e+002,7.322552e+002,7.322552e+002,7.322552e+002,7.322552e+002,7.322552e+002,7.322552e+002,7.322552e+002,,8.116000e+001,1.846734e+002,1.846734e+002,1.846734e+002,1.846734e+002,1.846734e+002,,
5.380600e+002,9.743590e+002,9.743590e+002,9.743590e+002,9.743594e+002,9.743590e+002,9.743594e+002,,2.950600e+002,7.162110e+002,7.162110e+002,7.162110e+002,7.162110e+002,7.162110e+002,7.162110e+002,7.162110e+002,7.162110e+002,,8.106000e+001,1.842546e+002,1.842546e+002,1.842546e+002,1.842546e+002,1.842546e+002,,
5.379600e+002,9.954751e+002,9.954751e+002,9.954751e+002,9.954758e+002,9.954751e+002,9.954759e+002,,2.949600e+002,7.540752e+002,7.540752e+002,7.540752e+002,7.540753e+002,7.540752e+002,7.540752e+002,7.540752e+002,7.540753e+002,,8.096000e+001,1.750419e+002,1.750419e+002,1.750419e+002,1.750419e+002,1.750419e+002,,
